2015,mm,dd,HH,SEK/kWh,C,COP
4349,7,1,5,0.5,12.2,5.3076
4350,7,1,6,0.54,15.8,5.5164
4351,7,1,7,0.55,16.5,5.5569999999999995
4352,7,1,8,0.56,18.5,5.673
4353,7,1,9,0.57,20.5,5.789
4354,7,1,10,0.57,22.0,5.8759999999999994
4355,7,1,11,0.57,22.5,5.904999999999999
4356,7,1,12,0.57,22.9,5.9281999999999995
4357,7,1,13,0.57,26.6,6.142799999999999
4358,7,1,14,0.56,24.1,5.9978
4359,7,1,15,0.55,24.5,6.021
4360,7,1,16,0.55,24.8,6.038399999999999
4361,7,1,17,0.55,25.0,6.05
4362,7,1,18,0.55,25.0,6.05
4363,7,1,19,0.54,24.6,6.0268
4364,7,1,20,0.52,23.7,5.9746
4365,7,1,21,0.51,20.4,5.7832
4366,7,1,22,0.5,17.7,5.6266
4367,7,1,23,0.5,15.8,5.5164
4368,7,1,24,0.48,14.5,5.441
4369,7,2,1,0.46,14.5,5.441
4370,7,2,2,0.45,13.3,5.3713999999999995
4371,7,2,3,0.44,12.9,5.348199999999999
4372,7,2,4,0.44,12.5,5.324999999999999
4373,7,2,5,0.47,14.2,5.4235999999999995
4374,7,2,6,0.49,17.5,5.615
4375,7,2,7,0.51,20.2,5.771599999999999
4376,7,2,8,0.51,21.8,5.8644
4377,7,2,9,0.51,23.1,5.9398
4378,7,2,10,0.51,24.3,6.009399999999999
4379,7,2,11,0.51,25.3,6.067399999999999
4380,7,2,12,0.5,25.9,6.1022
4381,7,2,13,0.5,26.6,6.142799999999999
4382,7,2,14,0.5,26.7,6.1486
4383,7,2,15,0.49,27.2,6.1776
4384,7,2,16,0.49,27.1,6.171799999999999
4385,7,2,17,0.49,27.2,6.1776
4386,7,2,18,0.5,27.1,6.171799999999999
4387,7,2,19,0.5,26.4,6.1312
4388,7,2,20,0.5,24.7,6.0325999999999995
4389,7,2,21,0.49,22.4,5.8991999999999996
4390,7,2,22,0.48,20.4,5.7832
4391,7,2,23,0.46,17.0,5.585999999999999
4392,7,2,24,0.43,18.0,5.644
4393,7,3,1,0.43,17.3,5.6034
4394,7,3,2,0.42,16.5,5.5569999999999995
4395,7,3,3,0.42,15.3,5.4874
4396,7,3,4,0.42,14.9,5.4642
4397,7,3,5,0.43,15.3,5.4874
4398,7,3,6,0.47,17.9,5.638199999999999
4399,7,3,7,0.5,19.7,5.7425999999999995
4400,7,3,8,0.51,21.0,5.818
4401,7,3,9,0.51,22.2,5.8876
4402,7,3,10,0.52,23.5,5.962999999999999
4403,7,3,11,0.52,24.6,6.0268
4404,7,3,12,0.51,25.6,6.0847999999999995
4405,7,3,13,0.51,26.6,6.142799999999999
4406,7,3,14,0.51,27.1,6.171799999999999
4407,7,3,15,0.5,27.6,6.2008
4408,7,3,16,0.5,28.4,6.247199999999999
4409,7,3,17,0.5,28.5,6.253
4410,7,3,18,0.5,28.3,6.2414
4411,7,3,19,0.5,27.8,6.2124
4412,7,3,20,0.49,24.3,6.009399999999999
4413,7,3,21,0.49,21.2,5.829599999999999
4414,7,3,22,0.49,19.8,5.7484
4415,7,3,23,0.47,19.9,5.754199999999999
4416,7,3,24,0.47,20.1,5.7658
4417,7,4,1,0.47,18.0,5.644
4418,7,4,2,0.46,16.8,5.5744
4419,7,4,3,0.46,15.6,5.5047999999999995
4420,7,4,4,0.46,16.8,5.5744
4421,7,4,5,0.46,17.7,5.6266
4422,7,4,6,0.46,19.4,5.725199999999999
4423,7,4,7,0.47,20.2,5.771599999999999
4424,7,4,8,0.47,21.4,5.8412
4425,7,4,9,0.48,22.6,5.9108
4426,7,4,10,0.48,23.6,5.9688
4427,7,4,11,0.49,24.8,6.038399999999999
4428,7,4,12,0.48,25.7,6.090599999999999
4429,7,4,13,0.47,26.1,6.1137999999999995
4430,7,4,14,0.47,27.0,6.1659999999999995
4431,7,4,15,0.47,27.5,6.194999999999999
4432,7,4,16,0.47,27.5,6.194999999999999
4433,7,4,17,0.48,27.4,6.1892
4434,7,4,18,0.48,27.4,6.1892
4435,7,4,19,0.48,26.0,6.108
4436,7,4,20,0.47,24.1,5.9978
4437,7,4,21,0.47,22.0,5.8759999999999994
4438,7,4,22,0.48,19.5,5.731
4439,7,4,23,0.47,18.6,5.6788
4440,7,4,24,0.48,17.9,5.638199999999999
4441,7,5,1,0.48,18.1,5.6498
4442,7,5,2,0.47,17.3,5.6034
4443,7,5,3,0.47,17.2,5.5976
4444,7,5,4,0.46,16.6,5.562799999999999
4445,7,5,5,0.46,17.2,5.5976
4446,7,5,6,0.47,19.3,5.7194
4447,7,5,7,0.47,22.5,5.904999999999999
4448,7,5,8,0.47,23.1,5.9398
4449,7,5,9,0.49,23.9,5.9862
4450,7,5,10,0.49,25.3,6.067399999999999
4451,7,5,11,0.5,26.1,6.1137999999999995
4452,7,5,12,0.5,26.6,6.142799999999999
4453,7,5,13,0.5,26.9,6.1602
4454,7,5,14,0.49,27.5,6.194999999999999
4455,7,5,15,0.49,27.7,6.2066
4456,7,5,16,0.49,27.4,6.1892
4457,7,5,17,0.5,26.5,6.137
4458,7,5,18,0.5,24.6,6.0268
4459,7,5,19,0.5,23.3,5.9514
4460,7,5,20,0.5,21.7,5.858599999999999
4461,7,5,21,0.49,20.3,5.7774
4462,7,5,22,0.49,19.7,5.7425999999999995
4463,7,5,23,0.48,18.8,5.6903999999999995
4464,7,5,24,0.48,18.2,5.6556
4465,7,6,1,0.47,17.8,5.6324
4466,7,6,2,0.46,17.6,5.6208
4467,7,6,3,0.45,17.0,5.585999999999999
4468,7,6,4,0.44,17.0,5.585999999999999
4469,7,6,5,0.45,17.0,5.585999999999999
4470,7,6,6,0.48,17.2,5.5976
4471,7,6,7,0.49,17.3,5.6034
4472,7,6,8,0.5,17.5,5.615
4473,7,6,9,0.5,18.3,5.6613999999999995
4474,7,6,10,0.5,19.5,5.731
4475,7,6,11,0.5,21.4,5.8412
4476,7,6,12,0.49,21.1,5.8238
4477,7,6,13,0.49,21.5,5.8469999999999995
4478,7,6,14,0.49,20.4,5.7832
4479,7,6,15,0.48,21.3,5.8354
4480,7,6,16,0.47,18.0,5.644
4481,7,6,17,0.48,17.5,5.615
4482,7,6,18,0.48,17.3,5.6034
4483,7,6,19,0.48,17.0,5.585999999999999
4484,7,6,20,0.48,16.2,5.5396
4485,7,6,21,0.48,15.6,5.5047999999999995
4486,7,6,22,0.48,14.9,5.4642
4487,7,6,23,0.47,14.9,5.4642
4488,7,6,24,0.43,14.1,5.4178
4489,7,7,1,0.44,13.6,5.3888
4490,7,7,2,0.43,13.5,5.383
4491,7,7,3,0.43,13.3,5.3713999999999995
4492,7,7,4,0.43,13.2,5.3656
4493,7,7,5,0.45,13.6,5.3888
4494,7,7,6,0.47,14.3,5.429399999999999
4495,7,7,7,0.49,14.8,5.458399999999999
4496,7,7,8,0.49,15.5,5.499
4497,7,7,9,0.49,16.3,5.5454
4498,7,7,10,0.49,17.0,5.585999999999999
4499,7,7,11,0.49,18.0,5.644
4500,7,7,12,0.49,19.0,5.702
4501,7,7,13,0.49,20.0,5.76
4502,7,7,14,0.49,20.0,5.76
4503,7,7,15,0.49,20.0,5.76
4504,7,7,16,0.49,20.0,5.76
4505,7,7,17,0.49,19.0,5.702
4506,7,7,18,0.49,19.0,5.702
4507,7,7,19,0.49,18.5,5.673
4508,7,7,20,0.49,17.0,5.585999999999999
4509,7,7,21,0.49,17.0,5.585999999999999
4510,7,7,22,0.49,16.0,5.528
4511,7,7,23,0.48,15.0,5.47
4512,7,7,24,0.46,14.0,5.412
4513,7,8,1,0.45,14.0,5.412
4514,7,8,2,0.44,14.0,5.412
4515,7,8,3,0.43,14.0,5.412
4516,7,8,4,0.43,14.0,5.412
4517,7,8,5,0.44,14.0,5.412
4518,7,8,6,0.46,14.0,5.412
4519,7,8,7,0.47,15.5,5.499
4520,7,8,8,0.48,15.0,5.47
4521,7,8,9,0.48,15.0,5.47
4522,7,8,10,0.48,15.0,5.47
4523,7,8,11,0.48,15.0,5.47
4524,7,8,12,0.47,15.7,5.510599999999999
4525,7,8,13,0.47,16.7,5.5686
4526,7,8,14,0.47,17.5,5.615
4527,7,8,15,0.46,17.0,5.585999999999999
4528,7,8,16,0.46,17.0,5.585999999999999
4529,7,8,17,0.46,17.0,5.585999999999999
4530,7,8,18,0.46,17.0,5.585999999999999
4531,7,8,19,0.45,16.0,5.528
4532,7,8,20,0.45,16.0,5.528
4533,7,8,21,0.44,16.0,5.528
4534,7,8,22,0.45,15.0,5.47
4535,7,8,23,0.43,15.0,5.47
4536,7,8,24,0.42,14.0,5.412
4537,7,9,1,0.42,13.0,5.353999999999999
4538,7,9,2,0.41,13.0,5.353999999999999
4539,7,9,3,0.41,13.0,5.353999999999999
4540,7,9,4,0.41,13.0,5.353999999999999
4541,7,9,5,0.42,12.0,5.295999999999999
4542,7,9,6,0.43,12.0,5.295999999999999
4543,7,9,7,0.44,12.0,5.295999999999999
4544,7,9,8,0.45,12.4,5.3191999999999995
4545,7,9,9,0.45,13.5,5.383
4546,7,9,10,0.46,14.0,5.412
4547,7,9,11,0.45,12.7,5.3366
4548,7,9,12,0.45,13.0,5.353999999999999
4549,7,9,13,0.45,13.3,5.3713999999999995
4550,7,9,14,0.45,12.9,5.348199999999999
4551,7,9,15,0.44,14.3,5.429399999999999
4552,7,9,16,0.44,14.3,5.429399999999999
4553,7,9,17,0.44,13.1,5.3598
4554,7,9,18,0.44,12.2,5.3076
4555,7,9,19,0.44,12.3,5.3134
4556,7,9,20,0.43,11.6,5.2728
4557,7,9,21,0.43,11.4,5.2612
4558,7,9,22,0.43,11.0,5.2379999999999995
4559,7,9,23,0.42,10.8,5.2264
4560,7,9,24,0.42,10.7,5.220599999999999
4561,7,10,1,0.41,10.6,5.214799999999999
4562,7,10,2,0.41,10.3,5.1974
4563,7,10,3,0.41,9.6,5.1568
4564,7,10,4,0.41,9.6,5.1568
4565,7,10,5,0.41,9.2,5.1335999999999995
4566,7,10,6,0.42,9.5,5.151
4567,7,10,7,0.43,10.1,5.1857999999999995
4568,7,10,8,0.43,10.3,5.1974
4569,7,10,9,0.44,10.3,5.1974
4570,7,10,10,0.44,10.2,5.191599999999999
4571,7,10,11,0.44,10.3,5.1974
4572,7,10,12,0.44,10.9,5.2322
4573,7,10,13,0.44,11.7,5.2786
4574,7,10,14,0.43,12.0,5.295999999999999
4575,7,10,15,0.43,13.4,5.3772
4576,7,10,16,0.43,13.9,5.4062
4577,7,10,17,0.44,14.3,5.429399999999999
4578,7,10,18,0.44,14.6,5.4468
4579,7,10,19,0.44,15.2,5.481599999999999
4580,7,10,20,0.44,15.3,5.4874
4581,7,10,21,0.44,14.5,5.441
4582,7,10,22,0.45,14.1,5.4178
4583,7,10,23,0.45,13.7,5.3946
4584,7,10,24,0.45,12.8,5.3424
4585,7,11,1,0.45,12.7,5.3366
4586,7,11,2,0.44,12.8,5.3424
4587,7,11,3,0.44,12.9,5.348199999999999
4588,7,11,4,0.44,12.5,5.324999999999999
4589,7,11,5,0.44,12.2,5.3076
4590,7,11,6,0.44,12.2,5.3076
4591,7,11,7,0.45,12.4,5.3191999999999995
4592,7,11,8,0.46,12.8,5.3424
4593,7,11,9,0.46,14.2,5.4235999999999995
4594,7,11,10,0.48,15.6,5.5047999999999995
4595,7,11,11,0.48,16.5,5.5569999999999995
4596,7,11,12,0.48,17.4,5.6091999999999995
4597,7,11,13,0.47,17.6,5.6208
4598,7,11,14,0.46,18.4,5.667199999999999
4599,7,11,15,0.46,19.6,5.7368
4600,7,11,16,0.46,19.8,5.7484
4601,7,11,17,0.47,19.9,5.754199999999999
4602,7,11,18,0.47,20.1,5.7658
4603,7,11,19,0.47,18.9,5.696199999999999
4604,7,11,20,0.47,18.4,5.667199999999999
4605,7,11,21,0.47,16.5,5.5569999999999995
4606,7,11,22,0.47,15.3,5.4874
4607,7,11,23,0.46,14.2,5.4235999999999995
4608,7,11,24,0.46,13.1,5.3598
4609,7,12,1,0.45,12.8,5.3424
4610,7,12,2,0.44,12.7,5.3366
4611,7,12,3,0.44,14.1,5.4178
4612,7,12,4,0.43,13.6,5.3888
4613,7,12,5,0.43,13.5,5.383
4614,7,12,6,0.44,14.2,5.4235999999999995
4615,7,12,7,0.45,14.3,5.429399999999999
4616,7,12,8,0.46,14.6,5.4468
4617,7,12,9,0.46,14.5,5.441
4618,7,12,10,0.47,14.4,5.4352
4619,7,12,11,0.48,15.3,5.4874
4620,7,12,12,0.47,16.0,5.528
4621,7,12,13,0.47,15.7,5.510599999999999
4622,7,12,14,0.46,15.5,5.499
4623,7,12,15,0.46,16.2,5.5396
4624,7,12,16,0.46,17.0,5.585999999999999
4625,7,12,17,0.47,17.3,5.6034
4626,7,12,18,0.48,17.7,5.6266
4627,7,12,19,0.48,17.8,5.6324
4628,7,12,20,0.48,17.2,5.5976
4629,7,12,21,0.47,16.6,5.562799999999999
4630,7,12,22,0.47,15.4,5.4932
4631,7,12,23,0.46,15.1,5.4758
4632,7,12,24,0.46,14.0,5.412
4633,7,13,1,0.45,14.1,5.4178
4634,7,13,2,0.45,14.3,5.429399999999999
4635,7,13,3,0.45,14.0,5.412
4636,7,13,4,0.45,13.4,5.3772
4637,7,13,5,0.45,12.8,5.3424
4638,7,13,6,0.48,13.2,5.3656
4639,7,13,7,0.49,13.3,5.3713999999999995
4640,7,13,8,0.5,14.4,5.4352
4641,7,13,9,0.51,14.8,5.458399999999999
4642,7,13,10,0.51,15.3,5.4874
4643,7,13,11,0.51,16.1,5.533799999999999
4644,7,13,12,0.52,16.1,5.533799999999999
4645,7,13,13,0.51,17.0,5.585999999999999
4646,7,13,14,0.51,16.4,5.5512
4647,7,13,15,0.51,17.9,5.638199999999999
4648,7,13,16,0.5,17.7,5.6266
4649,7,13,17,0.5,17.5,5.615
4650,7,13,18,0.5,17.5,5.615
4651,7,13,19,0.5,16.7,5.5686
4652,7,13,20,0.49,16.3,5.5454
4653,7,13,21,0.49,15.8,5.5164
4654,7,13,22,0.48,15.0,5.47
4655,7,13,23,0.47,14.7,5.4525999999999994
4656,7,13,24,0.46,14.4,5.4352
4657,7,14,1,0.46,14.4,5.4352
4658,7,14,2,0.45,14.4,5.4352
4659,7,14,3,0.45,14.1,5.4178
4660,7,14,4,0.45,13.8,5.400399999999999
4661,7,14,5,0.46,13.9,5.4062
4662,7,14,6,0.49,13.8,5.400399999999999
4663,7,14,7,0.5,14.1,5.4178
4664,7,14,8,0.51,14.3,5.429399999999999
4665,7,14,9,0.51,14.4,5.4352
4666,7,14,10,0.52,14.4,5.4352
4667,7,14,11,0.52,14.8,5.458399999999999
4668,7,14,12,0.52,16.0,5.528
4669,7,14,13,0.51,16.9,5.5802
4670,7,14,14,0.51,17.6,5.6208
4671,7,14,15,0.5,18.0,5.644
4672,7,14,16,0.5,17.3,5.6034
4673,7,14,17,0.5,18.1,5.6498
4674,7,14,18,0.5,18.3,5.6613999999999995
4675,7,14,19,0.5,18.5,5.673
4676,7,14,20,0.49,18.7,5.6846
4677,7,14,21,0.49,17.0,5.585999999999999
4678,7,14,22,0.48,16.2,5.5396
4679,7,14,23,0.46,14.1,5.4178
4680,7,14,24,0.46,12.6,5.3308
4681,7,15,1,0.44,12.3,5.3134
4682,7,15,2,0.44,12.9,5.348199999999999
4683,7,15,3,0.43,13.9,5.4062
4684,7,15,4,0.43,13.5,5.383
4685,7,15,5,0.44,12.7,5.3366
4686,7,15,6,0.46,12.9,5.348199999999999
4687,7,15,7,0.48,13.4,5.3772
4688,7,15,8,0.49,15.0,5.47
4689,7,15,9,0.5,15.5,5.499
4690,7,15,10,0.49,16.6,5.562799999999999
4691,7,15,11,0.5,17.6,5.6208
4692,7,15,12,0.49,18.9,5.696199999999999
4693,7,15,13,0.49,19.6,5.7368
4694,7,15,14,0.49,20.0,5.76
4695,7,15,15,0.48,20.2,5.771599999999999
4696,7,15,16,0.48,20.8,5.8064
4697,7,15,17,0.49,21.0,5.818
4698,7,15,18,0.49,21.0,5.818
4699,7,15,19,0.49,20.7,5.800599999999999
4700,7,15,20,0.49,18.1,5.6498
4701,7,15,21,0.49,16.0,5.528
4702,7,15,22,0.48,16.0,5.528
4703,7,15,23,0.48,15.3,5.4874
4704,7,15,24,0.47,15.4,5.4932
4705,7,16,1,0.46,14.1,5.4178
4706,7,16,2,0.46,12.6,5.3308
4707,7,16,3,0.45,11.5,5.2669999999999995
4708,7,16,4,0.45,10.7,5.220599999999999
4709,7,16,5,0.46,9.8,5.1684
4710,7,16,6,0.48,10.3,5.1974
4711,7,16,7,0.49,11.9,5.2902
4712,7,16,8,0.5,13.7,5.3946
4713,7,16,9,0.5,15.4,5.4932
4714,7,16,10,0.51,17.1,5.5918
4715,7,16,11,0.51,17.6,5.6208
4716,7,16,12,0.5,18.1,5.6498
4717,7,16,13,0.5,18.6,5.6788
4718,7,16,14,0.49,19.8,5.7484
4719,7,16,15,0.49,19.0,5.702
4720,7,16,16,0.49,20.3,5.7774
4721,7,16,17,0.49,19.9,5.754199999999999
4722,7,16,18,0.49,19.1,5.7078
4723,7,16,19,0.49,19.1,5.7078
4724,7,16,20,0.48,18.3,5.6613999999999995
4725,7,16,21,0.48,17.2,5.5976
4726,7,16,22,0.49,15.3,5.4874
4727,7,16,23,0.48,14.4,5.4352
4728,7,16,24,0.47,13.3,5.3713999999999995
4729,7,17,1,0.46,12.6,5.3308
4730,7,17,2,0.45,10.9,5.2322
4731,7,17,3,0.45,9.7,5.162599999999999
4732,7,17,4,0.44,9.9,5.1742
4733,7,17,5,0.45,10.3,5.1974
4734,7,17,6,0.47,10.6,5.214799999999999
4735,7,17,7,0.49,11.6,5.2728
4736,7,17,8,0.49,12.6,5.3308
4737,7,17,9,0.5,13.4,5.3772
4738,7,17,10,0.5,14.5,5.441
4739,7,17,11,0.5,15.5,5.499
4740,7,17,12,0.49,16.4,5.5512
4741,7,17,13,0.48,16.8,5.5744
4742,7,17,14,0.48,17.7,5.6266
4743,7,17,15,0.47,18.3,5.6613999999999995
4744,7,17,16,0.48,19.1,5.7078
4745,7,17,17,0.48,18.6,5.6788
4746,7,17,18,0.48,18.7,5.6846
4747,7,17,19,0.47,18.3,5.6613999999999995
4748,7,17,20,0.47,17.6,5.6208
4749,7,17,21,0.46,17.1,5.5918
4750,7,17,22,0.46,15.3,5.4874
4751,7,17,23,0.46,14.4,5.4352
4752,7,17,24,0.45,14.2,5.4235999999999995
4753,7,18,1,0.45,13.1,5.3598
4754,7,18,2,0.44,12.7,5.3366
4755,7,18,3,0.44,13.1,5.3598
4756,7,18,4,0.43,13.4,5.3772
4757,7,18,5,0.43,13.5,5.383
4758,7,18,6,0.44,13.3,5.3713999999999995
4759,7,18,7,0.44,12.7,5.3366
4760,7,18,8,0.45,13.1,5.3598
4761,7,18,9,0.45,14.7,5.4525999999999994
4762,7,18,10,0.45,17.0,5.585999999999999
4763,7,18,11,0.45,19.0,5.702
4764,7,18,12,0.44,19.5,5.731
4765,7,18,13,0.43,19.1,5.7078
4766,7,18,14,0.43,20.1,5.7658
4767,7,18,15,0.43,21.0,5.818
4768,7,18,16,0.43,20.7,5.800599999999999
4769,7,18,17,0.43,19.9,5.754199999999999
4770,7,18,18,0.44,19.9,5.754199999999999
4771,7,18,19,0.44,18.9,5.696199999999999
4772,7,18,20,0.44,17.8,5.6324
4773,7,18,21,0.44,16.9,5.5802
4774,7,18,22,0.45,15.6,5.5047999999999995
4775,7,18,23,0.45,14.6,5.4468
4776,7,18,24,0.45,14.1,5.4178
4777,7,19,1,0.44,13.7,5.3946
4778,7,19,2,0.44,13.6,5.3888
4779,7,19,3,0.43,13.5,5.383
4780,7,19,4,0.43,13.1,5.3598
4781,7,19,5,0.43,12.9,5.348199999999999
4782,7,19,6,0.45,12.9,5.348199999999999
4783,7,19,7,0.45,13.4,5.3772
4784,7,19,8,0.46,14.6,5.4468
4785,7,19,9,0.47,15.4,5.4932
4786,7,19,10,0.48,15.8,5.5164
4787,7,19,11,0.48,16.3,5.5454
4788,7,19,12,0.48,16.8,5.5744
4789,7,19,13,0.47,17.0,5.585999999999999
4790,7,19,14,0.48,17.7,5.6266
4791,7,19,15,0.48,18.1,5.6498
4792,7,19,16,0.48,18.1,5.6498
4793,7,19,17,0.48,17.7,5.6266
4794,7,19,18,0.49,17.4,5.6091999999999995
4795,7,19,19,0.49,17.1,5.5918
4796,7,19,20,0.48,16.5,5.5569999999999995
4797,7,19,21,0.48,15.6,5.5047999999999995
4798,7,19,22,0.48,14.5,5.441
4799,7,19,23,0.47,14.1,5.4178
4800,7,19,24,0.47,14.3,5.429399999999999
4801,7,20,1,0.46,14.1,5.4178
4802,7,20,2,0.46,13.3,5.3713999999999995
4803,7,20,3,0.45,13.4,5.3772
4804,7,20,4,0.45,13.5,5.383
4805,7,20,5,0.45,13.3,5.3713999999999995
4806,7,20,6,0.46,13.1,5.3598
4807,7,20,7,0.46,13.3,5.3713999999999995
4808,7,20,8,0.48,14.2,5.4235999999999995
4809,7,20,9,0.48,14.4,5.4352
4810,7,20,10,0.48,15.4,5.4932
4811,7,20,11,0.48,16.0,5.528
4812,7,20,12,0.47,17.1,5.5918
4813,7,20,13,0.47,18.0,5.644
4814,7,20,14,0.47,18.5,5.673
4815,7,20,15,0.47,18.7,5.6846
4816,7,20,16,0.47,19.3,5.7194
4817,7,20,17,0.48,19.2,5.7136
4818,7,20,18,0.49,19.6,5.7368
4819,7,20,19,0.49,18.7,5.6846
4820,7,20,20,0.49,17.6,5.6208
4821,7,20,21,0.49,17.2,5.5976
4822,7,20,22,0.49,16.1,5.533799999999999
4823,7,20,23,0.48,14.1,5.4178
4824,7,20,24,0.47,13.0,5.353999999999999
4825,7,21,1,0.46,11.1,5.243799999999999
4826,7,21,2,0.46,10.6,5.214799999999999
4827,7,21,3,0.45,9.6,5.1568
4828,7,21,4,0.44,8.8,5.110399999999999
4829,7,21,5,0.45,9.4,5.1452
4830,7,21,6,0.46,10.1,5.1857999999999995
4831,7,21,7,0.46,11.7,5.2786
4832,7,21,8,0.47,14.2,5.4235999999999995
4833,7,21,9,0.47,15.2,5.481599999999999
4834,7,21,10,0.47,15.9,5.5222
4835,7,21,11,0.47,15.1,5.4758
4836,7,21,12,0.47,16.4,5.5512
4837,7,21,13,0.46,16.7,5.5686
4838,7,21,14,0.46,15.5,5.499
4839,7,21,15,0.46,14.3,5.429399999999999
4840,7,21,16,0.46,14.1,5.4178
4841,7,21,17,0.46,15.0,5.47
4842,7,21,18,0.47,16.3,5.5454
4843,7,21,19,0.47,16.6,5.562799999999999
4844,7,21,20,0.47,15.9,5.5222
4845,7,21,21,0.47,14.8,5.458399999999999
4846,7,21,22,0.47,14.2,5.4235999999999995
4847,7,21,23,0.47,14.2,5.4235999999999995
4848,7,21,24,0.46,14.0,5.412
4849,7,22,1,0.46,14.1,5.4178
4850,7,22,2,0.45,13.8,5.400399999999999
4851,7,22,3,0.45,13.8,5.400399999999999
4852,7,22,4,0.45,13.7,5.3946
4853,7,22,5,0.45,13.7,5.3946
4854,7,22,6,0.47,13.5,5.383
4855,7,22,7,0.47,13.9,5.4062
4856,7,22,8,0.48,14.3,5.429399999999999
4857,7,22,9,0.48,15.1,5.4758
4858,7,22,10,0.48,15.8,5.5164
4859,7,22,11,0.48,16.7,5.5686
4860,7,22,12,0.48,17.9,5.638199999999999
4861,7,22,13,0.48,18.3,5.6613999999999995
4862,7,22,14,0.48,17.9,5.638199999999999
4863,7,22,15,0.48,18.9,5.696199999999999
4864,7,22,16,0.48,19.9,5.754199999999999
4865,7,22,17,0.48,20.0,5.76
4866,7,22,18,0.49,19.2,5.7136
4867,7,22,19,0.49,19.1,5.7078
4868,7,22,20,0.48,18.3,5.6613999999999995
4869,7,22,21,0.48,17.3,5.6034
4870,7,22,22,0.48,15.1,5.4758
4871,7,22,23,0.47,14.4,5.4352
4872,7,22,24,0.47,14.9,5.4642
4873,7,23,1,0.46,14.0,5.412
4874,7,23,2,0.45,14.7,5.4525999999999994
4875,7,23,3,0.45,14.0,5.412
4876,7,23,4,0.45,13.6,5.3888
4877,7,23,5,0.45,13.6,5.3888
4878,7,23,6,0.47,13.9,5.4062
4879,7,23,7,0.47,14.2,5.4235999999999995
4880,7,23,8,0.47,14.4,5.4352
4881,7,23,9,0.47,14.2,5.4235999999999995
4882,7,23,10,0.48,15.4,5.4932
4883,7,23,11,0.48,16.5,5.5569999999999995
4884,7,23,12,0.47,17.7,5.6266
4885,7,23,13,0.47,16.7,5.5686
4886,7,23,14,0.47,17.5,5.615
4887,7,23,15,0.47,18.6,5.6788
4888,7,23,16,0.47,18.5,5.673
4889,7,23,17,0.47,18.3,5.6613999999999995
4890,7,23,18,0.47,18.0,5.644
4891,7,23,19,0.47,16.7,5.5686
4892,7,23,20,0.47,15.8,5.5164
4893,7,23,21,0.47,14.9,5.4642
4894,7,23,22,0.47,13.6,5.3888
4895,7,23,23,0.47,12.6,5.3308
4896,7,23,24,0.47,12.6,5.3308
4897,7,24,1,0.46,12.2,5.3076
4898,7,24,2,0.46,11.9,5.2902
4899,7,24,3,0.46,11.5,5.2669999999999995
4900,7,24,4,0.46,11.4,5.2612
4901,7,24,5,0.46,10.8,5.2264
4902,7,24,6,0.47,11.7,5.2786
4903,7,24,7,0.47,12.8,5.3424
4904,7,24,8,0.47,13.7,5.3946
4905,7,24,9,0.48,14.6,5.4468
4906,7,24,10,0.48,15.3,5.4874
4907,7,24,11,0.48,16.3,5.5454
4908,7,24,12,0.48,17.1,5.5918
4909,7,24,13,0.47,17.7,5.6266
4910,7,24,14,0.47,17.4,5.6091999999999995
4911,7,24,15,0.47,18.6,5.6788
4912,7,24,16,0.47,18.8,5.6903999999999995
4913,7,24,17,0.47,19.4,5.725199999999999
4914,7,24,18,0.47,18.7,5.6846
4915,7,24,19,0.47,18.3,5.6613999999999995
4916,7,24,20,0.47,17.6,5.6208
4917,7,24,21,0.47,16.1,5.533799999999999
4918,7,24,22,0.47,12.6,5.3308
4919,7,24,23,0.47,11.5,5.2669999999999995
4920,7,24,24,0.46,10.0,5.18
4921,7,25,1,0.45,9.6,5.1568
4922,7,25,2,0.44,9.0,5.122
4923,7,25,3,0.43,8.1,5.0698
4924,7,25,4,0.43,8.1,5.0698
4925,7,25,5,0.42,7.3,5.0234
4926,7,25,6,0.42,8.5,5.093
4927,7,25,7,0.43,12.4,5.3191999999999995
4928,7,25,8,0.44,13.0,5.353999999999999
4929,7,25,9,0.45,15.6,5.5047999999999995
4930,7,25,10,0.45,16.1,5.533799999999999
4931,7,25,11,0.45,16.7,5.5686
4932,7,25,12,0.45,16.5,5.5569999999999995
4933,7,25,13,0.44,15.3,5.4874
4934,7,25,14,0.44,14.9,5.4642
4935,7,25,15,0.43,13.6,5.3888
4936,7,25,16,0.45,13.4,5.3772
4937,7,25,17,0.45,12.3,5.3134
4938,7,25,18,0.45,11.6,5.2728
4939,7,25,19,0.45,11.8,5.2844
4940,7,25,20,0.45,11.9,5.2902
4941,7,25,21,0.45,12.7,5.3366
4942,7,25,22,0.44,13.4,5.3772
4943,7,25,23,0.44,13.9,5.4062
4944,7,25,24,0.41,14.2,5.4235999999999995
4945,7,26,1,0.41,14.3,5.429399999999999
4946,7,26,2,0.4,14.3,5.429399999999999
4947,7,26,3,0.4,14.5,5.441
4948,7,26,4,0.39,14.9,5.4642
4949,7,26,5,0.39,14.9,5.4642
4950,7,26,6,0.39,15.0,5.47
4951,7,26,7,0.4,15.3,5.4874
4952,7,26,8,0.4,16.7,5.5686
4953,7,26,9,0.4,16.8,5.5744
4954,7,26,10,0.4,16.8,5.5744
4955,7,26,11,0.4,17.4,5.6091999999999995
4956,7,26,12,0.4,17.8,5.6324
4957,7,26,13,0.4,18.7,5.6846
