Månad,Dag,Veckodag,Timme,Årstimme,Nordpool 2015 (SEK/MWh),Nordpool 2013 (SEK/MWh),Nordpool 2010 (SEK/MWh),Nordpool 2015 (öre/kWh),Nordpool 2013 (öre/kWh),Nordpool 2010 (öre/kWh),Elbolagets påslag (öre/kWh),Elcertifikat (öre/kWh),Energiskatt (öre/kWh),Elöverföring nät (Lkp) (öre/kWh),Totalt Nordpool 2015 (SEK/kWh),Totalt Nordpool 2013 (SEK/kWh),Totalt Nordpool 2010 (SEK/kWh)
12,7,Mån,12,8172, 213.26    , 311.51    , 883.86    , 21.33    , 31.15    , 88.39    , 2.0    , 3.0    , 29.4    , 25.0    , 0.81    , 0.91    , 1.48    
12,7,Mån,13,8173, 215.93    , 310.26    , 828.32    , 21.59    , 31.03    , 82.83    , 2.0    , 3.0    , 29.4    , 25.0    , 0.81    , 0.90    , 1.42    
12,7,Mån,14,8174, 220.64    , 309.55    , 821.58    , 22.06    , 30.96    , 82.16    , 2.0    , 3.0    , 29.4    , 25.0    , 0.81    , 0.90    , 1.42    
12,7,Mån,15,8175, 238.16    , 311.87    , 866.63    , 23.82    , 31.19    , 86.66    , 2.0    , 3.0    , 29.4    , 25.0    , 0.83    , 0.91    , 1.46    
12,7,Mån,16,8176, 300.98    , 319.00    , 1 063.15    , 30.10    , 31.90    , 106.32    , 2.0    , 3.0    , 29.4    , 25.0    , 0.89    , 0.91    , 1.66    
12,7,Mån,17,8177, 406.32    , 364.81    , 1 132.73    , 40.63    , 36.48    , 113.27    , 2.0    , 3.0    , 29.4    , 25.0    , 1.00    , 0.96    , 1.73    
12,7,Mån,18,8178, 405.86    , 394.22    , 957.46    , 40.59    , 39.42    , 95.75    , 2.0    , 3.0    , 29.4    , 25.0    , 1.00    , 0.99    , 1.55    
12,7,Mån,19,8179, 335.48    , 385.40    , 894.26    , 33.55    , 38.54    , 89.43    , 2.0    , 3.0    , 29.4    , 25.0    , 0.93    , 0.98    , 1.49    
12,7,Mån,20,8180, 249.60    , 362.67    , 767.68    , 24.96    , 36.27    , 76.77    , 2.0    , 3.0    , 29.4    , 25.0    , 0.84    , 0.96    , 1.36    
12,7,Mån,21,8181, 217.69    , 346.36    , 750.63    , 21.77    , 34.64    , 75.06    , 2.0    , 3.0    , 29.4    , 25.0    , 0.81    , 0.94    , 1.34    
12,7,Mån,22,8182, 203.02    , 349.39    , 784.00    , 20.30    , 34.94    , 78.40    , 2.0    , 3.0    , 29.4    , 25.0    , 0.80    , 0.94    , 1.38    
12,7,Mån,23,8183, 189.18    , 335.04    , 656.60    , 18.92    , 33.50    , 65.66    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.72    , 1.04    
12,7,Mån,24,8184, 179.87    , 320.42    , 621.13    , 17.99    , 32.04    , 62.11    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.70    , 1.00    
12,8,Tis,1,8185, 180.78    , 321.57    , 631.21    , 18.08    , 32.16    , 63.12    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.70    , 1.01    
12,8,Tis,2,8186, 177.18    , 312.10    , 626.47    , 17.72    , 31.21    , 62.65    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.69    , 1.01    
12,8,Tis,3,8187, 175.80    , 306.83    , 625.47    , 17.58    , 30.68    , 62.55    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.69    , 1.01    
12,8,Tis,4,8188, 175.89    , 305.58    , 623.01    , 17.59    , 30.56    , 62.30    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.69    , 1.00    
12,8,Tis,5,8189, 178.75    , 309.51    , 632.12    , 17.88    , 30.95    , 63.21    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.69    , 1.01    
12,8,Tis,6,8190, 185.40    , 319.34    , 676.00    , 18.54    , 31.93    , 67.60    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.91    , 1.27    
12,8,Tis,7,8191, 205.16    , 326.04    , 821.76    , 20.52    , 32.60    , 82.18    , 2.0    , 3.0    , 29.4    , 25.0    , 0.80    , 0.92    , 1.42    
12,8,Tis,8,8192, 330.54    , 334.17    , 1 074.77    , 33.05    , 33.42    , 107.48    , 2.0    , 3.0    , 29.4    , 25.0    , 0.92    , 0.93    , 1.67    
12,8,Tis,9,8193, 323.16    , 338.73    , 1 002.30    , 32.32    , 33.87    , 100.23    , 2.0    , 3.0    , 29.4    , 25.0    , 0.92    , 0.93    , 1.60    
12,8,Tis,10,8194, 304.97    , 348.82    , 999.57    , 30.50    , 34.88    , 99.96    , 2.0    , 3.0    , 29.4    , 25.0    , 0.90    , 0.94    , 1.59    
12,8,Tis,11,8195, 258.80    , 353.56    , 991.83    , 25.88    , 35.36    , 99.18    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.95    , 1.59    
12,8,Tis,12,8196, 236.27    , 364.91    , 1 482.20    , 23.63    , 36.49    , 148.22    , 2.0    , 3.0    , 29.4    , 25.0    , 0.83    , 0.96    , 2.08    
12,8,Tis,13,8197, 220.85    , 350.88    , 1 374.95    , 22.09    , 35.09    , 137.50    , 2.0    , 3.0    , 29.4    , 25.0    , 0.81    , 0.94    , 1.97    
12,8,Tis,14,8198, 212.08    , 345.34    , 1 199.60    , 21.21    , 34.53    , 119.96    , 2.0    , 3.0    , 29.4    , 25.0    , 0.81    , 0.94    , 1.79    
12,8,Tis,15,8199, 211.53    , 344.44    , 1 310.12    , 21.15    , 34.44    , 131.01    , 2.0    , 3.0    , 29.4    , 25.0    , 0.81    , 0.94    , 1.90    
12,8,Tis,16,8200, 226.21    , 346.68    , 1 199.78    , 22.62    , 34.67    , 119.98    , 2.0    , 3.0    , 29.4    , 25.0    , 0.82    , 0.94    , 1.79    
12,8,Tis,17,8201, 230.27    , 354.27    , 1 047.28    , 23.03    , 35.43    , 104.73    , 2.0    , 3.0    , 29.4    , 25.0    , 0.82    , 0.95    , 1.64    
12,8,Tis,18,8202, 221.41    , 355.88    , 943.49    , 22.14    , 35.59    , 94.35    , 2.0    , 3.0    , 29.4    , 25.0    , 0.82    , 0.95    , 1.54    
12,8,Tis,19,8203, 211.16    , 346.05    , 1 107.00    , 21.12    , 34.61    , 110.70    , 2.0    , 3.0    , 29.4    , 25.0    , 0.81    , 0.94    , 1.70    
12,8,Tis,20,8204, 204.14    , 339.08    , 1 079.33    , 20.41    , 33.91    , 107.93    , 2.0    , 3.0    , 29.4    , 25.0    , 0.80    , 0.93    , 1.67    
12,8,Tis,21,8205, 195.46    , 337.03    , 790.81    , 19.55    , 33.70    , 79.08    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.93    , 1.38    
12,8,Tis,22,8206, 190.38    , 336.13    , 734.54    , 19.04    , 33.61    , 73.45    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.93    , 1.33    
12,8,Tis,23,8207, 181.61    , 329.70    , 673.63    , 18.16    , 32.97    , 67.36    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.71    , 1.05    
12,8,Tis,24,8208, 161.02    , 316.30    , 629.48    , 16.10    , 31.63    , 62.95    , 2.0    , 3.0    , 29.4    , 3.7    , 0.54    , 0.70    , 1.01    
12,9,Ons,1,8209, 151.49    , 304.68    , 672.32    , 15.15    , 30.47    , 67.23    , 2.0    , 3.0    , 29.4    , 3.7    , 0.53    , 0.69    , 1.05    
12,9,Ons,2,8210, 140.94    , 303.34    , 664.82    , 14.09    , 30.33    , 66.48    , 2.0    , 3.0    , 29.4    , 3.7    , 0.52    , 0.68    , 1.05    
12,9,Ons,3,8211, 137.60    , 302.99    , 650.92    , 13.76    , 30.30    , 65.09    , 2.0    , 3.0    , 29.4    , 3.7    , 0.52    , 0.68    , 1.03    
12,9,Ons,4,8212, 137.70    , 303.79    , 653.39    , 13.77    , 30.38    , 65.34    , 2.0    , 3.0    , 29.4    , 3.7    , 0.52    , 0.68    , 1.03    
12,9,Ons,5,8213, 152.51    , 308.61    , 673.69    , 15.25    , 30.86    , 67.37    , 2.0    , 3.0    , 29.4    , 3.7    , 0.53    , 0.69    , 1.05    
12,9,Ons,6,8214, 165.75    , 326.22    , 711.64    , 16.58    , 32.62    , 71.16    , 2.0    , 3.0    , 29.4    , 25.0    , 0.76    , 0.92    , 1.31    
12,9,Ons,7,8215, 181.40    , 347.93    , 807.39    , 18.14    , 34.79    , 80.74    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.94    , 1.40    
12,9,Ons,8,8216, 195.11    , 382.69    , 893.35    , 19.51    , 38.27    , 89.34    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.98    , 1.49    
12,9,Ons,9,8217, 201.41    , 401.72    , 960.65    , 20.14    , 40.17    , 96.07    , 2.0    , 3.0    , 29.4    , 25.0    , 0.80    , 1.00    , 1.55    
12,9,Ons,10,8218, 195.48    , 398.68    , 871.58    , 19.55    , 39.87    , 87.16    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.99    , 1.47    
12,9,Ons,11,8219, 195.20    , 391.53    , 851.37    , 19.52    , 39.15    , 85.14    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.99    , 1.45    
12,9,Ons,12,8220, 194.00    , 387.69    , 952.60    , 19.40    , 38.77    , 95.26    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.98    , 1.55    
12,9,Ons,13,8221, 194.65    , 370.00    , 923.89    , 19.47    , 37.00    , 92.39    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.96    , 1.52    
12,9,Ons,14,8222, 193.90    , 396.36    , 859.42    , 19.39    , 39.64    , 85.94    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.99    , 1.45    
12,9,Ons,15,8223, 192.52    , 469.18    , 906.42    , 19.25    , 46.92    , 90.64    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 1.06    , 1.50    
12,9,Ons,16,8224, 196.31    , 535.30    , 983.70    , 19.63    , 53.53    , 98.37    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 1.13    , 1.58    
12,9,Ons,17,8225, 199.18    , 587.83    , 960.56    , 19.92    , 58.78    , 96.06    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 1.18    , 1.55    
12,9,Ons,18,8226, 201.87    , 842.57    , 961.11    , 20.19    , 84.26    , 96.11    , 2.0    , 3.0    , 29.4    , 25.0    , 0.80    , 1.44    , 1.56    
12,9,Ons,19,8227, 197.15    , 692.37    , 900.30    , 19.72    , 69.24    , 90.03    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 1.29    , 1.49    
12,9,Ons,20,8228, 190.39    , 535.56    , 879.72    , 19.04    , 53.56    , 87.97    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 1.13    , 1.47    
12,9,Ons,21,8229, 187.33    , 405.83    , 745.48    , 18.73    , 40.58    , 74.55    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 1.00    , 1.34    
12,9,Ons,22,8230, 181.96    , 379.11    , 696.46    , 18.20    , 37.91    , 69.65    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.97    , 1.29    
12,9,Ons,23,8231, 166.68    , 337.39    , 674.88    , 16.67    , 33.74    , 67.49    , 2.0    , 3.0    , 29.4    , 3.7    , 0.55    , 0.72    , 1.06    
12,9,Ons,24,8232, 144.92    , 317.64    , 642.87    , 14.49    , 31.76    , 64.29    , 2.0    , 3.0    , 29.4    , 3.7    , 0.53    , 0.70    , 1.02    
12,10,Tor,1,8233, 131.34    , 312.24    , 683.50    , 13.13    , 31.22    , 68.35    , 2.0    , 3.0    , 29.4    , 3.7    , 0.51    , 0.69    , 1.06    
12,10,Tor,2,8234, 111.76    , 303.47    , 675.55    , 11.18    , 30.35    , 67.56    , 2.0    , 3.0    , 29.4    , 3.7    , 0.49    , 0.68    , 1.06    
12,10,Tor,3,8235, 96.43    , 296.68    , 676.38    , 9.64    , 29.67    , 67.64    , 2.0    , 3.0    , 29.4    , 3.7    , 0.48    , 0.68    , 1.06    
12,10,Tor,4,8236, 97.81    , 296.85    , 683.04    , 9.78    , 29.69    , 68.30    , 2.0    , 3.0    , 29.4    , 3.7    , 0.48    , 0.68    , 1.06    
12,10,Tor,5,8237, 127.00    , 305.53    , 693.54    , 12.70    , 30.55    , 69.35    , 2.0    , 3.0    , 29.4    , 3.7    , 0.51    , 0.69    , 1.07    
12,10,Tor,6,8238, 140.76    , 317.43    , 739.57    , 14.08    , 31.74    , 73.96    , 2.0    , 3.0    , 29.4    , 25.0    , 0.73    , 0.91    , 1.33    
12,10,Tor,7,8239, 176.05    , 349.45    , 840.03    , 17.61    , 34.95    , 84.00    , 2.0    , 3.0    , 29.4    , 25.0    , 0.77    , 0.94    , 1.43    
12,10,Tor,8,8240, 186.30    , 386.47    , 1 000.13    , 18.63    , 38.65    , 100.01    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.98    , 1.59    
12,10,Tor,9,8241, 187.41    , 401.05    , 1 139.04    , 18.74    , 40.11    , 113.90    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 1.00    , 1.73    
12,10,Tor,10,8242, 187.32    , 388.62    , 1 066.62    , 18.73    , 38.86    , 106.66    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.98    , 1.66    
12,10,Tor,11,8243, 185.84    , 384.60    , 992.64    , 18.58    , 38.46    , 99.26    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.98    , 1.59    
12,10,Tor,12,8244, 184.36    , 371.90    , 1 110.37    , 18.44    , 37.19    , 111.04    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.97    , 1.70    
12,10,Tor,13,8245, 184.36    , 359.46    , 979.49    , 18.44    , 35.95    , 97.95    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.95    , 1.57    
12,10,Tor,14,8246, 183.90    , 349.45    , 843.51    , 18.39    , 34.95    , 84.35    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.94    , 1.44    
12,10,Tor,15,8247, 184.45    , 353.74    , 849.90    , 18.45    , 35.37    , 84.99    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.95    , 1.44    
12,10,Tor,16,8248, 186.76    , 366.17    , 1 110.64    , 18.68    , 36.62    , 111.06    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.96    , 1.70    
12,10,Tor,17,8249, 189.35    , 373.68    , 1 110.18    , 18.94    , 37.37    , 111.02    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.97    , 1.70    
12,10,Tor,18,8250, 191.47    , 373.42    , 1 110.55    , 19.15    , 37.34    , 111.06    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.97    , 1.70    
12,10,Tor,19,8251, 189.07    , 349.62    , 1 199.50    , 18.91    , 34.96    , 119.95    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.94    , 1.79    
12,10,Tor,20,8252, 186.48    , 339.61    , 985.16    , 18.65    , 33.96    , 98.52    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.93    , 1.58    
12,10,Tor,21,8253, 183.44    , 328.52    , 850.17    , 18.34    , 32.85    , 85.02    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.92    , 1.44    
12,10,Tor,22,8254, 179.83    , 321.99    , 868.16    , 17.98    , 32.20    , 86.82    , 2.0    , 3.0    , 29.4    , 25.0    , 0.77    , 0.92    , 1.46    
12,10,Tor,23,8255, 174.20    , 313.22    , 735.19    , 17.42    , 31.32    , 73.52    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.69    , 1.12    
12,10,Tor,24,8256, 154.43    , 307.50    , 693.91    , 15.44    , 30.75    , 69.39    , 2.0    , 3.0    , 29.4    , 3.7    , 0.54    , 0.69    , 1.07    
12,11,Fre,1,8257, 151.17    , 301.29    , 717.02    , 15.12    , 30.13    , 71.70    , 2.0    , 3.0    , 29.4    , 3.7    , 0.53    , 0.68    , 1.10    
12,11,Fre,2,8258, 143.74    , 288.78    , 699.90    , 14.37    , 28.88    , 69.99    , 2.0    , 3.0    , 29.4    , 3.7    , 0.52    , 0.67    , 1.08    
12,11,Fre,3,8259, 143.93    , 288.51    , 692.16    , 14.39    , 28.85    , 69.22    , 2.0    , 3.0    , 29.4    , 3.7    , 0.52    , 0.67    , 1.07    
12,11,Fre,4,8260, 147.18    , 289.59    , 682.06    , 14.72    , 28.96    , 68.21    , 2.0    , 3.0    , 29.4    , 3.7    , 0.53    , 0.67    , 1.06    
12,11,Fre,5,8261, 160.36    , 292.92    , 676.59    , 16.04    , 29.29    , 67.66    , 2.0    , 3.0    , 29.4    , 3.7    , 0.54    , 0.67    , 1.06    
12,11,Fre,6,8262, 172.06    , 307.05    , 692.16    , 17.21    , 30.71    , 69.22    , 2.0    , 3.0    , 29.4    , 25.0    , 0.77    , 0.90    , 1.29    
12,11,Fre,7,8263, 190.26    , 322.43    , 701.54    , 19.03    , 32.24    , 70.15    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.92    , 1.30    
12,11,Fre,8,8264, 195.83    , 334.85    , 718.84    , 19.58    , 33.49    , 71.88    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.93    , 1.31    
12,11,Fre,9,8265, 201.77    , 341.60    , 705.27    , 20.18    , 34.16    , 70.53    , 2.0    , 3.0    , 29.4    , 25.0    , 0.80    , 0.94    , 1.30    
12,11,Fre,10,8266, 200.20    , 340.16    , 715.56    , 20.02    , 34.02    , 71.56    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.93    , 1.31    
12,11,Fre,11,8267, 199.55    , 335.84    , 726.76    , 19.96    , 33.58    , 72.68    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.93    , 1.32    
12,11,Fre,12,8268, 197.32    , 332.51    , 723.12    , 19.73    , 33.25    , 72.31    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.93    , 1.32    
12,11,Fre,13,8269, 195.37    , 330.08    , 713.74    , 19.54    , 33.01    , 71.37    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.92    , 1.31    
12,11,Fre,14,8270, 194.25    , 331.61    , 705.18    , 19.43    , 33.16    , 70.52    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.93    , 1.30    
12,11,Fre,15,8271, 194.16    , 332.15    , 710.74    , 19.42    , 33.22    , 71.07    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.93    , 1.30    
12,11,Fre,16,8272, 195.37    , 336.38    , 752.89    , 19.54    , 33.64    , 75.29    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.93    , 1.35    
12,11,Fre,17,8273, 202.33    , 374.45    , 853.50    , 20.23    , 37.45    , 85.35    , 2.0    , 3.0    , 29.4    , 25.0    , 0.80    , 0.97    , 1.45    
12,11,Fre,18,8274, 202.05    , 356.90    , 865.25    , 20.21    , 35.69    , 86.53    , 2.0    , 3.0    , 29.4    , 25.0    , 0.80    , 0.95    , 1.46    
12,11,Fre,19,8275, 199.17    , 338.45    , 802.79    , 19.92    , 33.85    , 80.28    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.93    , 1.40    
12,11,Fre,20,8276, 193.14    , 329.27    , 744.97    , 19.31    , 32.93    , 74.50    , 2.0    , 3.0    , 29.4    , 25.0    , 0.79    , 0.92    , 1.34    
12,11,Fre,21,8277, 190.07    , 325.40    , 708.64    , 19.01    , 32.54    , 70.86    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.92    , 1.30    
12,11,Fre,22,8278, 186.55    , 322.61    , 705.46    , 18.66    , 32.26    , 70.55    , 2.0    , 3.0    , 29.4    , 25.0    , 0.78    , 0.92    , 1.30    
12,11,Fre,23,8279, 179.21    , 314.70    , 691.16    , 17.92    , 31.47    , 69.12    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.70    , 1.07    
12,11,Fre,24,8280, 157.11    , 305.61    , 674.13    , 15.71    , 30.56    , 67.41    , 2.0    , 3.0    , 29.4    , 3.7    , 0.54    , 0.69    , 1.06    
12,12,Lör,1,8281, 169.54    , 290.28    , 716.42    , 16.95    , 29.03    , 71.64    , 2.0    , 3.0    , 29.4    , 3.7    , 0.55    , 0.67    , 1.10    
12,12,Lör,2,8282, 158.26    , 285.59    , 702.72    , 15.83    , 28.56    , 70.27    , 2.0    , 3.0    , 29.4    , 3.7    , 0.54    , 0.67    , 1.08    
12,12,Lör,3,8283, 154.72    , 283.97    , 695.60    , 15.47    , 28.40    , 69.56    , 2.0    , 3.0    , 29.4    , 3.7    , 0.54    , 0.66    , 1.08    
12,12,Lör,4,8284, 148.94    , 284.33    , 694.87    , 14.89    , 28.43    , 69.49    , 2.0    , 3.0    , 29.4    , 3.7    , 0.53    , 0.67    , 1.08    
12,12,Lör,5,8285, 155.19    , 287.94    , 704.55    , 15.52    , 28.79    , 70.46    , 2.0    , 3.0    , 29.4    , 3.7    , 0.54    , 0.67    , 1.09    
12,12,Lör,6,8286, 167.96    , 294.25    , 713.50    , 16.80    , 29.43    , 71.35    , 2.0    , 3.0    , 29.4    , 3.7    , 0.55    , 0.68    , 1.09    
12,12,Lör,7,8287, 175.69    , 309.39    , 724.27    , 17.57    , 30.94    , 72.43    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.69    , 1.11    
12,12,Lör,8,8288, 179.98    , 317.41    , 732.03    , 18.00    , 31.74    , 73.20    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.70    , 1.11    
12,12,Lör,9,8289, 186.78    , 322.18    , 723.36    , 18.68    , 32.22    , 72.34    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.70    , 1.10    
12,12,Lör,10,8290, 189.67    , 323.17    , 747.28    , 18.97    , 32.32    , 74.73    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.70    , 1.13    
12,12,Lör,11,8291, 190.98    , 330.29    , 805.26    , 19.10    , 33.03    , 80.53    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.71    , 1.19    
12,12,Lör,12,8292, 190.98    , 320.38    , 821.70    , 19.10    , 32.04    , 82.17    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.70    , 1.20    
12,12,Lör,13,8293, 190.23    , 313.53    , 815.67    , 19.02    , 31.35    , 81.57    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.69    , 1.20    
12,12,Lör,14,8294, 189.02    , 312.81    , 803.07    , 18.90    , 31.28    , 80.31    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.69    , 1.18    
12,12,Lör,15,8295, 188.93    , 312.81    , 818.59    , 18.89    , 31.28    , 81.86    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.69    , 1.20    
12,12,Lör,16,8296, 192.38    , 315.60    , 907.71    , 19.24    , 31.56    , 90.77    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.70    , 1.29    
12,12,Lör,17,8297, 197.78    , 316.96    , 1 044.40    , 19.78    , 31.70    , 104.44    , 2.0    , 3.0    , 29.4    , 3.7    , 0.58    , 0.70    , 1.43    
12,12,Lör,18,8298, 203.19    , 316.96    , 1 090.42    , 20.32    , 31.70    , 109.04    , 2.0    , 3.0    , 29.4    , 3.7    , 0.58    , 0.70    , 1.47    
12,12,Lör,19,8299, 202.53    , 313.98    , 1 045.86    , 20.25    , 31.40    , 104.59    , 2.0    , 3.0    , 29.4    , 3.7    , 0.58    , 0.69    , 1.43    
12,12,Lör,20,8300, 199.09    , 309.39    , 1 015.28    , 19.91    , 30.94    , 101.53    , 2.0    , 3.0    , 29.4    , 3.7    , 0.58    , 0.69    , 1.40    
12,12,Lör,21,8301, 195.45    , 305.87    , 921.32    , 19.55    , 30.59    , 92.13    , 2.0    , 3.0    , 29.4    , 3.7    , 0.58    , 0.69    , 1.30    
12,12,Lör,22,8302, 192.93    , 302.18    , 911.82    , 19.29    , 30.22    , 91.18    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.68    , 1.29    
12,12,Lör,23,8303, 193.31    , 294.43    , 805.08    , 19.33    , 29.44    , 80.51    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.68    , 1.19    
12,12,Lör,24,8304, 189.77    , 285.14    , 735.59    , 18.98    , 28.51    , 73.56    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.67    , 1.12    
12,13,Sön,1,8305, 187.48    , 275.09    , 736.51    , 18.75    , 27.51    , 73.65    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.66    , 1.12    
12,13,Sön,2,8306, 179.36    , 272.56    , 726.01    , 17.94    , 27.26    , 72.60    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.65    , 1.11    
12,13,Sön,3,8307, 176.83    , 271.65    , 722.08    , 17.68    , 27.17    , 72.21    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.65    , 1.10    
12,13,Sön,4,8308, 177.30    , 278.71    , 724.45    , 17.73    , 27.87    , 72.45    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.66    , 1.11    
12,13,Sön,5,8309, 177.30    , 284.50    , 757.78    , 17.73    , 28.45    , 75.78    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.67    , 1.14    
12,13,Sön,6,8310, 180.10    , 294.00    , 850.46    , 18.01    , 29.40    , 85.05    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.68    , 1.23    
12,13,Sön,7,8311, 180.94    , 305.04    , 1 147.04    , 18.09    , 30.50    , 114.70    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.69    , 1.53    
12,13,Sön,8,8312, 180.76    , 323.05    , 1 826.20    , 18.08    , 32.31    , 182.62    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.70    , 2.21    
12,13,Sön,9,8313, 186.55    , 323.86    , 1 574.46    , 18.66    , 32.39    , 157.45    , 2.0    , 3.0    , 29.4    , 3.7    , 0.57    , 0.70    , 1.96    
12,13,Sön,10,8314, 199.16    , 319.88    , 1 451.83    , 19.92    , 31.99    , 145.18    , 2.0    , 3.0    , 29.4    , 3.7    , 0.58    , 0.70    , 1.83    
12,13,Sön,11,8315, 205.14    , 319.43    , 1 292.13    , 20.51    , 31.94    , 129.21    , 2.0    , 3.0    , 29.4    , 3.7    , 0.59    , 0.70    , 1.67    
12,13,Sön,12,8316, 210.00    , 320.24    , 1 817.80    , 21.00    , 32.02    , 181.78    , 2.0    , 3.0    , 29.4    , 3.7    , 0.59    , 0.70    , 2.20    
12,13,Sön,13,8317, 209.06    , 319.25    , 1 643.58    , 20.91    , 31.93    , 164.36    , 2.0    , 3.0    , 29.4    , 3.7    , 0.59    , 0.70    , 2.02    
12,13,Sön,14,8318, 208.97    , 320.88    , 1 409.00    , 20.90    , 32.09    , 140.90    , 2.0    , 3.0    , 29.4    , 3.7    , 0.59    , 0.70    , 1.79    
12,13,Sön,15,8319, 210.84    , 320.61    , 1 642.30    , 21.08    , 32.06    , 164.23    , 2.0    , 3.0    , 29.4    , 3.7    , 0.59    , 0.70    , 2.02    
12,13,Sön,16,8320, 221.02    , 323.77    , 1 433.29    , 22.10    , 32.38    , 143.33    , 2.0    , 3.0    , 29.4    , 3.7    , 0.60    , 0.70    , 1.81    
12,13,Sön,17,8321, 252.22    , 328.30    , 1 825.83    , 25.22    , 32.83    , 182.58    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.71    , 2.21    
