Månad,Dag,Veckodag,Timme,Årstimme,Nordpool 2015 (SEK/MWh),Nordpool 2013 (SEK/MWh),Nordpool 2010 (SEK/MWh),Nordpool 2015 (öre/kWh),Nordpool 2013 (öre/kWh),Nordpool 2010 (öre/kWh),Elbolagets påslag (öre/kWh),Elcertifikat (öre/kWh),Energiskatt (öre/kWh),Elöverföring nät (Lkp) (öre/kWh),Totalt Nordpool 2015 (SEK/kWh),Totalt Nordpool 2013 (SEK/kWh),Totalt Nordpool 2010 (SEK/kWh)
1,1,Tor,1,1, 258.19    , 265.98    , 405.36    , 25.82    , 26.60    , 40.54    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.65    , 0.79    
1,1,Tor,2,2, 220.38    , 235.73    , 404.23    , 22.04    , 23.57    , 40.42    , 2.0    , 3.0    , 29.4    , 3.7    , 0.60    , 0.62    , 0.79    
1,1,Tor,3,3, 182.28    , 209.43    , 399.94    , 18.23    , 20.94    , 39.99    , 2.0    , 3.0    , 29.4    , 3.7    , 0.56    , 0.59    , 0.78    
1,1,Tor,4,4, 166.53    , 186.89    , 397.38    , 16.65    , 18.69    , 39.74    , 2.0    , 3.0    , 29.4    , 3.7    , 0.55    , 0.57    , 0.78    
1,1,Tor,5,5, 165.31    , 191.69    , 396.36    , 16.53    , 19.17    , 39.64    , 2.0    , 3.0    , 29.4    , 3.7    , 0.55    , 0.57    , 0.78    
1,1,Tor,6,6, 170.40    , 218.60    , 397.38    , 17.04    , 21.86    , 39.74    , 2.0    , 3.0    , 29.4    , 25.0    , 0.76    , 0.81    , 0.99    
1,1,Tor,7,7, 237.92    , 239.33    , 398.71    , 23.79    , 23.93    , 39.87    , 2.0    , 3.0    , 29.4    , 25.0    , 0.83    , 0.83    , 0.99    
1,1,Tor,8,8, 252.72    , 240.02    , 399.43    , 25.27    , 24.00    , 39.94    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.83    , 0.99    
1,1,Tor,9,9, 254.33    , 238.22    , 397.48    , 25.43    , 23.82    , 39.75    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.83    , 0.99    
1,1,Tor,10,10, 247.91    , 234.36    , 398.10    , 24.79    , 23.44    , 39.81    , 2.0    , 3.0    , 29.4    , 25.0    , 0.84    , 0.83    , 0.99    
1,1,Tor,11,11, 245.75    , 241.82    , 401.78    , 24.58    , 24.18    , 40.18    , 2.0    , 3.0    , 29.4    , 25.0    , 0.84    , 0.84    , 1.00    
1,1,Tor,12,12, 241.03    , 259.38    , 405.77    , 24.10    , 25.94    , 40.58    , 2.0    , 3.0    , 29.4    , 25.0    , 0.84    , 0.85    , 1.00    
1,1,Tor,13,13, 244.33    , 259.38    , 406.38    , 24.43    , 25.94    , 40.64    , 2.0    , 3.0    , 29.4    , 25.0    , 0.84    , 0.85    , 1.00    
1,1,Tor,14,14, 239.71    , 265.81    , 405.97    , 23.97    , 26.58    , 40.60    , 2.0    , 3.0    , 29.4    , 25.0    , 0.83    , 0.86    , 1.00    
1,1,Tor,15,15, 252.54    , 277.29    , 409.24    , 25.25    , 27.73    , 40.92    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.87    , 1.00    
1,1,Tor,16,16, 259.42    , 288.26    , 417.43    , 25.94    , 28.83    , 41.74    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.88    , 1.01    
1,1,Tor,17,17, 267.06    , 299.57    , 429.19    , 26.71    , 29.96    , 42.92    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.89    , 1.02    
1,1,Tor,18,18, 267.43    , 310.54    , 437.47    , 26.74    , 31.05    , 43.75    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.90    , 1.03    
1,1,Tor,19,19, 265.74    , 313.54    , 428.78    , 26.57    , 31.35    , 42.88    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.91    , 1.02    
1,1,Tor,20,20, 262.25    , 311.40    , 421.62    , 26.23    , 31.14    , 42.16    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.91    , 1.02    
1,1,Tor,21,21, 258.95    , 303.94    , 422.64    , 25.90    , 30.39    , 42.26    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.90    , 1.02    
1,1,Tor,22,22, 255.18    , 294.86    , 420.70    , 25.52    , 29.49    , 42.07    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.89    , 1.01    
1,1,Tor,23,23, 248.95    , 296.92    , 410.68    , 24.90    , 29.69    , 41.07    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.68    , 0.79    
1,1,Tor,24,24, 173.13    , 278.06    , 399.22    , 17.31    , 27.81    , 39.92    , 2.0    , 3.0    , 29.4    , 3.7    , 0.55    , 0.66    , 0.78    
1,2,Fre,1,25, 167.59    , 281.41    , 403.31    , 16.76    , 28.14    , 40.33    , 2.0    , 3.0    , 29.4    , 3.7    , 0.55    , 0.66    , 0.78    
1,2,Fre,2,26, 90.67    , 277.21    , 403.93    , 9.07    , 27.72    , 40.39    , 2.0    , 3.0    , 29.4    , 3.7    , 0.47    , 0.66    , 0.78    
1,2,Fre,3,27, 72.29    , 272.75    , 401.06    , 7.23    , 27.28    , 40.11    , 2.0    , 3.0    , 29.4    , 3.7    , 0.45    , 0.65    , 0.78    
1,2,Fre,4,28, 102.08    , 275.66    , 398.51    , 10.21    , 27.57    , 39.85    , 2.0    , 3.0    , 29.4    , 3.7    , 0.48    , 0.66    , 0.78    
1,2,Fre,5,29, 218.11    , 282.52    , 399.84    , 21.81    , 28.25    , 39.98    , 2.0    , 3.0    , 29.4    , 3.7    , 0.60    , 0.66    , 0.78    
1,2,Fre,6,30, 246.01    , 300.09    , 405.26    , 24.60    , 30.01    , 40.53    , 2.0    , 3.0    , 29.4    , 25.0    , 0.84    , 0.89    , 1.00    
1,2,Fre,7,31, 256.84    , 311.57    , 412.11    , 25.68    , 31.16    , 41.21    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.91    , 1.01    
1,2,Fre,8,32, 267.40    , 332.91    , 418.96    , 26.74    , 33.29    , 41.90    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.93    , 1.01    
1,2,Fre,9,33, 267.40    , 337.79    , 421.92    , 26.74    , 33.78    , 42.19    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.93    , 1.02    
1,2,Fre,10,34, 266.93    , 330.25    , 428.88    , 26.69    , 33.03    , 42.89    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.92    , 1.02    
1,2,Fre,11,35, 266.74    , 331.45    , 465.90    , 26.67    , 33.15    , 46.59    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.93    , 1.06    
1,2,Fre,12,36, 267.59    , 329.82    , 484.20    , 26.76    , 32.98    , 48.42    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.92    , 1.08    
1,2,Fre,13,37, 266.74    , 326.22    , 476.33    , 26.67    , 32.62    , 47.63    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.92    , 1.07    
1,2,Fre,14,38, 266.18    , 325.19    , 460.68    , 26.62    , 32.52    , 46.07    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.92    , 1.05    
1,2,Fre,15,39, 265.05    , 324.85    , 478.88    , 26.51    , 32.49    , 47.89    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.92    , 1.07    
1,2,Fre,16,40, 266.08    , 332.91    , 517.44    , 26.61    , 33.29    , 51.74    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.93    , 1.11    
1,2,Fre,17,41, 269.48    , 342.07    , 728.09    , 26.95    , 34.21    , 72.81    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.94    , 1.32    
1,2,Fre,18,42, 270.79    , 347.22    , 895.90    , 27.08    , 34.72    , 89.59    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.94    , 1.49    
1,2,Fre,19,43, 268.44    , 339.50    , 725.23    , 26.84    , 33.95    , 72.52    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.93    , 1.32    
1,2,Fre,20,44, 267.50    , 332.05    , 574.80    , 26.75    , 33.21    , 57.48    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.93    , 1.17    
1,2,Fre,21,45, 262.50    , 320.99    , 491.46    , 26.25    , 32.10    , 49.15    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.91    , 1.09    
1,2,Fre,22,46, 258.73    , 316.54    , 458.84    , 25.87    , 31.65    , 45.88    , 2.0    , 3.0    , 29.4    , 25.0    , 0.85    , 0.91    , 1.05    
1,2,Fre,23,47, 256.37    , 311.65    , 449.53    , 25.64    , 31.17    , 44.95    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.83    
1,2,Fre,24,48, 244.50    , 296.57    , 417.53    , 24.45    , 29.66    , 41.75    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.68    , 0.80    
1,3,Lör,1,49, 166.16    , 281.40    , 421.92    , 16.62    , 28.14    , 42.19    , 2.0    , 3.0    , 29.4    , 3.7    , 0.55    , 0.66    , 0.80    
1,3,Lör,2,50, 159.54    , 265.49    , 415.28    , 15.95    , 26.55    , 41.53    , 2.0    , 3.0    , 29.4    , 3.7    , 0.54    , 0.65    , 0.80    
1,3,Lör,3,51, 54.38    , 264.04    , 412.62    , 5.44    , 26.40    , 41.26    , 2.0    , 3.0    , 29.4    , 3.7    , 0.44    , 0.65    , 0.79    
1,3,Lör,4,52, 48.14    , 264.38    , 411.09    , 4.81    , 26.44    , 41.11    , 2.0    , 3.0    , 29.4    , 3.7    , 0.43    , 0.65    , 0.79    
1,3,Lör,5,53, 72.25    , 278.66    , 411.90    , 7.23    , 27.87    , 41.19    , 2.0    , 3.0    , 29.4    , 3.7    , 0.45    , 0.66    , 0.79    
1,3,Lör,6,54, 225.55    , 293.12    , 413.85    , 22.56    , 29.31    , 41.39    , 2.0    , 3.0    , 29.4    , 3.7    , 0.61    , 0.67    , 0.79    
1,3,Lör,7,55, 216.75    , 301.41    , 415.18    , 21.68    , 30.14    , 41.52    , 2.0    , 3.0    , 29.4    , 3.7    , 0.60    , 0.68    , 0.80    
1,3,Lör,8,56, 252.97    , 306.46    , 423.25    , 25.30    , 30.65    , 42.33    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.69    , 0.80    
1,3,Lör,9,57, 255.15    , 311.25    , 419.37    , 25.52    , 31.13    , 41.94    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.80    
1,3,Lör,10,58, 260.26    , 312.36    , 423.56    , 26.03    , 31.24    , 42.36    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.80    
1,3,Lör,11,59, 262.15    , 313.99    , 434.71    , 26.22    , 31.40    , 43.47    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.82    
1,3,Lör,12,60, 262.24    , 313.05    , 441.87    , 26.22    , 31.31    , 44.19    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.82    
1,3,Lör,13,61, 261.58    , 312.28    , 448.00    , 26.16    , 31.23    , 44.80    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.83    
1,3,Lör,14,62, 261.49    , 311.34    , 434.09    , 26.15    , 31.13    , 43.41    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.82    
1,3,Lör,15,63, 263.00    , 311.42    , 441.35    , 26.30    , 31.14    , 44.14    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.82    
1,3,Lör,16,64, 268.30    , 313.65    , 467.33    , 26.83    , 31.37    , 46.73    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 0.85    
1,3,Lör,17,65, 276.43    , 318.35    , 524.08    , 27.64    , 31.84    , 52.41    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.70    , 0.91    
1,3,Lör,18,66, 279.27    , 317.41    , 567.54    , 27.93    , 31.74    , 56.75    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.70    , 0.95    
1,3,Lör,19,67, 281.35    , 315.36    , 553.33    , 28.14    , 31.54    , 55.33    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.70    , 0.93    
1,3,Lör,20,68, 278.60    , 311.42    , 517.44    , 27.86    , 31.14    , 51.74    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.69    , 0.90    
1,3,Lör,21,69, 271.32    , 306.97    , 458.74    , 27.13    , 30.70    , 45.87    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 0.84    
1,3,Lör,22,70, 264.13    , 303.04    , 449.33    , 26.41    , 30.30    , 44.93    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.68    , 0.83    
1,3,Lör,23,71, 261.96    , 297.22    , 436.85    , 26.20    , 29.72    , 43.69    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.68    , 0.82    
1,3,Lör,24,72, 257.70    , 258.14    , 412.93    , 25.77    , 25.81    , 41.29    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.64    , 0.79    
1,4,Sön,1,73, 261.78    , 257.82    , 417.73    , 26.18    , 25.78    , 41.77    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.64    , 0.80    
1,4,Sön,2,74, 260.16    , 238.86    , 411.19    , 26.02    , 23.89    , 41.12    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.62    , 0.79    
1,4,Sön,3,75, 258.17    , 228.27    , 409.35    , 25.82    , 22.83    , 40.94    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.61    , 0.79    
1,4,Sön,4,76, 256.84    , 232.63    , 410.06    , 25.68    , 23.26    , 41.01    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.61    , 0.79    
1,4,Sön,5,77, 256.93    , 246.72    , 418.24    , 25.69    , 24.67    , 41.82    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.63    , 0.80    
1,4,Sön,6,78, 258.36    , 277.72    , 428.47    , 25.84    , 27.77    , 42.85    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.66    , 0.81    
1,4,Sön,7,79, 257.79    , 294.89    , 444.52    , 25.78    , 29.49    , 44.45    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.68    , 0.83    
1,4,Sön,8,80, 257.12    , 307.78    , 532.57    , 25.71    , 30.78    , 53.26    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.69    , 0.91    
1,4,Sön,9,81, 262.54    , 315.55    , 817.77    , 26.25    , 31.56    , 81.78    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.70    , 1.20    
1,4,Sön,10,82, 266.34    , 313.25    , 890.99    , 26.63    , 31.33    , 89.10    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 1.27    
1,4,Sön,11,83, 268.34    , 314.27    , 891.09    , 26.83    , 31.43    , 89.11    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.70    , 1.27    
1,4,Sön,12,84, 269.10    , 312.91    , 818.18    , 26.91    , 31.29    , 81.82    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 1.20    
1,4,Sön,13,85, 268.34    , 311.37    , 808.47    , 26.83    , 31.14    , 80.85    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 1.19    
1,4,Sön,14,86, 268.62    , 310.17    , 759.38    , 26.86    , 31.02    , 75.94    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 1.14    
1,4,Sön,15,87, 269.10    , 306.07    , 838.94    , 26.91    , 30.61    , 83.89    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 1.22    
1,4,Sön,16,88, 272.71    , 308.12    , 1 127.93    , 27.27    , 30.81    , 112.79    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 1.51    
1,4,Sön,17,89, 281.07    , 314.19    , 1 258.21    , 28.11    , 31.42    , 125.82    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.70    , 1.64    
1,4,Sön,18,90, 284.30    , 319.65    , 1 250.54    , 28.43    , 31.97    , 125.05    , 2.0    , 3.0    , 29.4    , 3.7    , 0.67    , 0.70    , 1.63    
1,4,Sön,19,91, 284.20    , 317.26    , 1 101.14    , 28.42    , 31.73    , 110.11    , 2.0    , 3.0    , 29.4    , 3.7    , 0.67    , 0.70    , 1.48    
1,4,Sön,20,92, 282.87    , 311.45    , 858.68    , 28.29    , 31.15    , 85.87    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.69    , 1.24    
1,4,Sön,21,93, 279.83    , 307.70    , 561.92    , 27.98    , 30.77    , 56.19    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.69    , 0.94    
1,4,Sön,22,94, 276.13    , 302.57    , 493.40    , 27.61    , 30.26    , 49.34    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.68    , 0.87    
1,4,Sön,23,95, 275.84    , 300.27    , 463.95    , 27.58    , 30.03    , 46.40    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.68    , 0.84    
1,4,Sön,24,96, 266.25    , 280.80    , 432.05    , 26.63    , 28.08    , 43.21    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.66    , 0.81    
1,5,Mån,1,97, 276.13    , 289.25    , 428.39    , 27.61    , 28.93    , 42.84    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.67    , 0.81    
1,5,Mån,2,98, 274.42    , 280.47    , 422.28    , 27.44    , 28.05    , 42.23    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.66    , 0.80    
1,5,Mån,3,99, 274.32    , 274.92    , 420.03    , 27.43    , 27.49    , 42.00    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.66    , 0.80    
1,5,Mån,4,100, 275.27    , 275.69    , 420.64    , 27.53    , 27.57    , 42.06    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.66    , 0.80    
1,5,Mån,5,101, 278.79    , 279.53    , 425.54    , 27.88    , 27.95    , 42.55    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.66    , 0.81    
1,5,Mån,6,102, 288.20    , 287.89    , 435.93    , 28.82    , 28.79    , 43.59    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.88    , 1.03    
1,5,Mån,7,103, 298.27    , 290.19    , 451.22    , 29.83    , 29.02    , 45.12    , 2.0    , 3.0    , 29.4    , 25.0    , 0.89    , 0.88    , 1.05    
1,5,Mån,8,104, 312.05    , 290.11    , 497.19    , 31.21    , 29.01    , 49.72    , 2.0    , 3.0    , 29.4    , 25.0    , 0.91    , 0.88    , 1.09    
1,5,Mån,9,105, 362.50    , 294.03    , 524.20    , 36.25    , 29.40    , 52.42    , 2.0    , 3.0    , 29.4    , 25.0    , 0.96    , 0.89    , 1.12    
1,5,Mån,10,106, 394.43    , 307.42    , 530.93    , 39.44    , 30.74    , 53.09    , 2.0    , 3.0    , 29.4    , 25.0    , 0.99    , 0.90    , 1.12    
1,5,Mån,11,107, 384.45    , 313.14    , 558.65    , 38.45    , 31.31    , 55.87    , 2.0    , 3.0    , 29.4    , 25.0    , 0.98    , 0.91    , 1.15    
1,5,Mån,12,108, 389.30    , 313.48    , 572.92    , 38.93    , 31.35    , 57.29    , 2.0    , 3.0    , 29.4    , 25.0    , 0.98    , 0.91    , 1.17    
1,5,Mån,13,109, 386.92    , 311.60    , 535.92    , 38.69    , 31.16    , 53.59    , 2.0    , 3.0    , 29.4    , 25.0    , 0.98    , 0.91    , 1.13    
1,5,Mån,14,110, 398.32    , 308.19    , 518.70    , 39.83    , 30.82    , 51.87    , 2.0    , 3.0    , 29.4    , 25.0    , 0.99    , 0.90    , 1.11    
1,5,Mån,15,111, 399.08    , 308.36    , 532.66    , 39.91    , 30.84    , 53.27    , 2.0    , 3.0    , 29.4    , 25.0    , 0.99    , 0.90    , 1.13    
1,5,Mån,16,112, 409.54    , 313.82    , 696.86    , 40.95    , 31.38    , 69.69    , 2.0    , 3.0    , 29.4    , 25.0    , 1.00    , 0.91    , 1.29    
1,5,Mån,17,113, 443.74    , 325.16    , 1 092.64    , 44.37    , 32.52    , 109.26    , 2.0    , 3.0    , 29.4    , 25.0    , 1.04    , 0.92    , 1.69    
1,5,Mån,18,114, 539.52    , 330.03    , 1 093.35    , 53.95    , 33.00    , 109.34    , 2.0    , 3.0    , 29.4    , 25.0    , 1.13    , 0.92    , 1.69    
1,5,Mån,19,115, 559.10    , 327.64    , 769.84    , 55.91    , 32.76    , 76.98    , 2.0    , 3.0    , 29.4    , 25.0    , 1.15    , 0.92    , 1.36    
1,5,Mån,20,116, 467.78    , 315.27    , 546.32    , 46.78    , 31.53    , 54.63    , 2.0    , 3.0    , 29.4    , 25.0    , 1.06    , 0.91    , 1.14    
1,5,Mån,21,117, 421.13    , 309.21    , 496.58    , 42.11    , 30.92    , 49.66    , 2.0    , 3.0    , 29.4    , 25.0    , 1.02    , 0.90    , 1.09    
1,5,Mån,22,118, 340.74    , 306.06    , 485.98    , 34.07    , 30.61    , 48.60    , 2.0    , 3.0    , 29.4    , 25.0    , 0.93    , 0.90    , 1.08    
1,5,Mån,23,119, 309.39    , 304.52    , 487.20    , 30.94    , 30.45    , 48.72    , 2.0    , 3.0    , 29.4    , 3.7    , 0.69    , 0.69    , 0.87    
1,5,Mån,24,120, 285.35    , 302.30    , 459.27    , 28.54    , 30.23    , 45.93    , 2.0    , 3.0    , 29.4    , 3.7    , 0.67    , 0.68    , 0.84    
1,6,Tis,1,121, 284.59    , 297.99    , 443.41    , 28.46    , 29.80    , 44.34    , 2.0    , 3.0    , 29.4    , 3.7    , 0.67    , 0.68    , 0.82    
1,6,Tis,2,122, 282.60    , 282.52    , 439.73    , 28.26    , 28.25    , 43.97    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.66    , 0.82    
1,6,Tis,3,123, 278.81    , 275.52    , 438.00    , 27.88    , 27.55    , 43.80    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.66    , 0.82    
1,6,Tis,4,124, 275.96    , 276.89    , 438.10    , 27.60    , 27.69    , 43.81    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.66    , 0.82    
1,6,Tis,5,125, 279.66    , 277.23    , 439.53    , 27.97    , 27.72    , 43.95    , 2.0    , 3.0    , 29.4    , 3.7    , 0.66    , 0.66    , 0.82    
1,6,Tis,6,126, 280.99    , 280.22    , 447.18    , 28.10    , 28.02    , 44.72    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.87    , 1.04    
1,6,Tis,7,127, 281.27    , 284.23    , 456.57    , 28.13    , 28.42    , 45.66    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.88    , 1.05    
1,6,Tis,8,128, 284.68    , 281.67    , 479.12    , 28.47    , 28.17    , 47.91    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.88    , 1.07    
1,6,Tis,9,129, 289.14    , 287.48    , 481.98    , 28.91    , 28.75    , 48.20    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.88    , 1.08    
1,6,Tis,10,130, 287.72    , 292.60    , 491.88    , 28.77    , 29.26    , 49.19    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.89    , 1.09    
1,6,Tis,11,131, 289.42    , 299.10    , 499.84    , 28.94    , 29.91    , 49.98    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.89    , 1.09    
1,6,Tis,12,132, 288.86    , 306.96    , 513.21    , 28.89    , 30.70    , 51.32    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.90    , 1.11    
1,6,Tis,13,133, 284.97    , 305.76    , 499.53    , 28.50    , 30.58    , 49.95    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.90    , 1.09    
1,6,Tis,14,134, 284.21    , 299.27    , 498.00    , 28.42    , 29.93    , 49.80    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.89    , 1.09    
1,6,Tis,15,135, 284.31    , 297.73    , 498.41    , 28.43    , 29.77    , 49.84    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.89    , 1.09    
1,6,Tis,16,136, 288.95    , 300.55    , 533.42    , 28.90    , 30.06    , 53.34    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.89    , 1.13    
1,6,Tis,17,137, 292.27    , 307.13    , 639.65    , 29.23    , 30.71    , 63.97    , 2.0    , 3.0    , 29.4    , 25.0    , 0.89    , 0.90    , 1.23    
1,6,Tis,18,138, 294.26    , 319.17    , 816.60    , 29.43    , 31.92    , 81.66    , 2.0    , 3.0    , 29.4    , 25.0    , 0.89    , 0.91    , 1.41    
1,6,Tis,19,139, 289.33    , 322.51    , 673.94    , 28.93    , 32.25    , 67.39    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.92    , 1.27    
1,6,Tis,20,140, 284.31    , 319.69    , 536.99    , 28.43    , 31.97    , 53.70    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.91    , 1.13    
1,6,Tis,21,141, 280.70    , 315.76    , 498.00    , 28.07    , 31.58    , 49.80    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.91    , 1.09    
1,6,Tis,22,142, 276.34    , 308.07    , 503.62    , 27.63    , 30.81    , 50.36    , 2.0    , 3.0    , 29.4    , 25.0    , 0.87    , 0.90    , 1.10    
1,6,Tis,23,143, 266.48    , 307.30    , 475.45    , 26.65    , 30.73    , 47.55    , 2.0    , 3.0    , 29.4    , 3.7    , 0.65    , 0.69    , 0.86    
1,6,Tis,24,144, 258.99    , 298.24    , 448.20    , 25.90    , 29.82    , 44.82    , 2.0    , 3.0    , 29.4    , 3.7    , 0.64    , 0.68    , 0.83    
1,7,Ons,1,145, 248.66    , 298.67    , 454.24    , 24.87    , 29.87    , 45.42    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.68    , 0.84    
1,7,Ons,2,146, 246.12    , 287.91    , 449.14    , 24.61    , 28.79    , 44.91    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.67    , 0.83    
1,7,Ons,3,147, 245.65    , 282.95    , 443.63    , 24.57    , 28.30    , 44.36    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.66    , 0.82    
1,7,Ons,4,148, 246.97    , 284.15    , 444.45    , 24.70    , 28.42    , 44.45    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.67    , 0.83    
1,7,Ons,5,149, 252.35    , 292.01    , 454.24    , 25.24    , 29.20    , 45.42    , 2.0    , 3.0    , 29.4    , 3.7    , 0.63    , 0.67    , 0.84    
1,7,Ons,6,150, 265.27    , 306.44    , 481.07    , 26.53    , 30.64    , 48.11    , 2.0    , 3.0    , 29.4    , 25.0    , 0.86    , 0.90    , 1.08    
1,7,Ons,7,151, 285.66    , 331.05    , 539.42    , 28.57    , 33.11    , 53.94    , 2.0    , 3.0    , 29.4    , 25.0    , 0.88    , 0.93    , 1.13    
1,7,Ons,8,152, 313.03    , 348.05    , 1 531.04    , 31.30    , 34.81    , 153.10    , 2.0    , 3.0    , 29.4    , 25.0    , 0.91    , 0.94    , 2.13    
