2010,mm,dd,HH,SEK/kWh,C,COP
6914,10,16,2,0.82,-3.0,4.425999999999999
6915,10,16,3,0.82,-3.9,4.373799999999999
6916,10,16,4,0.82,-4.1,4.3622
6917,10,16,5,0.82,-5.1,4.3042
6918,10,16,6,0.83,-5.2,4.2984
6919,10,16,7,0.83,-4.8,4.3216
6920,10,16,8,0.83,-3.4,4.4028
6921,10,16,9,0.84,-0.5,4.571
6922,10,16,10,0.85,2.0,4.715999999999999
6923,10,16,11,0.87,3.5,4.803
6924,10,16,12,0.87,4.5,4.861
6925,10,16,13,0.86,4.9,4.8842
6926,10,16,14,0.83,5.2,4.901599999999999
6927,10,16,15,0.83,5.0,4.89
6928,10,16,16,0.83,4.7,4.872599999999999
6929,10,16,17,0.83,1.9,4.7101999999999995
6930,10,16,18,0.84,0.9,4.6522
6931,10,16,19,0.9,-0.8,4.553599999999999
6932,10,16,20,0.95,-2.0,4.484
6933,10,16,21,0.88,-2.3,4.4666
6934,10,16,22,0.84,-2.5,4.455
6935,10,16,23,0.83,-2.6,4.449199999999999
6936,10,16,24,0.83,-2.8,4.4376
6937,10,17,1,0.83,-2.5,4.455
6938,10,17,2,0.83,-1.5,4.513
6939,10,17,3,0.83,-1.3,4.5245999999999995
6940,10,17,4,0.83,-1.3,4.5245999999999995
6941,10,17,5,0.83,-0.7,4.559399999999999
6942,10,17,6,0.83,-0.6,4.5652
6943,10,17,7,0.83,-0.9,4.5478
6944,10,17,8,0.83,1.0,4.6579999999999995
6945,10,17,9,0.83,4.0,4.832
6946,10,17,10,0.83,5.1,4.8957999999999995
6947,10,17,11,0.84,6.5,4.976999999999999
6948,10,17,12,0.86,7.2,5.0176
6949,10,17,13,0.84,7.6,5.0408
6950,10,17,14,0.83,7.9,5.058199999999999
6951,10,17,15,0.83,7.8,5.0524
6952,10,17,16,0.83,7.2,5.0176
6953,10,17,17,0.83,5.0,4.89
6954,10,17,18,0.84,3.9,4.8262
6955,10,17,19,0.91,2.6,4.7508
6956,10,17,20,1.01,2.4,4.739199999999999
6957,10,17,21,0.91,1.5,4.686999999999999
6958,10,17,22,0.87,1.8,4.7044
6959,10,17,23,0.86,1.7,4.6986
6960,10,17,24,0.84,0.4,4.6232
6961,10,18,1,0.83,0.3,4.6174
6962,10,18,2,0.83,1.2,4.6696
6963,10,18,3,0.82,1.0,4.6579999999999995
6964,10,18,4,0.82,1.5,4.686999999999999
6965,10,18,5,0.83,2.5,4.744999999999999
6966,10,18,6,0.84,2.8,4.7623999999999995
6967,10,18,7,0.89,3.9,4.8262
6968,10,18,8,0.92,4.5,4.861
6969,10,18,9,0.98,5.4,4.9132
6970,10,18,10,0.93,6.2,4.9596
6971,10,18,11,0.92,7.1,5.0118
6972,10,18,12,0.91,7.8,5.0524
6973,10,18,13,0.89,8.0,5.064
6974,10,18,14,0.89,7.9,5.058199999999999
6975,10,18,15,0.88,7.4,5.0291999999999994
6976,10,18,16,0.87,7.2,5.0176
6977,10,18,17,0.86,7.1,5.0118
6978,10,18,18,0.87,6.7,4.9886
6979,10,18,19,0.92,6.9,5.0001999999999995
6980,10,18,20,0.91,7.0,5.005999999999999
6981,10,18,21,0.89,6.8,4.9944
6982,10,18,22,0.84,6.4,4.9712
6983,10,18,23,0.83,6.2,4.9596
6984,10,18,24,0.82,6.4,4.9712
6985,10,19,1,0.82,6.4,4.9712
6986,10,19,2,0.82,6.5,4.976999999999999
6987,10,19,3,0.81,6.6,4.982799999999999
6988,10,19,4,0.81,6.4,4.9712
6989,10,19,5,0.82,6.3,4.9654
6990,10,19,6,0.83,6.3,4.9654
6991,10,19,7,0.86,6.2,4.9596
6992,10,19,8,0.89,6.1,4.953799999999999
6993,10,19,9,0.96,6.7,4.9886
6994,10,19,10,0.95,6.6,4.982799999999999
6995,10,19,11,0.94,6.7,4.9886
6996,10,19,12,0.93,7.3,5.0234
6997,10,19,13,0.92,7.8,5.0524
6998,10,19,14,0.92,8.9,5.116199999999999
6999,10,19,15,0.91,8.4,5.087199999999999
7000,10,19,16,0.91,6.8,4.9944
7001,10,19,17,0.88,4.6,4.8668
7002,10,19,18,0.89,5.6,4.924799999999999
7003,10,19,19,0.95,6.1,4.953799999999999
7004,10,19,20,0.93,5.8,4.9364
7005,10,19,21,0.89,5.8,4.9364
7006,10,19,22,0.85,5.8,4.9364
7007,10,19,23,0.84,5.4,4.9132
7008,10,19,24,0.83,5.6,4.924799999999999
7009,10,20,1,0.83,5.6,4.924799999999999
7010,10,20,2,0.83,6.1,4.953799999999999
7011,10,20,3,0.82,5.4,4.9132
7012,10,20,4,0.82,5.3,4.9074
7013,10,20,5,0.83,5.7,4.9306
7014,10,20,6,0.83,4.8,4.878399999999999
7015,10,20,7,0.88,4.7,4.872599999999999
7016,10,20,8,0.96,3.8,4.820399999999999
7017,10,20,9,0.96,3.4,4.797199999999999
7018,10,20,10,0.96,3.0,4.774
7019,10,20,11,0.95,3.0,4.774
7020,10,20,12,0.94,2.9,4.768199999999999
7021,10,20,13,0.92,2.9,4.768199999999999
7022,10,20,14,0.89,2.5,4.744999999999999
7023,10,20,15,0.87,2.3,4.7334
7024,10,20,16,0.86,2.0,4.715999999999999
7025,10,20,17,0.85,1.6,4.6928
7026,10,20,18,0.87,1.5,4.686999999999999
7027,10,20,19,0.93,1.3,4.6754
7028,10,20,20,0.94,1.0,4.6579999999999995
7029,10,20,21,0.88,0.2,4.611599999999999
7030,10,20,22,0.85,-0.4,4.5767999999999995
7031,10,20,23,0.83,-0.4,4.5767999999999995
7032,10,20,24,0.83,-0.4,4.5767999999999995
7033,10,21,1,0.83,-0.8,4.553599999999999
7034,10,21,2,0.83,-0.7,4.559399999999999
7035,10,21,3,0.83,-1.1,4.5362
7036,10,21,4,0.83,-1.4,4.5188
7037,10,21,5,0.83,-2.1,4.478199999999999
7038,10,21,6,0.84,-2.7,4.4434
7039,10,21,7,0.88,-3.9,4.373799999999999
7040,10,21,8,0.96,-3.3,4.4086
7041,10,21,9,1.05,-1.2,4.530399999999999
7042,10,21,10,1.03,0.4,4.6232
7043,10,21,11,1.02,1.9,4.7101999999999995
7044,10,21,12,0.98,3.2,4.7856
7045,10,21,13,0.93,3.9,4.8262
7046,10,21,14,0.89,3.8,4.820399999999999
7047,10,21,15,0.86,4.0,4.832
7048,10,21,16,0.86,3.6,4.8088
7049,10,21,17,0.85,0.8,4.6464
7050,10,21,18,0.89,0.4,4.6232
7051,10,21,19,1.01,0.7,4.6406
7052,10,21,20,1.03,0.9,4.6522
7053,10,21,21,0.88,1.2,4.6696
7054,10,21,22,0.84,0.5,4.629
7055,10,21,23,0.84,0.3,4.6174
7056,10,21,24,0.83,0.8,4.6464
7057,10,22,1,0.83,0.8,4.6464
7058,10,22,2,0.83,0.5,4.629
7059,10,22,3,0.83,0.2,4.611599999999999
7060,10,22,4,0.83,0.2,4.611599999999999
7061,10,22,5,0.83,-0.1,4.5942
7062,10,22,6,0.84,0.3,4.6174
7063,10,22,7,0.89,0.4,4.6232
7064,10,22,8,0.95,0.2,4.611599999999999
7065,10,22,9,1.0,1.3,4.6754
7066,10,22,10,1.02,2.0,4.715999999999999
7067,10,22,11,1.0,1.9,4.7101999999999995
7068,10,22,12,0.98,2.1,4.7218
7069,10,22,13,0.95,2.9,4.768199999999999
7070,10,22,14,0.89,3.2,4.7856
7071,10,22,15,0.88,2.7,4.7566
7072,10,22,16,0.88,2.4,4.739199999999999
7073,10,22,17,0.88,1.2,4.6696
7074,10,22,18,0.93,-0.8,4.553599999999999
7075,10,22,19,1.08,0.3,4.6174
7076,10,22,20,1.11,1.1,4.663799999999999
7077,10,22,21,0.89,1.9,4.7101999999999995
7078,10,22,22,0.85,2.4,4.739199999999999
7079,10,22,23,0.84,2.6,4.7508
7080,10,22,24,0.83,2.1,4.7218
7081,10,23,1,0.83,1.6,4.6928
7082,10,23,2,0.83,2.5,4.744999999999999
7083,10,23,3,0.83,1.2,4.6696
7084,10,23,4,0.83,1.5,4.686999999999999
7085,10,23,5,0.83,1.1,4.663799999999999
7086,10,23,6,0.83,0.9,4.6522
7087,10,23,7,0.84,1.3,4.6754
7088,10,23,8,0.84,1.3,4.6754
7089,10,23,9,0.84,2.6,4.7508
7090,10,23,10,0.87,4.0,4.832
7091,10,23,11,0.89,4.2,4.8435999999999995
7092,10,23,12,0.89,4.9,4.8842
7093,10,23,13,0.86,5.3,4.9074
7094,10,23,14,0.84,4.8,4.878399999999999
7095,10,23,15,0.84,4.1,4.8378
7096,10,23,16,0.84,3.8,4.820399999999999
7097,10,23,17,0.84,3.4,4.797199999999999
7098,10,23,18,0.86,3.3,4.791399999999999
7099,10,23,19,0.88,3.2,4.7856
7100,10,23,20,0.88,3.4,4.797199999999999
7101,10,23,21,0.85,3.3,4.791399999999999
7102,10,23,22,0.84,3.3,4.791399999999999
7103,10,23,23,0.84,3.4,4.797199999999999
7104,10,23,24,0.84,3.4,4.797199999999999
7105,10,24,1,0.83,3.5,4.803
7106,10,24,2,0.83,3.6,4.8088
7107,10,24,3,0.83,3.7,4.8145999999999995
7108,10,24,4,0.83,3.8,4.820399999999999
7109,10,24,5,0.83,4.0,4.832
7110,10,24,6,0.83,4.0,4.832
7111,10,24,7,0.83,3.8,4.820399999999999
7112,10,24,8,0.83,3.7,4.8145999999999995
7113,10,24,9,0.83,3.7,4.8145999999999995
7114,10,24,10,0.83,3.6,4.8088
7115,10,24,11,0.83,3.5,4.803
7116,10,24,12,0.84,2.9,4.768199999999999
7117,10,24,13,0.83,2.3,4.7334
7118,10,24,14,0.83,2.0,4.715999999999999
7119,10,24,15,0.83,1.9,4.7101999999999995
7120,10,24,16,0.83,2.0,4.715999999999999
7121,10,24,17,0.84,1.9,4.7101999999999995
7122,10,24,18,0.85,2.1,4.7218
7123,10,24,19,0.88,2.2,4.7276
7124,10,24,20,0.88,2.4,4.739199999999999
7125,10,24,21,0.86,1.9,4.7101999999999995
7126,10,24,22,0.84,1.7,4.6986
7127,10,24,23,0.84,0.8,4.6464
7128,10,24,24,0.83,-0.6,4.5652
7129,10,25,1,0.83,-1.1,4.5362
7130,10,25,2,0.83,-1.3,4.5245999999999995
7131,10,25,3,0.83,-0.5,4.571
7132,10,25,4,0.83,-1.5,4.513
7133,10,25,5,0.83,-2.0,4.484
7134,10,25,6,0.84,-1.8,4.4956
7135,10,25,7,0.88,-1.5,4.513
7136,10,25,8,0.91,-0.6,4.5652
7137,10,25,9,0.96,-0.6,4.5652
7138,10,25,10,1.0,1.2,4.6696
7139,10,25,11,1.04,2.5,4.744999999999999
7140,10,25,12,1.01,3.5,4.803
7141,10,25,13,0.95,4.9,4.8842
7142,10,25,14,0.93,5.1,4.8957999999999995
7143,10,25,15,0.89,5.4,4.9132
7144,10,25,16,0.87,4.4,4.8552
7145,10,25,17,0.85,2.5,4.744999999999999
7146,10,25,18,0.9,1.2,4.6696
7147,10,25,19,1.06,-0.1,4.5942
7148,10,25,20,0.98,-1.6,4.507199999999999
7149,10,25,21,0.89,-1.3,4.5245999999999995
7150,10,25,22,0.85,-0.2,4.5884
7151,10,25,23,0.84,-2.1,4.478199999999999
7152,10,25,24,0.83,-2.8,4.4376
7153,10,26,1,0.83,-2.3,4.4666
7154,10,26,2,0.83,-2.6,4.449199999999999
7155,10,26,3,0.83,-3.2,4.4144
7156,10,26,4,0.83,-2.6,4.449199999999999
7157,10,26,5,0.83,-0.6,4.5652
7158,10,26,6,0.84,-2.6,4.449199999999999
7159,10,26,7,0.88,-2.5,4.455
7160,10,26,8,0.92,-1.2,4.530399999999999
7161,10,26,9,0.97,0.8,4.6464
7162,10,26,10,1.0,2.9,4.768199999999999
7163,10,26,11,0.96,4.0,4.832
7164,10,26,12,0.96,4.7,4.872599999999999
7165,10,26,13,0.93,5.1,4.8957999999999995
7166,10,26,14,0.92,5.3,4.9074
7167,10,26,15,0.9,5.3,4.9074
7168,10,26,16,0.89,4.5,4.861
7169,10,26,17,0.89,3.0,4.774
7170,10,26,18,0.95,1.7,4.6986
7171,10,26,19,1.17,0.8,4.6464
7172,10,26,20,1.15,1.0,4.6579999999999995
7173,10,26,21,0.93,-1.2,4.530399999999999
7174,10,26,22,0.87,-2.1,4.478199999999999
7175,10,26,23,0.85,-1.9,4.4898
7176,10,26,24,0.84,-2.0,4.484
7177,10,27,1,0.84,-1.0,4.542
7178,10,27,2,0.84,-1.0,4.542
7179,10,27,3,0.83,-1.3,4.5245999999999995
7180,10,27,4,0.83,-0.3,4.582599999999999
7181,10,27,5,0.84,0.1,4.6057999999999995
7182,10,27,6,0.86,-0.3,4.582599999999999
7183,10,27,7,0.88,-0.6,4.5652
7184,10,27,8,0.94,-0.6,4.5652
7185,10,27,9,1.01,1.3,4.6754
7186,10,27,10,0.95,2.9,4.768199999999999
7187,10,27,11,0.94,4.2,4.8435999999999995
7188,10,27,12,0.93,4.7,4.872599999999999
7189,10,27,13,0.91,5.7,4.9306
7190,10,27,14,0.89,5.4,4.9132
7191,10,27,15,0.86,5.4,4.9132
7192,10,27,16,0.85,5.4,4.9132
7193,10,27,17,0.85,5.6,4.924799999999999
7194,10,27,18,0.88,6.0,4.9479999999999995
7195,10,27,19,0.95,6.4,4.9712
7196,10,27,20,0.91,6.7,4.9886
7197,10,27,21,0.87,7.3,5.0234
7198,10,27,22,0.84,7.6,5.0408
7199,10,27,23,0.83,8.0,5.064
7200,10,27,24,0.82,7.6,5.0408
7201,10,28,1,0.78,7.1,5.0118
7202,10,28,2,0.77,7.1,5.0118
7203,10,28,3,0.77,7.1,5.0118
7204,10,28,4,0.77,7.1,5.0118
7205,10,28,5,0.79,6.9,5.0001999999999995
7206,10,28,6,0.83,7.0,5.005999999999999
7207,10,28,7,0.84,7.3,5.0234
7208,10,28,8,0.9,7.4,5.0291999999999994
7209,10,28,9,0.93,7.9,5.058199999999999
7210,10,28,10,0.9,8.7,5.1046
7211,10,28,11,0.9,9.0,5.122
7212,10,28,12,0.91,10.0,5.18
7213,10,28,13,0.87,10.9,5.2322
7214,10,28,14,0.84,10.9,5.2322
7215,10,28,15,0.83,9.8,5.1684
7216,10,28,16,0.84,8.8,5.110399999999999
7217,10,28,17,0.85,8.5,5.093
7218,10,28,18,0.92,8.6,5.0988
7219,10,28,19,0.91,8.3,5.0813999999999995
7220,10,28,20,0.89,8.9,5.116199999999999
7221,10,28,21,0.86,9.0,5.122
7222,10,28,22,0.83,8.7,5.1046
7223,10,28,23,0.82,8.6,5.0988
7224,10,28,24,0.8,8.6,5.0988
7225,10,29,1,0.82,8.7,5.1046
7226,10,29,2,0.82,8.6,5.0988
7227,10,29,3,0.82,8.6,5.0988
7228,10,29,4,0.82,8.4,5.087199999999999
7229,10,29,5,0.82,8.3,5.0813999999999995
7230,10,29,6,0.83,8.0,5.064
7231,10,29,7,0.85,8.3,5.0813999999999995
7232,10,29,8,0.92,8.3,5.0813999999999995
7233,10,29,9,0.93,8.5,5.093
7234,10,29,10,0.95,9.2,5.1335999999999995
7235,10,29,11,0.9,9.4,5.1452
7236,10,29,12,0.88,9.9,5.1742
7237,10,29,13,0.87,10.4,5.2032
7238,10,29,14,0.86,10.1,5.1857999999999995
7239,10,29,15,0.85,10.0,5.18
7240,10,29,16,0.83,10.2,5.191599999999999
7241,10,29,17,0.83,9.8,5.1684
7242,10,29,18,0.84,7.5,5.034999999999999
7243,10,29,19,0.86,8.5,5.093
7244,10,29,20,0.84,8.7,5.1046
7245,10,29,21,0.83,9.0,5.122
7246,10,29,22,0.82,9.2,5.1335999999999995
7247,10,29,23,0.82,9.5,5.151
7248,10,29,24,0.81,9.3,5.1394
7249,10,30,1,0.82,8.1,5.0698
7250,10,30,2,0.81,7.3,5.0234
7251,10,30,3,0.8,7.8,5.0524
7252,10,30,4,0.8,8.0,5.064
7253,10,30,5,0.8,7.8,5.0524
7254,10,30,6,0.81,7.8,5.0524
7255,10,30,7,0.82,7.5,5.034999999999999
7256,10,30,8,0.81,7.5,5.034999999999999
7257,10,30,9,0.82,8.1,5.0698
7258,10,30,10,0.83,8.4,5.087199999999999
7259,10,30,11,0.83,8.9,5.116199999999999
7260,10,30,12,0.83,9.5,5.151
7261,10,30,13,0.83,9.8,5.1684
7262,10,30,14,0.82,9.6,5.1568
7263,10,30,15,0.82,9.5,5.151
7264,10,30,16,0.82,9.1,5.1278
7265,10,30,17,0.82,9.0,5.122
7266,10,30,18,0.84,9.4,5.1452
7267,10,30,19,0.87,10.0,5.18
7268,10,30,20,0.85,9.8,5.1684
7269,10,30,21,0.84,9.3,5.1394
7270,10,30,22,0.83,9.9,5.1742
7271,10,30,23,0.83,8.8,5.110399999999999
7272,10,30,24,0.82,9.1,5.1278
7273,10,31,1,0.82,8.7,5.1046
7274,10,31,2,0.81,8.3,5.0813999999999995
7275,10,31,3,0.8,8.5,5.093
7276,10,31,4,0.8,8.4,5.087199999999999
7277,10,31,5,0.8,8.3,5.0813999999999995
7278,10,31,6,0.81,7.9,5.058199999999999
7279,10,31,7,0.81,8.1,5.0698
7280,10,31,8,0.81,8.0,5.064
7281,10,31,9,0.81,8.7,5.1046
7282,10,31,10,0.82,9.7,5.162599999999999
7283,10,31,11,0.82,10.3,5.1974
7284,10,31,12,0.83,11.0,5.2379999999999995
7285,10,31,13,0.83,10.6,5.214799999999999
7286,10,31,14,0.82,10.4,5.2032
7287,10,31,15,0.81,10.0,5.18
7288,10,31,16,0.81,6.7,4.9886
7289,10,31,17,0.82,6.0,4.9479999999999995
7290,10,31,18,0.84,7.8,5.0524
7291,10,31,19,0.85,6.5,4.976999999999999
7292,10,31,20,0.85,5.0,4.89
7293,10,31,21,0.84,5.9,4.9422
7294,10,31,22,0.83,4.9,4.8842
7295,10,31,23,0.82,4.4,4.8552
7296,10,31,24,0.81,5.1,4.8957999999999995
7297,11,1,1,0.81,4.6,4.8668
7298,11,1,2,0.81,5.4,4.9132
7299,11,1,3,0.81,5.1,4.8957999999999995
7300,11,1,4,0.81,4.1,4.8378
7301,11,1,5,0.81,3.7,4.8145999999999995
7302,11,1,6,0.82,2.9,4.768199999999999
7303,11,1,7,0.83,4.8,4.878399999999999
7304,11,1,8,0.83,5.2,4.901599999999999
7305,11,1,9,0.83,5.6,4.924799999999999
7306,11,1,10,0.84,6.8,4.9944
7307,11,1,11,0.84,8.1,5.0698
7308,11,1,12,0.84,9.2,5.1335999999999995
7309,11,1,13,0.85,9.3,5.1394
7310,11,1,14,0.84,9.3,5.1394
7311,11,1,15,0.83,8.9,5.116199999999999
7312,11,1,16,0.83,7.8,5.0524
7313,11,1,17,0.84,7.6,5.0408
7314,11,1,18,0.86,7.7,5.0466
7315,11,1,19,0.86,7.6,5.0408
7316,11,1,20,0.85,7.1,5.0118
7317,11,1,21,0.84,4.8,4.878399999999999
7318,11,1,22,0.83,3.1,4.7798
7319,11,1,23,0.84,3.7,4.8145999999999995
7320,11,1,24,0.83,3.1,4.7798
7321,11,2,1,0.82,2.6,4.7508
7322,11,2,2,0.81,2.3,4.7334
7323,11,2,3,0.81,3.4,4.797199999999999
7324,11,2,4,0.81,3.0,4.774
7325,11,2,5,0.81,3.7,4.8145999999999995
7326,11,2,6,1.04,4.4,4.8552
7327,11,2,7,1.05,4.9,4.8842
7328,11,2,8,1.07,5.2,4.901599999999999
7329,11,2,9,1.07,5.8,4.9364
7330,11,2,10,1.07,6.5,4.976999999999999
7331,11,2,11,1.06,7.4,5.0291999999999994
7332,11,2,12,1.06,7.0,5.005999999999999
7333,11,2,13,1.06,7.3,5.0234
7334,11,2,14,1.06,7.6,5.0408
7335,11,2,15,1.06,7.6,5.0408
7336,11,2,16,1.05,7.3,5.0234
7337,11,2,17,1.07,7.0,5.005999999999999
7338,11,2,18,1.07,6.7,4.9886
7339,11,2,19,1.08,6.5,4.976999999999999
7340,11,2,20,1.06,7.0,5.005999999999999
7341,11,2,21,1.04,7.7,5.0466
7342,11,2,22,1.03,8.1,5.0698
7343,11,2,23,0.81,8.2,5.0756
7344,11,2,24,0.78,7.4,5.0291999999999994
7345,11,3,1,0.77,7.6,5.0408
7346,11,3,2,0.77,7.0,5.005999999999999
7347,11,3,3,0.77,7.0,5.005999999999999
7348,11,3,4,0.77,7.6,5.0408
7349,11,3,5,0.78,7.3,5.0234
7350,11,3,6,1.02,7.9,5.058199999999999
7351,11,3,7,1.03,8.5,5.093
7352,11,3,8,1.04,8.5,5.093
7353,11,3,9,1.05,8.4,5.087199999999999
7354,11,3,10,1.05,9.4,5.1452
7355,11,3,11,1.04,9.8,5.1684
7356,11,3,12,1.05,10.0,5.18
7357,11,3,13,1.04,10.0,5.18
7358,11,3,14,1.04,9.6,5.1568
7359,11,3,15,1.04,9.1,5.1278
7360,11,3,16,1.04,9.0,5.122
7361,11,3,17,1.05,7.2,5.0176
7362,11,3,18,1.05,6.6,4.982799999999999
7363,11,3,19,1.05,7.0,5.005999999999999
7364,11,3,20,1.05,7.6,5.0408
7365,11,3,21,1.05,7.1,5.0118
7366,11,3,22,1.03,7.8,5.0524
7367,11,3,23,0.81,7.8,5.0524
7368,11,3,24,0.79,7.3,5.0234
7369,11,4,1,0.8,7.0,5.005999999999999
7370,11,4,2,0.79,6.9,5.0001999999999995
7371,11,4,3,0.79,6.7,4.9886
7372,11,4,4,0.79,6.7,4.9886
7373,11,4,5,0.8,6.6,4.982799999999999
7374,11,4,6,1.03,6.7,4.9886
7375,11,4,7,1.04,6.7,4.9886
7376,11,4,8,1.05,6.8,4.9944
7377,11,4,9,1.06,6.7,4.9886
7378,11,4,10,1.06,7.3,5.0234
7379,11,4,11,1.06,7.8,5.0524
7380,11,4,12,1.05,8.1,5.0698
7381,11,4,13,1.05,8.5,5.093
7382,11,4,14,1.05,8.7,5.1046
7383,11,4,15,1.04,8.2,5.0756
7384,11,4,16,1.04,7.3,5.0234
7385,11,4,17,1.05,6.5,4.976999999999999
7386,11,4,18,1.06,5.9,4.9422
7387,11,4,19,1.06,4.9,4.8842
7388,11,4,20,1.05,5.3,4.9074
7389,11,4,21,1.05,4.8,4.878399999999999
7390,11,4,22,1.04,4.5,4.861
7391,11,4,23,0.82,3.0,4.774
7392,11,4,24,0.82,2.6,4.7508
7393,11,5,1,0.81,1.9,4.7101999999999995
7394,11,5,2,0.81,1.4,4.6812
7395,11,5,3,0.8,1.4,4.6812
7396,11,5,4,0.81,2.4,4.739199999999999
7397,11,5,5,0.81,2.3,4.7334
7398,11,5,6,1.04,3.0,4.774
7399,11,5,7,1.04,2.0,4.715999999999999
7400,11,5,8,1.05,2.7,4.7566
7401,11,5,9,1.06,3.8,4.820399999999999
7402,11,5,10,1.06,5.4,4.9132
7403,11,5,11,1.05,6.0,4.9479999999999995
7404,11,5,12,1.05,5.9,4.9422
7405,11,5,13,1.05,6.8,4.9944
7406,11,5,14,1.04,6.4,4.9712
7407,11,5,15,1.04,6.3,4.9654
7408,11,5,16,1.04,5.1,4.8957999999999995
7409,11,5,17,1.05,4.6,4.8668
7410,11,5,18,1.07,3.7,4.8145999999999995
7411,11,5,19,1.06,2.0,4.715999999999999
7412,11,5,20,1.05,3.4,4.797199999999999
7413,11,5,21,1.04,4.0,4.832
7414,11,5,22,1.03,4.1,4.8378
7415,11,5,23,0.81,3.7,4.8145999999999995
7416,11,5,24,0.81,2.8,4.7623999999999995
7417,11,6,1,0.81,2.9,4.768199999999999
7418,11,6,2,0.81,2.0,4.715999999999999
7419,11,6,3,0.81,1.2,4.6696
7420,11,6,4,0.81,1.2,4.6696
7421,11,6,5,0.81,-0.2,4.5884
7422,11,6,6,1.03,-0.6,4.5652
7423,11,6,7,1.03,-3.0,4.425999999999999
7424,11,6,8,1.03,-1.2,4.530399999999999
7425,11,6,9,1.03,-0.9,4.5478
7426,11,6,10,1.04,0.4,4.6232
7427,11,6,11,1.04,2.0,4.715999999999999
7428,11,6,12,1.04,3.1,4.7798
7429,11,6,13,1.04,3.9,4.8262
7430,11,6,14,1.03,2.5,4.744999999999999
7431,11,6,15,1.02,3.1,4.7798
7432,11,6,16,1.03,1.9,4.7101999999999995
7433,11,6,17,1.05,0.7,4.6406
7434,11,6,18,1.08,-0.1,4.5942
7435,11,6,19,1.08,-1.6,4.507199999999999
7436,11,6,20,1.07,-3.0,4.425999999999999
7437,11,6,21,1.05,-1.5,4.513
7438,11,6,22,1.04,-3.6,4.3911999999999995
7439,11,6,23,0.82,-2.3,4.4666
7440,11,6,24,0.82,-1.9,4.4898
7441,11,7,1,0.82,-2.0,4.484
7442,11,7,2,0.82,-2.7,4.4434
7443,11,7,3,0.82,-4.1,4.3622
7444,11,7,4,0.82,-2.6,4.449199999999999
7445,11,7,5,0.82,-2.8,4.4376
7446,11,7,6,0.82,-3.2,4.4144
7447,11,7,7,0.83,-4.0,4.367999999999999
7448,11,7,8,0.82,-2.6,4.449199999999999
7449,11,7,9,0.82,-2.0,4.484
7450,11,7,10,0.82,-0.3,4.582599999999999
7451,11,7,11,0.83,1.0,4.6579999999999995
7452,11,7,12,0.84,2.4,4.739199999999999
7453,11,7,13,0.84,3.0,4.774
7454,11,7,14,0.82,2.8,4.7623999999999995
7455,11,7,15,0.82,2.4,4.739199999999999
7456,11,7,16,0.83,0.6,4.634799999999999
7457,11,7,17,0.84,-0.1,4.5942
7458,11,7,18,0.86,-1.6,4.507199999999999
7459,11,7,19,0.88,-3.0,4.425999999999999
7460,11,7,20,0.87,-3.6,4.3911999999999995
7461,11,7,21,0.85,-3.8,4.3796
7462,11,7,22,0.83,-4.7,4.3274
7463,11,7,23,0.84,-4.8,4.3216
7464,11,7,24,0.82,-6.0,4.252
7465,11,8,1,0.83,-5.8,4.263599999999999
7466,11,8,2,0.83,-6.0,4.252
7467,11,8,3,0.82,-6.7,4.211399999999999
7468,11,8,4,0.82,-7.7,4.1533999999999995
7469,11,8,5,0.83,-6.6,4.2172
7470,11,8,6,0.84,-6.5,4.223
7471,11,8,7,0.86,-6.6,4.2172
7472,11,8,8,0.89,-6.6,4.2172
7473,11,8,9,0.9,-5.2,4.2984
7474,11,8,10,0.9,-3.7,4.3854
7475,11,8,11,0.88,-1.3,4.5245999999999995
7476,11,8,12,0.87,-1.3,4.5245999999999995
7477,11,8,13,0.87,1.1,4.663799999999999
7478,11,8,14,0.86,1.4,4.6812
7479,11,8,15,0.86,0.5,4.629
7480,11,8,16,0.86,-0.8,4.553599999999999
7481,11,8,17,0.87,-1.5,4.513
7482,11,8,18,0.89,-1.8,4.4956
7483,11,8,19,0.88,-1.9,4.4898
7484,11,8,20,0.86,-1.8,4.4956
7485,11,8,21,0.84,-1.2,4.530399999999999
7486,11,8,22,0.83,-0.9,4.5478
7487,11,8,23,0.83,-0.6,4.5652
7488,11,8,24,0.82,-0.6,4.5652
7489,11,9,1,0.82,-0.2,4.5884
7490,11,9,2,0.82,0.3,4.6174
7491,11,9,3,0.82,0.5,4.629
7492,11,9,4,0.82,0.4,4.6232
7493,11,9,5,0.83,0.3,4.6174
7494,11,9,6,1.04,0.1,4.6057999999999995
7495,11,9,7,1.06,-0.2,4.5884
7496,11,9,8,1.07,-0.2,4.5884
7497,11,9,9,1.08,-0.3,4.582599999999999
7498,11,9,10,1.08,-0.1,4.5942
7499,11,9,11,1.08,-0.1,4.5942
7500,11,9,12,1.08,-0.1,4.5942
7501,11,9,13,1.07,-0.1,4.5942
7502,11,9,14,1.07,-0.2,4.5884
7503,11,9,15,1.07,-0.3,4.582599999999999
7504,11,9,16,1.08,-0.4,4.5767999999999995
7505,11,9,17,1.09,-0.4,4.5767999999999995
7506,11,9,18,1.1,-0.3,4.582599999999999
7507,11,9,19,1.09,-0.4,4.5767999999999995
7508,11,9,20,1.08,-0.3,4.582599999999999
7509,11,9,21,1.07,-0.4,4.5767999999999995
7510,11,9,22,1.05,-0.4,4.5767999999999995
