2013,mm,dd,HH,SEK/kWh,C,COP
73,1,4,1,0.64,3.8,4.820399999999999
74,1,4,2,0.62,3.4,4.797199999999999
75,1,4,3,0.61,3.5,4.803
76,1,4,4,0.61,2.9,4.768199999999999
77,1,4,5,0.63,2.7,4.7566
78,1,4,6,0.66,3.2,4.7856
79,1,4,7,0.68,3.1,4.7798
80,1,4,8,0.69,2.4,4.739199999999999
81,1,4,9,0.7,2.4,4.739199999999999
82,1,4,10,0.69,3.1,4.7798
83,1,4,11,0.7,3.4,4.797199999999999
84,1,4,12,0.69,3.8,4.820399999999999
85,1,4,13,0.69,4.2,4.8435999999999995
86,1,4,14,0.69,4.5,4.861
87,1,4,15,0.69,4.0,4.832
88,1,4,16,0.69,3.4,4.797199999999999
89,1,4,17,0.7,2.6,4.7508
90,1,4,18,0.7,2.8,4.7623999999999995
91,1,4,19,0.7,2.2,4.7276
92,1,4,20,0.69,1.2,4.6696
93,1,4,21,0.69,0.4,4.6232
94,1,4,22,0.68,0.1,4.6057999999999995
95,1,4,23,0.68,-1.6,4.507199999999999
96,1,4,24,0.66,-1.5,4.513
97,1,5,1,0.67,-0.7,4.559399999999999
98,1,5,2,0.66,-0.8,4.553599999999999
99,1,5,3,0.66,-1.3,4.5245999999999995
100,1,5,4,0.66,-1.6,4.507199999999999
101,1,5,5,0.66,-1.4,4.5188
102,1,5,6,0.88,-1.0,4.542
103,1,5,7,0.88,-1.4,4.5188
104,1,5,8,0.88,-2.9,4.4318
105,1,5,9,0.89,-3.4,4.4028
106,1,5,10,0.9,-2.7,4.4434
107,1,5,11,0.91,-1.6,4.507199999999999
108,1,5,12,0.91,-0.2,4.5884
109,1,5,13,0.91,0.3,4.6174
110,1,5,14,0.9,0.4,4.6232
111,1,5,15,0.9,0.4,4.6232
112,1,5,16,0.91,0.1,4.6057999999999995
113,1,5,17,0.92,0.2,4.611599999999999
114,1,5,18,0.92,0.1,4.6057999999999995
115,1,5,19,0.92,0.2,4.611599999999999
116,1,5,20,0.91,0.2,4.611599999999999
117,1,5,21,0.9,-0.1,4.5942
118,1,5,22,0.9,0.1,4.6057999999999995
119,1,5,23,0.69,0.1,4.6057999999999995
120,1,5,24,0.68,0.1,4.6057999999999995
121,1,6,1,0.68,0.2,4.611599999999999
122,1,6,2,0.66,0.2,4.611599999999999
123,1,6,3,0.66,0.6,4.634799999999999
124,1,6,4,0.66,0.1,4.6057999999999995
125,1,6,5,0.66,0.1,4.6057999999999995
126,1,6,6,0.87,0.1,4.6057999999999995
127,1,6,7,0.88,0.1,4.6057999999999995
128,1,6,8,0.88,0.1,4.6057999999999995
129,1,6,9,0.88,0.1,4.6057999999999995
130,1,6,10,0.89,0.2,4.611599999999999
131,1,6,11,0.89,0.3,4.6174
132,1,6,12,0.9,0.1,4.6057999999999995
133,1,6,13,0.9,-0.1,4.5942
134,1,6,14,0.89,-0.1,4.5942
135,1,6,15,0.89,-0.1,4.5942
136,1,6,16,0.89,-0.1,4.5942
137,1,6,17,0.9,-0.3,4.582599999999999
138,1,6,18,0.91,-0.3,4.582599999999999
139,1,6,19,0.92,-0.3,4.582599999999999
140,1,6,20,0.91,-0.7,4.559399999999999
141,1,6,21,0.91,-0.9,4.5478
142,1,6,22,0.9,-0.7,4.559399999999999
143,1,6,23,0.69,-0.9,4.5478
144,1,6,24,0.68,-1.0,4.542
145,1,7,1,0.68,-1.2,4.530399999999999
146,1,7,2,0.67,-1.0,4.542
147,1,7,3,0.66,-0.7,4.559399999999999
148,1,7,4,0.67,-0.7,4.559399999999999
149,1,7,5,0.67,-0.9,4.5478
150,1,7,6,0.9,-0.7,4.559399999999999
151,1,7,7,0.93,-0.7,4.559399999999999
152,1,7,8,0.94,-0.7,4.559399999999999
153,1,7,9,0.96,-0.7,4.559399999999999
154,1,7,10,0.96,-0.3,4.582599999999999
155,1,7,11,0.95,-0.1,4.5942
156,1,7,12,0.95,0.1,4.6057999999999995
157,1,7,13,0.94,0.2,4.611599999999999
158,1,7,14,0.94,0.4,4.6232
159,1,7,15,0.94,0.4,4.6232
160,1,7,16,0.95,0.4,4.6232
161,1,7,17,0.96,0.5,4.629
162,1,7,18,0.95,0.6,4.634799999999999
163,1,7,19,0.94,0.6,4.634799999999999
164,1,7,20,0.93,0.8,4.6464
165,1,7,21,0.92,0.8,4.6464
166,1,7,22,0.91,1.0,4.6579999999999995
167,1,7,23,0.69,0.8,4.6464
168,1,7,24,0.68,0.9,4.6522
169,1,8,1,0.68,0.8,4.6464
170,1,8,2,0.68,0.7,4.6406
171,1,8,3,0.68,0.6,4.634799999999999
172,1,8,4,0.68,0.6,4.634799999999999
173,1,8,5,0.68,0.7,4.6406
174,1,8,6,0.9,0.8,4.6464
175,1,8,7,0.93,0.3,4.6174
176,1,8,8,0.96,0.1,4.6057999999999995
177,1,8,9,0.97,0.4,4.6232
178,1,8,10,0.96,0.5,4.629
179,1,8,11,0.95,0.7,4.6406
180,1,8,12,0.95,1.3,4.6754
181,1,8,13,0.95,1.7,4.6986
182,1,8,14,0.95,1.6,4.6928
183,1,8,15,0.95,1.8,4.7044
184,1,8,16,0.97,1.8,4.7044
185,1,8,17,0.98,1.1,4.663799999999999
186,1,8,18,0.98,0.8,4.6464
187,1,8,19,0.97,0.5,4.629
188,1,8,20,0.95,0.1,4.6057999999999995
189,1,8,21,0.94,-0.1,4.5942
190,1,8,22,0.93,-0.3,4.582599999999999
191,1,8,23,0.71,-0.3,4.582599999999999
192,1,8,24,0.69,-0.6,4.5652
193,1,9,1,0.69,-0.8,4.553599999999999
194,1,9,2,0.69,-0.9,4.5478
195,1,9,3,0.68,-0.7,4.559399999999999
196,1,9,4,0.69,-0.4,4.5767999999999995
197,1,9,5,0.69,-0.3,4.582599999999999
198,1,9,6,0.91,-0.2,4.5884
199,1,9,7,0.93,-0.4,4.5767999999999995
200,1,9,8,0.96,-0.5,4.571
201,1,9,9,0.98,-0.4,4.5767999999999995
202,1,9,10,0.96,-0.2,4.5884
203,1,9,11,0.95,0.0,4.6
204,1,9,12,0.95,0.7,4.6406
205,1,9,13,0.94,1.1,4.663799999999999
206,1,9,14,0.95,1.5,4.686999999999999
207,1,9,15,0.95,1.8,4.7044
208,1,9,16,0.95,1.4,4.6812
209,1,9,17,0.98,1.5,4.686999999999999
210,1,9,18,0.97,0.8,4.6464
211,1,9,19,0.96,0.6,4.634799999999999
212,1,9,20,0.94,0.1,4.6057999999999995
213,1,9,21,0.93,-0.2,4.5884
214,1,9,22,0.92,-0.6,4.5652
215,1,9,23,0.7,-0.9,4.5478
216,1,9,24,0.68,-1.3,4.5245999999999995
217,1,10,1,0.68,-1.7,4.501399999999999
218,1,10,2,0.68,-2.5,4.455
219,1,10,3,0.66,-3.0,4.425999999999999
220,1,10,4,0.67,-3.6,4.3911999999999995
221,1,10,5,0.69,-4.1,4.3622
222,1,10,6,0.7,-4.1,4.3622
223,1,10,7,0.71,-3.7,4.3854
224,1,10,8,0.74,-3.4,4.4028
225,1,10,9,0.77,-3.0,4.425999999999999
226,1,10,10,0.76,-2.8,4.4376
227,1,10,11,0.75,-2.5,4.455
228,1,10,12,0.74,-2.4,4.4608
229,1,10,13,0.75,-2.7,4.4434
230,1,10,14,0.75,-2.7,4.4434
231,1,10,15,0.76,-2.9,4.4318
232,1,10,16,0.77,-2.7,4.4434
233,1,10,17,0.82,-2.3,4.4666
234,1,10,18,0.83,-2.1,4.478199999999999
235,1,10,19,0.76,-2.2,4.4723999999999995
236,1,10,20,0.74,-2.2,4.4723999999999995
237,1,10,21,0.73,-2.3,4.4666
238,1,10,22,0.72,-2.5,4.455
239,1,10,23,0.71,-2.5,4.455
240,1,10,24,0.7,-2.7,4.4434
241,1,11,1,0.7,-2.9,4.4318
242,1,11,2,0.69,-3.0,4.425999999999999
243,1,11,3,0.69,-3.0,4.425999999999999
244,1,11,4,0.68,-3.0,4.425999999999999
245,1,11,5,0.69,-2.8,4.4376
246,1,11,6,0.71,-3.0,4.425999999999999
247,1,11,7,0.73,-3.2,4.4144
248,1,11,8,0.79,-3.1,4.4201999999999995
249,1,11,9,0.85,-3.1,4.4201999999999995
250,1,11,10,0.8,-3.3,4.4086
251,1,11,11,0.78,-3.5,4.396999999999999
252,1,11,12,0.77,-3.4,4.4028
253,1,11,13,0.76,-3.8,4.3796
254,1,11,14,0.76,-4.4,4.344799999999999
255,1,11,15,0.77,-4.0,4.367999999999999
256,1,11,16,0.77,-4.0,4.367999999999999
257,1,11,17,0.83,-4.0,4.367999999999999
258,1,11,18,0.84,-3.9,4.373799999999999
259,1,11,19,0.77,-3.9,4.373799999999999
260,1,11,20,0.75,-4.0,4.367999999999999
261,1,11,21,0.73,-4.0,4.367999999999999
262,1,11,22,0.72,-4.0,4.367999999999999
263,1,11,23,0.71,-4.1,4.3622
264,1,11,24,0.7,-4.1,4.3622
265,1,12,1,0.71,-4.1,4.3622
266,1,12,2,0.7,-4.1,4.3622
267,1,12,3,0.7,-4.2,4.3564
268,1,12,4,0.7,-4.4,4.344799999999999
269,1,12,5,0.7,-4.6,4.3332
270,1,12,6,0.92,-4.8,4.3216
271,1,12,7,0.92,-4.9,4.315799999999999
272,1,12,8,0.93,-4.8,4.3216
273,1,12,9,0.93,-5.1,4.3042
274,1,12,10,0.94,-5.1,4.3042
275,1,12,11,0.95,-5.1,4.3042
276,1,12,12,0.95,-4.9,4.315799999999999
277,1,12,13,0.95,-5.0,4.31
278,1,12,14,0.95,-4.8,4.3216
279,1,12,15,0.95,-4.9,4.315799999999999
280,1,12,16,0.97,-5.0,4.31
281,1,12,17,1.0,-5.1,4.3042
282,1,12,18,1.06,-5.3,4.292599999999999
283,1,12,19,1.02,-5.3,4.292599999999999
284,1,12,20,0.96,-5.4,4.2867999999999995
285,1,12,21,0.95,-5.4,4.2867999999999995
286,1,12,22,0.94,-5.6,4.2752
287,1,12,23,0.72,-5.7,4.269399999999999
288,1,12,24,0.71,-5.8,4.263599999999999
289,1,13,1,0.72,-5.8,4.263599999999999
290,1,13,2,0.71,-6.0,4.252
291,1,13,3,0.71,-6.1,4.2462
292,1,13,4,0.7,-6.1,4.2462
293,1,13,5,0.7,-6.1,4.2462
294,1,13,6,0.92,-6.1,4.2462
295,1,13,7,0.92,-6.2,4.240399999999999
296,1,13,8,0.92,-6.2,4.240399999999999
297,1,13,9,0.92,-6.1,4.2462
298,1,13,10,0.93,-6.0,4.252
299,1,13,11,0.93,-5.9,4.2578
300,1,13,12,0.94,-5.6,4.2752
301,1,13,13,0.94,-5.6,4.2752
302,1,13,14,0.93,-5.3,4.292599999999999
303,1,13,15,0.93,-5.3,4.292599999999999
304,1,13,16,0.94,-5.4,4.2867999999999995
305,1,13,17,0.94,-5.4,4.2867999999999995
306,1,13,18,0.98,-5.5,4.281
307,1,13,19,1.01,-5.5,4.281
308,1,13,20,0.98,-5.5,4.281
309,1,13,21,0.95,-5.2,4.2984
310,1,13,22,0.94,-5.2,4.2984
311,1,13,23,0.72,-4.6,4.3332
312,1,13,24,0.71,-4.5,4.3389999999999995
313,1,14,1,0.7,-4.8,4.3216
314,1,14,2,0.7,-5.0,4.31
315,1,14,3,0.7,-5.1,4.3042
316,1,14,4,0.7,-5.1,4.3042
317,1,14,5,0.71,-5.1,4.3042
318,1,14,6,0.93,-4.9,4.315799999999999
319,1,14,7,0.96,-5.9,4.2578
320,1,14,8,1.12,-8.6,4.1011999999999995
321,1,14,9,1.13,-8.1,4.130199999999999
322,1,14,10,1.13,-6.2,4.240399999999999
323,1,14,11,1.14,-5.3,4.292599999999999
324,1,14,12,1.14,-4.9,4.315799999999999
325,1,14,13,1.12,-4.6,4.3332
326,1,14,14,1.1,-4.2,4.3564
327,1,14,15,1.08,-4.3,4.3506
328,1,14,16,1.08,-4.5,4.3389999999999995
329,1,14,17,1.09,-4.4,4.344799999999999
330,1,14,18,1.21,-4.2,4.3564
331,1,14,19,1.22,-4.4,4.344799999999999
332,1,14,20,1.09,-4.8,4.3216
333,1,14,21,0.97,-5.0,4.31
334,1,14,22,0.95,-4.8,4.3216
335,1,14,23,0.73,-5.1,4.3042
336,1,14,24,0.71,-4.7,4.3274
337,1,15,1,0.72,-4.1,4.3622
338,1,15,2,0.71,-3.7,4.3854
339,1,15,3,0.7,-3.6,4.3911999999999995
340,1,15,4,0.71,-3.7,4.3854
341,1,15,5,0.71,-3.8,4.3796
342,1,15,6,0.93,-3.8,4.3796
343,1,15,7,0.96,-4.0,4.367999999999999
344,1,15,8,1.13,-4.1,4.3622
345,1,15,9,1.15,-4.0,4.367999999999999
346,1,15,10,1.14,-3.8,4.3796
347,1,15,11,1.13,-3.6,4.3911999999999995
348,1,15,12,1.07,-3.5,4.396999999999999
349,1,15,13,1.04,-3.4,4.4028
350,1,15,14,1.08,-3.7,4.3854
351,1,15,15,1.1,-3.9,4.373799999999999
352,1,15,16,1.13,-4.1,4.3622
353,1,15,17,1.15,-4.4,4.344799999999999
354,1,15,18,1.21,-4.7,4.3274
355,1,15,19,1.08,-4.8,4.3216
356,1,15,20,1.0,-4.9,4.315799999999999
357,1,15,21,0.97,-5.0,4.31
358,1,15,22,0.95,-5.4,4.2867999999999995
359,1,15,23,0.73,-5.9,4.2578
360,1,15,24,0.72,-6.1,4.2462
361,1,16,1,0.72,-6.5,4.223
362,1,16,2,0.71,-6.4,4.2288
363,1,16,3,0.7,-6.4,4.2288
364,1,16,4,0.71,-6.3,4.2345999999999995
365,1,16,5,0.71,-6.2,4.240399999999999
366,1,16,6,0.94,-6.2,4.240399999999999
367,1,16,7,0.98,-6.0,4.252
368,1,16,8,1.14,-5.9,4.2578
369,1,16,9,1.18,-5.7,4.269399999999999
370,1,16,10,1.22,-5.4,4.2867999999999995
371,1,16,11,1.22,-5.0,4.31
372,1,16,12,1.05,-4.8,4.3216
373,1,16,13,1.09,-4.6,4.3332
374,1,16,14,1.14,-4.5,4.3389999999999995
375,1,16,15,1.1,-4.7,4.3274
376,1,16,16,1.09,-5.0,4.31
377,1,16,17,1.1,-5.1,4.3042
378,1,16,18,1.2,-5.3,4.292599999999999
379,1,16,19,1.11,-5.4,4.2867999999999995
380,1,16,20,1.02,-5.4,4.2867999999999995
381,1,16,21,0.97,-5.4,4.2867999999999995
382,1,16,22,0.96,-5.4,4.2867999999999995
383,1,16,23,0.73,-5.5,4.281
384,1,16,24,0.72,-5.6,4.2752
385,1,17,1,0.72,-5.9,4.2578
386,1,17,2,0.72,-6.1,4.2462
387,1,17,3,0.72,-6.4,4.2288
388,1,17,4,0.72,-6.1,4.2462
389,1,17,5,0.72,-5.9,4.2578
390,1,17,6,0.73,-5.9,4.2578
391,1,17,7,0.76,-5.8,4.263599999999999
392,1,17,8,0.91,-5.3,4.292599999999999
393,1,17,9,0.92,-5.0,4.31
394,1,17,10,0.9,-4.7,4.3274
395,1,17,11,0.88,-4.1,4.3622
396,1,17,12,0.88,-3.7,4.3854
397,1,17,13,0.89,-3.5,4.396999999999999
398,1,17,14,0.92,-3.4,4.4028
399,1,17,15,0.92,-3.7,4.3854
400,1,17,16,0.92,-4.1,4.3622
401,1,17,17,0.92,-4.5,4.3389999999999995
402,1,17,18,1.01,-5.0,4.31
403,1,17,19,1.13,-4.8,4.3216
404,1,17,20,0.91,-5.2,4.2984
405,1,17,21,0.8,-5.4,4.2867999999999995
406,1,17,22,0.78,-5.5,4.281
407,1,17,23,0.75,-5.9,4.2578
408,1,17,24,0.73,-6.3,4.2345999999999995
409,1,18,1,0.72,-6.5,4.223
410,1,18,2,0.72,-6.9,4.1998
411,1,18,3,0.72,-7.1,4.188199999999999
412,1,18,4,0.72,-7.2,4.1823999999999995
413,1,18,5,0.72,-7.6,4.159199999999999
414,1,18,6,0.73,-7.9,4.1418
415,1,18,7,0.77,-8.6,4.1011999999999995
416,1,18,8,0.92,-9.9,4.025799999999999
417,1,18,9,0.96,-10.7,3.9793999999999996
418,1,18,10,0.94,-12.1,3.8981999999999997
419,1,18,11,0.91,-10.6,3.9852
420,1,18,12,0.81,-10.5,3.9909999999999997
421,1,18,13,0.8,-11.9,3.9097999999999997
422,1,18,14,0.79,-10.3,4.002599999999999
423,1,18,15,0.79,-12.9,3.8517999999999994
424,1,18,16,0.8,-14.9,3.7357999999999993
425,1,18,17,0.85,-18.2,3.5443999999999996
426,1,18,18,0.92,-17.0,3.6139999999999994
427,1,18,19,0.83,-17.7,3.5733999999999995
428,1,18,20,0.76,-16.4,3.6487999999999996
429,1,18,21,0.74,-15.5,3.7009999999999996
430,1,18,22,0.73,-14.7,3.7474
431,1,18,23,0.72,-14.1,3.7821999999999996
432,1,18,24,0.72,-14.0,3.7879999999999994
433,1,19,1,0.71,-13.4,3.8227999999999995
434,1,19,2,0.7,-13.6,3.8111999999999995
435,1,19,3,0.7,-15.2,3.7183999999999995
436,1,19,4,0.7,-16.0,3.6719999999999997
437,1,19,5,0.71,-17.2,3.6023999999999994
438,1,19,6,0.92,-20.1,3.4341999999999997
439,1,19,7,0.93,-18.5,3.5269999999999997
440,1,19,8,0.92,-18.2,3.5443999999999996
441,1,19,9,0.93,-18.8,3.5096
442,1,19,10,0.95,-17.7,3.5733999999999995
443,1,19,11,0.95,-17.2,3.6023999999999994
444,1,19,12,0.96,-14.5,3.7589999999999995
445,1,19,13,0.95,-13.4,3.8227999999999995
446,1,19,14,0.95,-11.5,3.933
447,1,19,15,0.94,-10.8,3.9735999999999994
448,1,19,16,0.94,-10.3,4.002599999999999
449,1,19,17,0.96,-10.3,4.002599999999999
450,1,19,18,1.02,-10.1,4.0142
451,1,19,19,1.0,-9.9,4.025799999999999
452,1,19,20,0.96,-9.5,4.0489999999999995
453,1,19,21,0.94,-9.1,4.0722
454,1,19,22,0.93,-9.3,4.060599999999999
455,1,19,23,0.71,-9.3,4.060599999999999
456,1,19,24,0.7,-9.3,4.060599999999999
457,1,20,1,0.71,-9.4,4.054799999999999
458,1,20,2,0.71,-9.0,4.077999999999999
459,1,20,3,0.7,-8.5,4.106999999999999
460,1,20,4,0.7,-8.2,4.1244
461,1,20,5,0.7,-7.6,4.159199999999999
462,1,20,6,0.92,-6.9,4.1998
463,1,20,7,0.92,-6.5,4.223
464,1,20,8,0.92,-5.6,4.2752
465,1,20,9,0.92,-4.6,4.3332
466,1,20,10,0.93,-4.2,4.3564
467,1,20,11,0.94,-4.0,4.367999999999999
468,1,20,12,0.94,-4.1,4.3622
469,1,20,13,0.94,-3.5,4.396999999999999
470,1,20,14,0.93,-3.3,4.4086
471,1,20,15,0.92,-4.0,4.367999999999999
472,1,20,16,0.92,-5.5,4.281
473,1,20,17,0.94,-6.5,4.223
474,1,20,18,0.94,-6.2,4.240399999999999
475,1,20,19,0.95,-5.8,4.263599999999999
476,1,20,20,0.94,-5.7,4.269399999999999
477,1,20,21,0.93,-5.3,4.292599999999999
478,1,20,22,0.92,-5.8,4.263599999999999
479,1,20,23,0.71,-6.4,4.2288
480,1,20,24,0.69,-7.5,4.165
481,1,21,1,0.69,-7.2,4.1823999999999995
482,1,21,2,0.69,-7.5,4.165
483,1,21,3,0.69,-7.3,4.1766
484,1,21,4,0.7,-7.0,4.194
485,1,21,5,0.71,-6.7,4.211399999999999
486,1,21,6,0.93,-6.5,4.223
487,1,21,7,0.94,-6.6,4.2172
488,1,21,8,0.97,-6.8,4.2056
489,1,21,9,0.99,-6.6,4.2172
490,1,21,10,0.98,-6.5,4.223
491,1,21,11,0.97,-6.1,4.2462
492,1,21,12,0.96,-5.8,4.263599999999999
493,1,21,13,0.97,-5.5,4.281
494,1,21,14,0.97,-5.4,4.2867999999999995
495,1,21,15,0.97,-5.4,4.2867999999999995
496,1,21,16,0.97,-5.6,4.2752
497,1,21,17,1.0,-5.8,4.263599999999999
498,1,21,18,1.03,-5.7,4.269399999999999
499,1,21,19,0.98,-5.6,4.2752
500,1,21,20,0.96,-6.1,4.2462
501,1,21,21,0.95,-7.3,4.1766
502,1,21,22,0.95,-8.9,4.0838
503,1,21,23,0.72,-9.0,4.077999999999999
504,1,21,24,0.7,-9.9,4.025799999999999
505,1,22,1,0.7,-10.3,4.002599999999999
506,1,22,2,0.69,-11.5,3.933
507,1,22,3,0.7,-10.5,3.9909999999999997
508,1,22,4,0.7,-11.7,3.9213999999999998
509,1,22,5,0.71,-12.9,3.8517999999999994
510,1,22,6,0.93,-15.1,3.7241999999999997
511,1,22,7,0.94,-12.4,3.8808
512,1,22,8,1.06,-11.4,3.9387999999999996
513,1,22,9,1.15,-11.8,3.9155999999999995
514,1,22,10,1.04,-12.1,3.8981999999999997
515,1,22,11,1.01,-12.0,3.9039999999999995
516,1,22,12,1.0,-12.1,3.8981999999999997
517,1,22,13,0.99,-11.3,3.9445999999999994
518,1,22,14,1.0,-11.5,3.933
519,1,22,15,1.0,-12.1,3.8981999999999997
520,1,22,16,1.06,-12.3,3.8865999999999996
521,1,22,17,1.12,-13.0,3.8459999999999996
522,1,22,18,1.25,-13.4,3.8227999999999995
523,1,22,19,1.3,-12.1,3.8981999999999997
524,1,22,20,1.17,-10.7,3.9793999999999996
525,1,22,21,0.98,-11.5,3.933
526,1,22,22,0.97,-11.9,3.9097999999999997
527,1,22,23,0.74,-10.1,4.0142
528,1,22,24,0.73,-9.2,4.0664
529,1,23,1,0.73,-9.1,4.0722
530,1,23,2,0.71,-8.3,4.1186
531,1,23,3,0.71,-8.4,4.1128
532,1,23,4,0.71,-8.4,4.1128
533,1,23,5,0.72,-7.9,4.1418
534,1,23,6,0.94,-8.0,4.135999999999999
535,1,23,7,1.0,-8.5,4.106999999999999
536,1,23,8,1.19,-8.4,4.1128
537,1,23,9,1.25,-8.7,4.0954
538,1,23,10,1.25,-8.8,4.0896
539,1,23,11,1.25,-8.4,4.1128
540,1,23,12,1.24,-8.4,4.1128
541,1,23,13,1.17,-8.5,4.106999999999999
542,1,23,14,1.15,-8.5,4.106999999999999
543,1,23,15,1.13,-8.5,4.106999999999999
544,1,23,16,1.1,-8.6,4.1011999999999995
545,1,23,17,1.12,-8.6,4.1011999999999995
546,1,23,18,1.25,-8.6,4.1011999999999995
547,1,23,19,1.45,-8.7,4.0954
548,1,23,20,1.25,-10.8,3.9735999999999994
549,1,23,21,0.99,-10.5,3.9909999999999997
550,1,23,22,0.97,-10.4,3.9967999999999995
551,1,23,23,0.74,-11.1,3.9561999999999995
552,1,23,24,0.73,-12.0,3.9039999999999995
553,1,24,1,0.73,-12.9,3.8517999999999994
554,1,24,2,0.73,-14.9,3.7357999999999993
555,1,24,3,0.72,-14.5,3.7589999999999995
556,1,24,4,0.73,-15.0,3.7299999999999995
557,1,24,5,0.72,-16.0,3.6719999999999997
558,1,24,6,0.74,-18.2,3.5443999999999996
559,1,24,7,0.82,-18.7,3.5153999999999996
560,1,24,8,0.98,-18.9,3.5037999999999996
561,1,24,9,1.0,-17.1,3.6081999999999996
562,1,24,10,1.02,-15.8,3.6835999999999993
563,1,24,11,1.02,-12.3,3.8865999999999996
564,1,24,12,1.01,-11.2,3.9503999999999997
565,1,24,13,0.98,-8.4,4.1128
566,1,24,14,0.94,-8.4,4.1128
567,1,24,15,0.93,-7.4,4.1708
568,1,24,16,0.9,-9.7,4.0374
569,1,24,17,0.95,-11.9,3.9097999999999997
570,1,24,18,1.05,-12.6,3.8691999999999998
571,1,24,19,1.07,-13.3,3.8286
572,1,24,20,1.03,-13.2,3.8343999999999996
573,1,24,21,0.9,-15.2,3.7183999999999995
574,1,24,22,0.85,-15.1,3.7241999999999997
575,1,24,23,0.76,-15.1,3.7241999999999997
576,1,24,24,0.73,-15.6,3.6952
577,1,25,1,0.73,-16.5,3.643
578,1,25,2,0.72,-12.6,3.8691999999999998
579,1,25,3,0.72,-8.3,4.1186
580,1,25,4,0.72,-8.2,4.1244
581,1,25,5,0.73,-8.9,4.0838
582,1,25,6,0.74,-9.6,4.0432
583,1,25,7,0.84,-9.4,4.054799999999999
584,1,25,8,0.93,-9.9,4.025799999999999
585,1,25,9,0.99,-10.4,3.9967999999999995
586,1,25,10,0.99,-12.8,3.8575999999999997
587,1,25,11,0.97,-12.3,3.8865999999999996
588,1,25,12,0.96,-11.0,3.9619999999999997
589,1,25,13,0.91,-10.0,4.02
590,1,25,14,0.86,-9.2,4.0664
591,1,25,15,0.82,-8.8,4.0896
592,1,25,16,0.82,-8.7,4.0954
593,1,25,17,0.86,-9.4,4.054799999999999
594,1,25,18,0.92,-9.5,4.0489999999999995
595,1,25,19,0.88,-10.1,4.0142
596,1,25,20,0.77,-10.6,3.9852
597,1,25,21,0.74,-9.9,4.025799999999999
