2013,mm,dd,HH,SEK/kWh,C,COP
2166,4,1,6,0.78,-7.7,4.1533999999999995
2167,4,1,7,0.78,-6.0,4.252
2168,4,1,8,0.78,-2.4,4.4608
2169,4,1,9,0.79,-0.1,4.5942
2170,4,1,10,0.79,2.2,4.7276
2171,4,1,11,0.79,3.4,4.797199999999999
2172,4,1,12,0.78,4.3,4.849399999999999
2173,4,1,13,0.77,5.0,4.89
2174,4,1,14,0.75,5.8,4.9364
2175,4,1,15,0.74,5.9,4.9422
2176,4,1,16,0.75,5.6,4.924799999999999
2177,4,1,17,0.77,5.1,4.8957999999999995
2178,4,1,18,0.77,3.3,4.791399999999999
2179,4,1,19,0.79,1.3,4.6754
2180,4,1,20,0.79,0.5,4.629
2181,4,1,21,0.78,-1.7,4.501399999999999
2182,4,1,22,0.77,-2.4,4.4608
2183,4,1,23,0.76,-3.2,4.4144
2184,4,1,24,0.78,-3.6,4.3911999999999995
2185,4,2,1,0.77,-4.1,4.3622
2186,4,2,2,0.77,-3.7,4.3854
2187,4,2,3,0.77,-3.8,4.3796
2188,4,2,4,0.77,-4.2,4.3564
2189,4,2,5,0.79,-4.4,4.344799999999999
2190,4,2,6,0.84,-5.0,4.31
2191,4,2,7,1.18,-4.5,4.3389999999999995
2192,4,2,8,1.29,-1.5,4.513
2193,4,2,9,1.03,0.9,4.6522
2194,4,2,10,0.87,2.8,4.7623999999999995
2195,4,2,11,0.82,4.3,4.849399999999999
2196,4,2,12,0.81,5.0,4.89
2197,4,2,13,0.8,5.6,4.924799999999999
2198,4,2,14,0.79,6.0,4.9479999999999995
2199,4,2,15,0.79,6.5,4.976999999999999
2200,4,2,16,0.79,6.6,4.982799999999999
2201,4,2,17,0.79,6.4,4.9712
2202,4,2,18,0.83,5.7,4.9306
2203,4,2,19,0.87,4.0,4.832
2204,4,2,20,0.87,2.7,4.7566
2205,4,2,21,0.83,2.8,4.7623999999999995
2206,4,2,22,0.79,0.0,4.6
2207,4,2,23,0.76,-1.0,4.542
2208,4,2,24,0.77,-1.7,4.501399999999999
2209,4,3,1,0.76,-2.0,4.484
2210,4,3,2,0.76,-2.8,4.4376
2211,4,3,3,0.77,-3.8,4.3796
2212,4,3,4,0.77,-4.1,4.3622
2213,4,3,5,0.79,-4.8,4.3216
2214,4,3,6,0.8,-4.9,4.315799999999999
2215,4,3,7,0.87,-3.6,4.3911999999999995
2216,4,3,8,0.9,-1.2,4.530399999999999
2217,4,3,9,0.83,2.0,4.715999999999999
2218,4,3,10,0.81,4.6,4.8668
2219,4,3,11,0.8,5.4,4.9132
2220,4,3,12,0.8,6.0,4.9479999999999995
2221,4,3,13,0.79,6.3,4.9654
2222,4,3,14,0.78,6.8,4.9944
2223,4,3,15,0.78,6.8,4.9944
2224,4,3,16,0.78,6.9,5.0001999999999995
2225,4,3,17,0.78,6.6,4.982799999999999
2226,4,3,18,0.78,5.9,4.9422
2227,4,3,19,0.81,5.0,4.89
2228,4,3,20,0.81,2.6,4.7508
2229,4,3,21,0.79,1.4,4.6812
2230,4,3,22,0.77,0.8,4.6464
2231,4,3,23,0.75,-0.9,4.5478
2232,4,3,24,0.75,-1.1,4.5362
2233,4,4,1,0.75,-3.3,4.4086
2234,4,4,2,0.75,-4.5,4.3389999999999995
2235,4,4,3,0.75,-4.1,4.3622
2236,4,4,4,0.77,-4.8,4.3216
2237,4,4,5,0.78,-5.1,4.3042
2238,4,4,6,0.79,-5.2,4.2984
2239,4,4,7,0.88,-3.7,4.3854
2240,4,4,8,0.96,-0.8,4.553599999999999
2241,4,4,9,0.91,1.5,4.686999999999999
2242,4,4,10,0.86,4.2,4.8435999999999995
2243,4,4,11,0.81,6.0,4.9479999999999995
2244,4,4,12,0.79,5.6,4.924799999999999
2245,4,4,13,0.78,6.1,4.953799999999999
2246,4,4,14,0.78,6.6,4.982799999999999
2247,4,4,15,0.77,6.8,4.9944
2248,4,4,16,0.77,6.4,4.9712
2249,4,4,17,0.78,5.9,4.9422
2250,4,4,18,0.79,4.6,4.8668
2251,4,4,19,0.8,2.9,4.768199999999999
2252,4,4,20,0.81,1.3,4.6754
2253,4,4,21,0.8,0.3,4.6174
2254,4,4,22,0.79,-1.7,4.501399999999999
2255,4,4,23,0.73,-2.9,4.4318
2256,4,4,24,0.76,-3.8,4.3796
2257,4,5,1,0.75,-4.0,4.367999999999999
2258,4,5,2,0.75,-4.7,4.3274
2259,4,5,3,0.75,-4.5,4.3389999999999995
2260,4,5,4,0.78,-4.1,4.3622
2261,4,5,5,0.8,-4.3,4.3506
2262,4,5,6,0.81,-4.0,4.367999999999999
2263,4,5,7,0.97,-2.4,4.4608
2264,4,5,8,1.13,-0.6,4.5652
2265,4,5,9,1.0,1.5,4.686999999999999
2266,4,5,10,0.88,3.2,4.7856
2267,4,5,11,0.84,3.9,4.8262
2268,4,5,12,0.83,4.6,4.8668
2269,4,5,13,0.81,5.4,4.9132
2270,4,5,14,0.8,6.0,4.9479999999999995
2271,4,5,15,0.79,6.3,4.9654
2272,4,5,16,0.79,5.8,4.9364
2273,4,5,17,0.8,4.5,4.861
2274,4,5,18,0.81,3.6,4.8088
2275,4,5,19,0.81,1.6,4.6928
2276,4,5,20,0.81,0.8,4.6464
2277,4,5,21,0.8,-0.1,4.5942
2278,4,5,22,0.79,-0.5,4.571
2279,4,5,23,0.77,-2.7,4.4434
2280,4,5,24,0.8,-2.4,4.4608
2281,4,6,1,0.8,-3.5,4.396999999999999
2282,4,6,2,0.79,-3.9,4.373799999999999
2283,4,6,3,0.79,-4.7,4.3274
2284,4,6,4,0.8,-5.2,4.2984
2285,4,6,5,0.8,-4.9,4.315799999999999
2286,4,6,6,0.81,-5.1,4.3042
2287,4,6,7,0.8,-3.7,4.3854
2288,4,6,8,0.8,-0.1,4.5942
2289,4,6,9,0.81,2.3,4.7334
2290,4,6,10,0.81,4.2,4.8435999999999995
2291,4,6,11,0.8,5.6,4.924799999999999
2292,4,6,12,0.8,5.7,4.9306
2293,4,6,13,0.78,5.6,4.924799999999999
2294,4,6,14,0.76,6.3,4.9654
2295,4,6,15,0.75,6.4,4.9712
2296,4,6,16,0.75,6.8,4.9944
2297,4,6,17,0.76,6.6,4.982799999999999
2298,4,6,18,0.81,6.0,4.9479999999999995
2299,4,6,19,0.82,4.3,4.849399999999999
2300,4,6,20,0.82,4.3,4.849399999999999
2301,4,6,21,0.8,2.9,4.768199999999999
2302,4,6,22,0.78,2.0,4.715999999999999
2303,4,6,23,0.75,1.4,4.6812
2304,4,6,24,0.77,1.2,4.6696
2305,4,7,1,0.75,0.3,4.6174
2306,4,7,2,0.75,0.2,4.611599999999999
2307,4,7,3,0.75,-0.1,4.5942
2308,4,7,4,0.75,-0.9,4.5478
2309,4,7,5,0.76,-1.1,4.5362
2310,4,7,6,0.77,-0.6,4.5652
2311,4,7,7,0.77,0.0,4.6
2312,4,7,8,0.76,0.5,4.629
2313,4,7,9,0.77,1.5,4.686999999999999
2314,4,7,10,0.77,2.7,4.7566
2315,4,7,11,0.77,2.8,4.7623999999999995
2316,4,7,12,0.76,3.7,4.8145999999999995
2317,4,7,13,0.75,4.1,4.8378
2318,4,7,14,0.75,4.1,4.8378
2319,4,7,15,0.74,4.3,4.849399999999999
2320,4,7,16,0.75,4.1,4.8378
2321,4,7,17,0.76,4.0,4.832
2322,4,7,18,0.78,2.6,4.7508
2323,4,7,19,0.8,1.4,4.6812
2324,4,7,20,0.82,0.0,4.6
2325,4,7,21,0.81,-0.6,4.5652
2326,4,7,22,0.79,-1.4,4.5188
2327,4,7,23,0.77,-1.4,4.5188
2328,4,7,24,0.78,-3.4,4.4028
2329,4,8,1,0.77,-2.8,4.4376
2330,4,8,2,0.77,-3.5,4.396999999999999
2331,4,8,3,0.77,-3.6,4.3911999999999995
2332,4,8,4,0.79,-4.7,4.3274
2333,4,8,5,0.82,-5.6,4.2752
2334,4,8,6,0.88,-4.1,4.3622
2335,4,8,7,1.14,-2.5,4.455
2336,4,8,8,1.13,-1.4,4.5188
2337,4,8,9,0.99,-0.2,4.5884
2338,4,8,10,0.89,1.3,4.6754
2339,4,8,11,0.89,2.0,4.715999999999999
2340,4,8,12,0.88,2.8,4.7623999999999995
2341,4,8,13,0.85,3.3,4.791399999999999
2342,4,8,14,0.85,3.6,4.8088
2343,4,8,15,0.85,4.2,4.8435999999999995
2344,4,8,16,0.84,3.9,4.8262
2345,4,8,17,0.88,3.4,4.797199999999999
2346,4,8,18,0.86,2.0,4.715999999999999
2347,4,8,19,0.86,1.6,4.6928
2348,4,8,20,0.87,-0.6,4.5652
2349,4,8,21,0.85,-2.6,4.449199999999999
2350,4,8,22,0.82,-3.6,4.3911999999999995
2351,4,8,23,0.78,-3.9,4.373799999999999
2352,4,8,24,0.81,-3.7,4.3854
2353,4,9,1,0.8,-4.7,4.3274
2354,4,9,2,0.8,-4.6,4.3332
2355,4,9,3,0.8,-5.7,4.269399999999999
2356,4,9,4,0.8,-6.3,4.2345999999999995
2357,4,9,5,0.82,-6.6,4.2172
2358,4,9,6,0.84,-5.9,4.2578
2359,4,9,7,0.92,-3.9,4.373799999999999
2360,4,9,8,0.97,-1.4,4.5188
2361,4,9,9,0.86,2.0,4.715999999999999
2362,4,9,10,0.84,2.6,4.7508
2363,4,9,11,0.83,3.0,4.774
2364,4,9,12,0.82,3.8,4.820399999999999
2365,4,9,13,0.82,4.6,4.8668
2366,4,9,14,0.81,4.6,4.8668
2367,4,9,15,0.81,3.9,4.8262
2368,4,9,16,0.81,3.8,4.820399999999999
2369,4,9,17,0.81,3.4,4.797199999999999
2370,4,9,18,0.81,2.6,4.7508
2371,4,9,19,0.82,1.3,4.6754
2372,4,9,20,0.83,-0.2,4.5884
2373,4,9,21,0.82,-1.3,4.5245999999999995
2374,4,9,22,0.79,-2.1,4.478199999999999
2375,4,9,23,0.74,-2.6,4.449199999999999
2376,4,9,24,0.79,-3.5,4.396999999999999
2377,4,10,1,0.78,-3.1,4.4201999999999995
2378,4,10,2,0.78,-4.3,4.3506
2379,4,10,3,0.78,-4.7,4.3274
2380,4,10,4,0.8,-5.2,4.2984
2381,4,10,5,0.81,-5.4,4.2867999999999995
2382,4,10,6,0.81,-5.4,4.2867999999999995
2383,4,10,7,0.94,-3.4,4.4028
2384,4,10,8,0.94,-1.9,4.4898
2385,4,10,9,0.88,0.3,4.6174
2386,4,10,10,0.84,1.6,4.6928
2387,4,10,11,0.83,2.6,4.7508
2388,4,10,12,0.82,3.3,4.791399999999999
2389,4,10,13,0.83,2.4,4.739199999999999
2390,4,10,14,0.82,2.8,4.7623999999999995
2391,4,10,15,0.82,2.5,4.744999999999999
2392,4,10,16,0.81,2.6,4.7508
2393,4,10,17,0.83,2.4,4.739199999999999
2394,4,10,18,0.83,1.6,4.6928
2395,4,10,19,0.83,0.8,4.6464
2396,4,10,20,0.84,0.2,4.611599999999999
2397,4,10,21,0.83,-0.1,4.5942
2398,4,10,22,0.82,-1.2,4.530399999999999
2399,4,10,23,0.79,-1.6,4.507199999999999
2400,4,10,24,0.77,-1.5,4.513
2401,4,11,1,0.77,-1.7,4.501399999999999
2402,4,11,2,0.77,-1.5,4.513
2403,4,11,3,0.77,-1.4,4.5188
2404,4,11,4,0.78,-1.3,4.5245999999999995
2405,4,11,5,0.8,-1.4,4.5188
2406,4,11,6,0.82,-1.8,4.4956
2407,4,11,7,0.94,-2.2,4.4723999999999995
2408,4,11,8,1.01,-1.2,4.530399999999999
2409,4,11,9,0.92,0.1,4.6057999999999995
2410,4,11,10,0.9,2.1,4.7218
2411,4,11,11,0.85,3.6,4.8088
2412,4,11,12,0.84,4.8,4.878399999999999
2413,4,11,13,0.84,4.9,4.8842
2414,4,11,14,0.82,4.8,4.878399999999999
2415,4,11,15,0.82,4.8,4.878399999999999
2416,4,11,16,0.81,4.2,4.8435999999999995
2417,4,11,17,0.82,3.8,4.820399999999999
2418,4,11,18,0.82,3.6,4.8088
2419,4,11,19,0.82,2.8,4.7623999999999995
2420,4,11,20,0.82,1.5,4.686999999999999
2421,4,11,21,0.82,0.9,4.6522
2422,4,11,22,0.8,0.7,4.6406
2423,4,11,23,0.77,0.6,4.634799999999999
2424,4,11,24,0.77,0.4,4.6232
2425,4,12,1,0.76,0.2,4.611599999999999
2426,4,12,2,0.76,0.2,4.611599999999999
2427,4,12,3,0.76,0.6,4.634799999999999
2428,4,12,4,0.78,0.7,4.6406
2429,4,12,5,0.81,0.7,4.6406
2430,4,12,6,0.81,0.5,4.629
2431,4,12,7,0.86,0.4,4.6232
2432,4,12,8,0.97,0.7,4.6406
2433,4,12,9,0.9,1.3,4.6754
2434,4,12,10,0.86,1.5,4.686999999999999
2435,4,12,11,0.84,1.6,4.6928
2436,4,12,12,0.83,1.7,4.6986
2437,4,12,13,0.83,1.8,4.7044
2438,4,12,14,0.83,1.8,4.7044
2439,4,12,15,0.82,2.2,4.7276
2440,4,12,16,0.82,2.2,4.7276
2441,4,12,17,0.82,2.0,4.715999999999999
2442,4,12,18,0.82,2.0,4.715999999999999
2443,4,12,19,0.82,2.0,4.715999999999999
2444,4,12,20,0.82,1.9,4.7101999999999995
2445,4,12,21,0.81,1.6,4.6928
2446,4,12,22,0.79,1.5,4.686999999999999
2447,4,12,23,0.77,1.3,4.6754
2448,4,12,24,0.82,1.3,4.6754
2449,4,13,1,0.78,1.4,4.6812
2450,4,13,2,0.77,1.1,4.663799999999999
2451,4,13,3,0.77,0.9,4.6522
2452,4,13,4,0.77,0.9,4.6522
2453,4,13,5,0.78,0.8,4.6464
2454,4,13,6,0.78,0.7,4.6406
2455,4,13,7,0.79,1.1,4.663799999999999
2456,4,13,8,0.8,1.4,4.6812
2457,4,13,9,0.82,1.9,4.7101999999999995
2458,4,13,10,0.82,2.2,4.7276
2459,4,13,11,0.82,2.4,4.739199999999999
2460,4,13,12,0.81,2.5,4.744999999999999
2461,4,13,13,0.8,2.9,4.768199999999999
2462,4,13,14,0.79,3.0,4.774
2463,4,13,15,0.79,2.9,4.768199999999999
2464,4,13,16,0.79,2.8,4.7623999999999995
2465,4,13,17,0.8,2.6,4.7508
2466,4,13,18,0.81,2.7,4.7566
2467,4,13,19,0.81,2.4,4.739199999999999
2468,4,13,20,0.83,2.1,4.7218
2469,4,13,21,0.82,1.9,4.7101999999999995
2470,4,13,22,0.8,1.9,4.7101999999999995
2471,4,13,23,0.78,1.9,4.7101999999999995
2472,4,13,24,0.77,2.0,4.715999999999999
2473,4,14,1,0.77,2.0,4.715999999999999
2474,4,14,2,0.76,2.0,4.715999999999999
2475,4,14,3,0.76,2.1,4.7218
2476,4,14,4,0.76,2.4,4.739199999999999
2477,4,14,5,0.76,2.3,4.7334
2478,4,14,6,0.77,2.2,4.7276
2479,4,14,7,0.77,2.3,4.7334
2480,4,14,8,0.77,1.8,4.7044
2481,4,14,9,0.78,3.4,4.797199999999999
2482,4,14,10,0.78,4.3,4.849399999999999
2483,4,14,11,0.77,5.5,4.919
2484,4,14,12,0.76,6.3,4.9654
2485,4,14,13,0.76,8.4,5.087199999999999
2486,4,14,14,0.75,10.3,5.1974
2487,4,14,15,0.73,11.3,5.2554
2488,4,14,16,0.73,12.2,5.3076
2489,4,14,17,0.74,12.0,5.295999999999999
2490,4,14,18,0.74,10.5,5.209
2491,4,14,19,0.74,9.4,5.1452
2492,4,14,20,0.75,8.8,5.110399999999999
2493,4,14,21,0.75,8.6,5.0988
2494,4,14,22,0.73,8.0,5.064
2495,4,14,23,0.67,7.1,5.0118
2496,4,14,24,0.63,7.0,5.005999999999999
2497,4,15,1,0.58,7.3,5.0234
2498,4,15,2,0.57,7.4,5.0291999999999994
2499,4,15,3,0.57,7.3,5.0234
2500,4,15,4,0.63,7.6,5.0408
2501,4,15,5,0.72,7.4,5.0291999999999994
2502,4,15,6,0.76,6.6,4.982799999999999
2503,4,15,7,0.82,6.2,4.9596
2504,4,15,8,0.84,5.7,4.9306
2505,4,15,9,0.82,7.1,5.0118
2506,4,15,10,0.82,9.4,5.1452
2507,4,15,11,0.82,9.3,5.1394
2508,4,15,12,0.82,11.6,5.2728
2509,4,15,13,0.82,12.9,5.348199999999999
2510,4,15,14,0.82,13.7,5.3946
2511,4,15,15,0.82,14.2,5.4235999999999995
2512,4,15,16,0.81,14.2,5.4235999999999995
2513,4,15,17,0.82,13.7,5.3946
2514,4,15,18,0.83,13.4,5.3772
2515,4,15,19,0.83,12.4,5.3191999999999995
2516,4,15,20,0.83,10.9,5.2322
2517,4,15,21,0.84,9.9,5.1742
2518,4,15,22,0.83,10.1,5.1857999999999995
2519,4,15,23,0.78,9.5,5.151
2520,4,15,24,0.75,9.7,5.162599999999999
2521,4,16,1,0.75,8.4,5.087199999999999
2522,4,16,2,0.75,7.4,5.0291999999999994
2523,4,16,3,0.76,6.2,4.9596
2524,4,16,4,0.77,5.3,4.9074
2525,4,16,5,0.79,5.3,4.9074
2526,4,16,6,0.81,2.8,4.7623999999999995
2527,4,16,7,0.86,5.4,4.9132
2528,4,16,8,0.88,7.5,5.034999999999999
2529,4,16,9,0.85,6.2,4.9596
2530,4,16,10,0.82,7.6,5.0408
2531,4,16,11,0.82,7.8,5.0524
2532,4,16,12,0.81,9.0,5.122
2533,4,16,13,0.81,10.3,5.1974
2534,4,16,14,0.81,12.8,5.3424
2535,4,16,15,0.8,13.7,5.3946
2536,4,16,16,0.8,14.6,5.4468
2537,4,16,17,0.8,14.2,5.4235999999999995
2538,4,16,18,0.81,12.6,5.3308
2539,4,16,19,0.81,12.0,5.295999999999999
2540,4,16,20,0.81,10.9,5.2322
2541,4,16,21,0.81,9.6,5.1568
2542,4,16,22,0.75,9.5,5.151
2543,4,16,23,0.7,10.5,5.209
2544,4,16,24,0.67,9.7,5.162599999999999
2545,4,17,1,0.66,9.7,5.162599999999999
2546,4,17,2,0.66,8.2,5.0756
2547,4,17,3,0.65,7.2,5.0176
2548,4,17,4,0.68,7.1,5.0118
2549,4,17,5,0.73,5.6,4.924799999999999
2550,4,17,6,0.75,6.4,4.9712
2551,4,17,7,0.8,7.6,5.0408
2552,4,17,8,0.8,8.9,5.116199999999999
2553,4,17,9,0.8,10.5,5.209
2554,4,17,10,0.79,10.7,5.220599999999999
2555,4,17,11,0.78,11.2,5.249599999999999
2556,4,17,12,0.77,12.2,5.3076
2557,4,17,13,0.77,13.1,5.3598
2558,4,17,14,0.75,13.1,5.3598
2559,4,17,15,0.75,13.4,5.3772
2560,4,17,16,0.75,13.1,5.3598
2561,4,17,17,0.76,12.3,5.3134
2562,4,17,18,0.76,11.3,5.2554
2563,4,17,19,0.78,10.8,5.2264
2564,4,17,20,0.78,7.8,5.0524
2565,4,17,21,0.76,6.9,5.0001999999999995
2566,4,17,22,0.74,7.4,5.0291999999999994
2567,4,17,23,0.68,7.3,5.0234
2568,4,17,24,0.62,8.3,5.0813999999999995
2569,4,18,1,0.62,8.7,5.1046
2570,4,18,2,0.61,8.9,5.116199999999999
2571,4,18,3,0.62,9.0,5.122
2572,4,18,4,0.63,8.9,5.116199999999999
2573,4,18,5,0.69,8.0,5.064
2574,4,18,6,0.71,7.8,5.0524
2575,4,18,7,0.74,7.7,5.0466
2576,4,18,8,0.75,8.2,5.0756
2577,4,18,9,0.74,9.1,5.1278
2578,4,18,10,0.74,10.6,5.214799999999999
2579,4,18,11,0.74,12.4,5.3191999999999995
2580,4,18,12,0.73,13.8,5.400399999999999
2581,4,18,13,0.72,12.9,5.348199999999999
2582,4,18,14,0.71,13.2,5.3656
2583,4,18,15,0.7,12.9,5.348199999999999
2584,4,18,16,0.69,12.1,5.3018
2585,4,18,17,0.7,12.2,5.3076
2586,4,18,18,0.7,10.9,5.2322
2587,4,18,19,0.72,9.9,5.1742
2588,4,18,20,0.72,9.3,5.1394
2589,4,18,21,0.71,8.3,5.0813999999999995
2590,4,18,22,0.66,8.1,5.0698
2591,4,18,23,0.62,7.5,5.034999999999999
2592,4,18,24,0.53,7.1,5.0118
2593,4,19,1,0.48,6.9,5.0001999999999995
2594,4,19,2,0.47,6.6,4.982799999999999
2595,4,19,3,0.46,6.3,4.9654
2596,4,19,4,0.53,6.2,4.9596
2597,4,19,5,0.62,5.9,4.9422
2598,4,19,6,0.66,6.7,4.9886
2599,4,19,7,0.72,7.8,5.0524
2600,4,19,8,0.73,8.9,5.116199999999999
2601,4,19,9,0.73,9.1,5.1278
2602,4,19,10,0.72,8.9,5.116199999999999
2603,4,19,11,0.72,8.1,5.0698
2604,4,19,12,0.71,8.1,5.0698
2605,4,19,13,0.7,8.3,5.0813999999999995
2606,4,19,14,0.7,8.3,5.0813999999999995
2607,4,19,15,0.69,8.3,5.0813999999999995
2608,4,19,16,0.68,8.3,5.0813999999999995
2609,4,19,17,0.7,7.5,5.034999999999999
2610,4,19,18,0.7,7.4,5.0291999999999994
2611,4,19,19,0.69,7.0,5.005999999999999
2612,4,19,20,0.68,6.7,4.9886
2613,4,19,21,0.68,6.0,4.9479999999999995
2614,4,19,22,0.66,5.3,4.9074
2615,4,19,23,0.64,4.9,4.8842
2616,4,19,24,0.64,3.1,4.7798
2617,4,20,1,0.65,2.3,4.7334
2618,4,20,2,0.66,2.1,4.7218
2619,4,20,3,0.67,0.8,4.6464
2620,4,20,4,0.68,-0.1,4.5942
2621,4,20,5,0.66,-0.6,4.5652
2622,4,20,6,0.67,1.5,4.686999999999999
2623,4,20,7,0.69,3.2,4.7856
2624,4,20,8,0.71,4.9,4.8842
2625,4,20,9,0.71,5.7,4.9306
2626,4,20,10,0.71,6.7,4.9886
2627,4,20,11,0.71,7.9,5.058199999999999
2628,4,20,12,0.71,8.8,5.110399999999999
2629,4,20,13,0.7,9.1,5.1278
2630,4,20,14,0.69,9.9,5.1742
2631,4,20,15,0.68,9.8,5.1684
2632,4,20,16,0.69,10.1,5.1857999999999995
2633,4,20,17,0.7,9.8,5.1684
2634,4,20,18,0.69,9.2,5.1335999999999995
2635,4,20,19,0.69,8.1,5.0698
2636,4,20,20,0.71,5.8,4.9364
2637,4,20,21,0.72,2.9,4.768199999999999
2638,4,20,22,0.72,1.7,4.6986
2639,4,20,23,0.72,0.7,4.6406
2640,4,20,24,0.71,-0.7,4.559399999999999
2641,4,21,1,0.69,-1.2,4.530399999999999
2642,4,21,2,0.68,-1.0,4.542
2643,4,21,3,0.69,-2.1,4.478199999999999
2644,4,21,4,0.69,-2.2,4.4723999999999995
2645,4,21,5,0.69,-3.2,4.4144
2646,4,21,6,0.68,-1.3,4.5245999999999995
2647,4,21,7,0.69,1.6,4.6928
2648,4,21,8,0.71,4.0,4.832
2649,4,21,9,0.71,6.8,4.9944
2650,4,21,10,0.71,8.7,5.1046
2651,4,21,11,0.7,9.8,5.1684
2652,4,21,12,0.7,10.6,5.214799999999999
2653,4,21,13,0.68,11.5,5.2669999999999995
2654,4,21,14,0.66,12.5,5.324999999999999
2655,4,21,15,0.65,12.9,5.348199999999999
2656,4,21,16,0.66,13.5,5.383
2657,4,21,17,0.67,13.5,5.383
2658,4,21,18,0.68,12.9,5.348199999999999
2659,4,21,19,0.7,10.7,5.220599999999999
2660,4,21,20,0.71,8.4,5.087199999999999
2661,4,21,21,0.71,8.4,5.087199999999999
2662,4,21,22,0.72,6.6,4.982799999999999
2663,4,21,23,0.67,5.5,4.919
2664,4,21,24,0.65,4.7,4.872599999999999
2665,4,22,1,0.65,3.9,4.8262
2666,4,22,2,0.65,3.4,4.797199999999999
2667,4,22,3,0.67,3.2,4.7856
2668,4,22,4,0.68,2.5,4.744999999999999
2669,4,22,5,0.69,2.7,4.7566
2670,4,22,6,0.73,3.0,4.774
2671,4,22,7,0.77,3.6,4.8088
2672,4,22,8,0.78,4.1,4.8378
2673,4,22,9,0.77,4.9,4.8842
2674,4,22,10,0.77,6.4,4.9712
2675,4,22,11,0.76,7.3,5.0234
2676,4,22,12,0.76,7.5,5.034999999999999
2677,4,22,13,0.74,7.9,5.058199999999999
2678,4,22,14,0.72,6.7,4.9886
2679,4,22,15,0.72,6.2,4.9596
2680,4,22,16,0.7,6.1,4.953799999999999
2681,4,22,17,0.72,6.0,4.9479999999999995
2682,4,22,18,0.73,5.9,4.9422
2683,4,22,19,0.72,5.8,4.9364
2684,4,22,20,0.73,4.8,4.878399999999999
2685,4,22,21,0.73,4.3,4.849399999999999
2686,4,22,22,0.68,3.8,4.820399999999999
2687,4,22,23,0.61,4.1,4.8378
2688,4,22,24,0.54,4.6,4.8668
2689,4,23,1,0.55,5.3,4.9074
2690,4,23,2,0.46,5.4,4.9132
2691,4,23,3,0.47,5.7,4.9306
2692,4,23,4,0.48,6.1,4.953799999999999
2693,4,23,5,0.57,6.4,4.9712
2694,4,23,6,0.67,6.5,4.976999999999999
2695,4,23,7,0.75,6.2,4.9596
2696,4,23,8,0.74,7.2,5.0176
2697,4,23,9,0.72,8.8,5.110399999999999
2698,4,23,10,0.69,9.7,5.162599999999999
2699,4,23,11,0.69,9.9,5.1742
2700,4,23,12,0.69,11.6,5.2728
2701,4,23,13,0.65,12.0,5.295999999999999
2702,4,23,14,0.65,11.3,5.2554
2703,4,23,15,0.64,12.2,5.3076
2704,4,23,16,0.64,11.7,5.2786
2705,4,23,17,0.65,11.1,5.243799999999999
2706,4,23,18,0.7,10.9,5.2322
2707,4,23,19,0.69,9.5,5.151
2708,4,23,20,0.68,8.3,5.0813999999999995
2709,4,23,21,0.69,7.6,5.0408
2710,4,23,22,0.65,6.9,5.0001999999999995
2711,4,23,23,0.65,6.3,4.9654
2712,4,23,24,0.62,6.0,4.9479999999999995
2713,4,24,1,0.63,5.4,4.9132
2714,4,24,2,0.62,5.3,4.9074
2715,4,24,3,0.61,4.9,4.8842
2716,4,24,4,0.63,4.7,4.872599999999999
2717,4,24,5,0.68,4.9,4.8842
2718,4,24,6,0.74,5.7,4.9306
2719,4,24,7,0.76,6.4,4.9712
2720,4,24,8,0.77,7.7,5.0466
2721,4,24,9,0.76,8.9,5.116199999999999
2722,4,24,10,0.76,9.9,5.1742
2723,4,24,11,0.72,9.8,5.1684
2724,4,24,12,0.69,10.8,5.2264
2725,4,24,13,0.67,9.9,5.1742
2726,4,24,14,0.67,8.1,5.0698
2727,4,24,15,0.65,7.8,5.0524
2728,4,24,16,0.65,7.4,5.0291999999999994
2729,4,24,17,0.67,7.1,5.0118
2730,4,24,18,0.71,7.1,5.0118
2731,4,24,19,0.71,6.6,4.982799999999999
2732,4,24,20,0.72,6.4,4.9712
2733,4,24,21,0.72,6.3,4.9654
2734,4,24,22,0.68,7.1,5.0118
2735,4,24,23,0.63,6.0,4.9479999999999995
2736,4,24,24,0.6,5.3,4.9074
2737,4,25,1,0.59,4.7,4.872599999999999
2738,4,25,2,0.58,4.4,4.8552
2739,4,25,3,0.55,4.0,4.832
2740,4,25,4,0.58,3.1,4.7798
2741,4,25,5,0.66,2.9,4.768199999999999
2742,4,25,6,0.74,3.4,4.797199999999999
2743,4,25,7,0.76,5.0,4.89
2744,4,25,8,0.76,6.1,4.953799999999999
2745,4,25,9,0.74,7.4,5.0291999999999994
2746,4,25,10,0.74,8.9,5.116199999999999
2747,4,25,11,0.74,9.8,5.1684
2748,4,25,12,0.73,10.9,5.2322
2749,4,25,13,0.73,12.1,5.3018
2750,4,25,14,0.72,12.8,5.3424
2751,4,25,15,0.71,13.2,5.3656
2752,4,25,16,0.7,13.4,5.3772
2753,4,25,17,0.71,13.4,5.3772
2754,4,25,18,0.72,12.7,5.3366
2755,4,25,19,0.74,10.9,5.2322
2756,4,25,20,0.75,9.4,5.1452
2757,4,25,21,0.73,8.1,5.0698
2758,4,25,22,0.71,7.4,5.0291999999999994
2759,4,25,23,0.65,7.1,5.0118
2760,4,25,24,0.62,6.8,4.9944
2761,4,26,1,0.63,6.3,4.9654
