Månad,Dag,Timme,Årstimme,Meteonorm Lkp Utetemp (grad C),Meteonorm Lkp Utetemp heltal (grad C),SMHI Lkp 2015 Utetemp (grad C),SMHI Lkp 2015 Utetemp heltal (grad C),SMHI Lkp 2013 Utetemp (grad C),SMHI Lkp 2013 Utetemp heltal (grad C),SMHI Lkp 2010 Utetemp (grad C),SMHI Lkp 2010 Utetemp heltal (grad C)
2,15,16,1096,-9.2,-9    , 0.10    , -      ,0.6,1,-4.50    ,-5    
2,15,17,1097,-10.4,-10    ,-0.90    ,-1    ,0.5,1,-4.70    ,-5    
2,15,18,1098,-9.9,-10    ,-1.50    ,-2    ,0.4,0,-4.70    ,-5    
2,15,19,1099,-9.3,-9    ,-2.10    ,-2    ,0.4,0,-4.60    ,-5    
2,15,20,1100,-8.8,-9    ,-2.30    ,-2    ,0.3,0,-4.60    ,-5    
2,15,21,1101,-8.2,-8    ,-2.20    ,-2    ,0.4,0,-4.30    ,-4    
2,15,22,1102,-7.6,-8    ,-2.30    ,-2    ,0.3,0,-4.30    ,-4    
2,15,23,1103,-7.1,-7    ,-2.60    ,-3    ,0.2,0,-4.30    ,-4    
2,15,24,1104,-6.5,-7    ,-2.60    ,-3    ,0.1,0,-4.10    ,-4    
2,16,1,1105,-6.5,-7    ,-2.10    ,-2    ,-0.2,0,-3.90    ,-4    
2,16,2,1106,-6.6,-7    ,-1.50    ,-2    ,-0.1,0,-4.30    ,-4    
2,16,3,1107,-6.6,-7    ,-1.40    ,-1    ,-0.3,0,-4.40    ,-4    
2,16,4,1108,-6.6,-7    ,-1.40    ,-1    ,-0.6,-1,-4.60    ,-5    
2,16,5,1109,-6.7,-7    ,-1.30    ,-1    ,-0.8,-1,-4.70    ,-5    
2,16,6,1110,-6.7,-7    ,-1.20    ,-1    ,-0.8,-1,-4.70    ,-5    
2,16,7,1111,-6.7,-7    ,-1.30    ,-1    ,-0.7,-1,-4.80    ,-5    
2,16,8,1112,-6.7,-7    ,-1.20    ,-1    ,-1,-1,-4.80    ,-5    
2,16,9,1113,-4.9,-5    ,-1.40    ,-1    ,-0.6,-1,-4.60    ,-5    
2,16,10,1114,-2.8,-3    ,-1.20    ,-1    ,-0.6,-1,-4.10    ,-4    
2,16,11,1115,-1,-1    ,-0.90    ,-1    ,-0.5,-1,-3.20    ,-3    
2,16,12,1116,0.4, -      ,-0.60    ,-1    ,-0.3,0,-2.60    ,-3    
2,16,13,1117,0.8, 1    ,-0.30    , -      ,0,0,-2.10    ,-2    
2,16,14,1118,1.1, 1    , -      , -      ,0,0,-2.00    ,-2    
2,16,15,1119,1.1, 1    , -      , -      ,-0.1,0,-2.20    ,-2    
2,16,16,1120,0.7, 1    , -      , -      ,-0.3,0,-2.10    ,-2    
2,16,17,1121,-0.4, -      ,-0.10    , -      ,-0.4,0,-2.40    ,-2    
2,16,18,1122,-0.6,-1    ,-0.30    , -      ,-0.5,-1,-3.50    ,-4    
2,16,19,1123,-0.7,-1    ,-0.50    ,-1    ,-0.8,-1,-4.10    ,-4    
2,16,20,1124,-0.8,-1    ,-0.90    ,-1    ,-0.6,-1,-4.60    ,-5    
2,16,21,1125,-1,-1    ,-0.90    ,-1    ,-0.3,0,-4.40    ,-4    
2,16,22,1126,-1.1,-1    ,-0.80    ,-1    ,-0.2,0,-4.70    ,-5    
2,16,23,1127,-1.3,-1    ,-0.70    ,-1    ,-0.1,0,-5.00    ,-5    
2,16,24,1128,-1.4,-1    ,-0.60    ,-1    ,0.1,0,-5.30    ,-5    
2,17,1,1129,-1.5,-2    ,-0.60    ,-1    ,-0.2,0,-5.50    ,-6    
2,17,2,1130,-1.5,-2    ,-0.40    , -      ,-0.4,0,-5.60    ,-6    
2,17,3,1131,-1.5,-2    ,-0.30    , -      ,-0.7,-1,-5.60    ,-6    
2,17,4,1132,-1.5,-2    ,-0.30    , -      ,-0.5,-1,-5.90    ,-6    
2,17,5,1133,-1.5,-2    ,-0.90    ,-1    ,-0.6,-1,-5.60    ,-6    
2,17,6,1134,-1.4,-1    ,-0.60    ,-1    ,-0.5,-1,-5.40    ,-5    
2,17,7,1135,-1.4,-1    ,-0.60    ,-1    ,-0.7,-1,-6.20    ,-6    
2,17,8,1136,-1.2,-1    ,-0.70    ,-1    ,-0.9,-1,-6.10    ,-6    
2,17,9,1137,-0.9,-1    ,-0.50    ,-1    ,-0.8,-1,-5.30    ,-5    
2,17,10,1138,-0.6,-1    ,-0.30    , -      ,-0.6,-1,-4.10    ,-4    
2,17,11,1139,0.3, -      ,-0.10    , -      ,-0.5,-1,-3.70    ,-4    
2,17,12,1140,0.8, 1    , 0.10    , -      ,-0.8,-1,-3.20    ,-3    
2,17,13,1141,1, 1    , 0.40    , -      ,-0.6,-1,-3.00    ,-3    
2,17,14,1142,3.1, 3    , 0.50    , 1    ,-0.5,-1,-3.00    ,-3    
2,17,15,1143,3.7, 4    , 0.60    , 1    ,-0.4,0,-3.00    ,-3    
2,17,16,1144,3.9, 4    , 0.70    , 1    ,-0.3,0,-3.00    ,-3    
2,17,17,1145,3.3, 3    , 0.70    , 1    ,-0.3,0,-3.30    ,-3    
2,17,18,1146,2.7, 3    , 0.90    , 1    ,-0.2,0,-3.40    ,-3    
2,17,19,1147,2.2, 2    , 1.30    , 1    ,0.1,0,-3.50    ,-4    
2,17,20,1148,1.7, 2    , 1.10    , 1    ,0.1,0,-3.70    ,-4    
2,17,21,1149,1.1, 1    , 0.80    , 1    ,0.2,0,-3.90    ,-4    
2,17,22,1150,0.6, 1    , 1.50    , 2    ,0.2,0,-4.10    ,-4    
2,17,23,1151,0, -      , 2.50    , 3    ,0.1,0,-4.10    ,-4    
2,17,24,1152,-0.5,-1    , 3.10    , 3    ,0.3,0,-4.10    ,-4    
2,18,1,1153,-1.8,-2    , 3.80    , 4    ,0.5,1,-4.10    ,-4    
2,18,2,1154,-3.3,-3    , 3.80    , 4    ,0.5,1,-4.30    ,-4    
2,18,3,1155,-4.7,-5    , 4.20    , 4    ,0.5,1,-4.40    ,-4    
2,18,4,1156,-5.5,-6    , 4.30    , 4    ,0.4,0,-4.50    ,-5    
2,18,5,1157,-6.3,-6    , 4.40    , 4    ,0.4,0,-4.80    ,-5    
2,18,6,1158,-6.9,-7    , 4.90    , 5    ,0.4,0,-5.20    ,-5    
2,18,7,1159,-7.4,-7    , 5.10    , 5    ,0.4,0,-5.50    ,-6    
2,18,8,1160,-7.5,-8    , 5.20    , 5    ,0.4,0,-5.80    ,-6    
2,18,9,1161,-6,-6    , 5.50    , 6    ,0.4,0,-5.80    ,-6    
2,18,10,1162,-4,-4    , 5.10    , 5    ,0.4,0,-5.50    ,-6    
2,18,11,1163,-2.4,-2    , 5.10    , 5    ,0.6,1,-5.30    ,-5    
2,18,12,1164,-1,-1    , 4.80    , 5    ,0.6,1,-4.90    ,-5    
2,18,13,1165,-0.1, -      , 4.90    , 5    ,0.5,1,-4.20    ,-4    
2,18,14,1166,0.3, -      , 5.00    , 5    ,0.3,0,-3.90    ,-4    
2,18,15,1167,0.2, -      , 4.60    , 5    ,0.3,0,-3.80    ,-4    
2,18,16,1168,-0.6,-1    , 4.50    , 5    ,0.3,0,-3.90    ,-4    
2,18,17,1169,-2,-2    , 4.60    , 5    ,-0.2,0,-4.30    ,-4    
2,18,18,1170,-2.7,-3    , 4.80    , 5    ,-0.6,-1,-4.90    ,-5    
2,18,19,1171,-3.3,-3    , 4.70    , 5    ,-1.1,-1,-4.70    ,-5    
2,18,20,1172,-4,-4    , 4.70    , 5    ,-1.1,-1,-5.00    ,-5    
2,18,21,1173,-4.6,-5    , 5.00    , 5    ,-1.1,-1,-4.90    ,-5    
2,18,22,1174,-5.3,-5    , 4.90    , 5    ,-1.1,-1,-5.00    ,-5    
2,18,23,1175,-6,-6    , 4.90    , 5    ,-1.1,-1,-4.40    ,-4    
2,18,24,1176,-6.6,-7    , 5.40    , 5    ,-1.5,-2,-4.10    ,-4    
2,19,1,1177,-6.7,-7    , 5.70    , 6    ,-2,-2,-4.10    ,-4    
2,19,2,1178,-6.8,-7    , 6.20    , 6    ,-2.5,-3,-4.20    ,-4    
2,19,3,1179,-7,-7    , 6.00    , 6    ,-2.7,-3,-4.20    ,-4    
2,19,4,1180,-7,-7    , 6.30    , 6    ,-2.8,-3,-5.00    ,-5    
2,19,5,1181,-7.1,-7    , 6.00    , 6    ,-3,-3,-5.90    ,-6    
2,19,6,1182,-7.1,-7    , 5.80    , 6    ,-3.1,-3,-7.00    ,-7    
2,19,7,1183,-7.1,-7    , 5.60    , 6    ,-3.3,-3,-8.30    ,-8    
2,19,8,1184,-7,-7    , 6.00    , 6    ,-3.4,-3,-8.70    ,-9    
2,19,9,1185,-4.4,-4    , 5.90    , 6    ,-3.3,-3,-8.90    ,-9    
2,19,10,1186,-1.7,-2    , 6.40    , 6    ,-3.4,-3,-8.90    ,-9    
2,19,11,1187,0.9, 1    , 6.60    , 7    ,-3.2,-3,-8.70    ,-9    
2,19,12,1188,2.9, 3    , 6.70    , 7    ,-2.4,-2,-8.60    ,-9    
2,19,13,1189,4.5, 5    , 5.90    , 6    ,-2.5,-3,-8.60    ,-9    
2,19,14,1190,5.4, 5    , 6.10    , 6    ,-2.1,-2,-8.70    ,-9    
2,19,15,1191,5.5, 6    , 5.90    , 6    ,-2.2,-2,-8.70    ,-9    
2,19,16,1192,4.6, 5    , 5.60    , 6    ,-2.5,-3,-9.00    ,-9    
2,19,17,1193,2.7, 3    , 5.20    , 5    ,-2.6,-3,,-9    
2,19,18,1194,2.5, 3    , 4.80    , 5    ,-2.6,-3,-9.60    ,-10    
2,19,19,1195,2.2, 2    , 4.40    , 4    ,-2.5,-3,-9.80    ,-10    
2,19,20,1196,1.9, 2    , 4.30    , 4    ,-2.5,-3,-9.70    ,-10    
2,19,21,1197,1.7, 2    , 4.20    , 4    ,-2.5,-3,-9.20    ,-9    
2,19,22,1198,1.4, 1    , 4.10    , 4    ,-2.3,-2,-8.40    ,-8    
2,19,23,1199,1.2, 1    , 4.10    , 4    ,-2.1,-2,-7.50    ,-8    
2,19,24,1200,0.9, 1    , 4.10    , 4    ,-2.1,-2,-7.30    ,-7    
2,20,1,1201,0.7, 1    , 4.00    , 4    ,-2.1,-2,-7.40    ,-7    
2,20,2,1202,0.3, -      , 3.60    , 4    ,-2.1,-2,-7.70    ,-8    
2,20,3,1203,0, -      , 3.20    , 3    ,-2,-2,-8.30    ,-8    
2,20,4,1204,-0.1, -      , 3.00    , 3    ,-2.1,-2,-8.80    ,-9    
2,20,5,1205,-0.3, -      , 3.10    , 3    ,-3,-3,-9.30    ,-9    
2,20,6,1206,-0.4, -      , 3.30    , 3    ,-3.4,-3,-9.70    ,-10    
2,20,7,1207,-0.6,-1    , 3.50    , 4    ,-3.6,-4,-10.10    ,-10    
2,20,8,1208,-0.4, -      , 3.90    , 4    ,-3.8,-4,-10.40    ,-10    
2,20,9,1209,0.3, -      , 4.00    , 4    ,-3.4,-3,-10.50    ,-11    
2,20,10,1210,0.9, 1    , 4.20    , 4    ,-2.9,-3,-10.80    ,-11    
2,20,11,1211,1.6, 2    , 4.30    , 4    ,-2.7,-3,-11.10    ,-11    
2,20,12,1212,2.5, 3    , 4.10    , 4    ,-2.6,-3,-11.40    ,-11    
2,20,13,1213,3.5, 4    , 3.50    , 4    ,-2.2,-2,-11.80    ,-12    
2,20,14,1214,4.3, 4    , 2.50    , 3    ,-2.2,-2,-12.10    ,-12    
2,20,15,1215,5, 5    , 1.90    , 2    ,-2.6,-3,-12.20    ,-12    
2,20,16,1216,5.2, 5    , 1.50    , 2    ,-3,-3,-12.60    ,-13    
2,20,17,1217,4.5, 5    , 0.70    , 1    ,-3.5,-4,-13.10    ,-13    
2,20,18,1218,4.5, 5    , 0.40    , -      ,-4.2,-4,-13.40    ,-13    
2,20,19,1219,4.5, 5    , 0.60    , 1    ,-4.5,-5,-13.70    ,-14    
2,20,20,1220,4.6, 5    , 0.90    , 1    ,-4.5,-5,-13.90    ,-14    
2,20,21,1221,4.6, 5    , 0.90    , 1    ,-4.6,-5,-13.80    ,-14    
2,20,22,1222,4.6, 5    , 0.80    , 1    ,-4.5,-5,-13.60    ,-14    
2,20,23,1223,4.6, 5    , 0.90    , 1    ,-4.4,-4,-13.20    ,-13    
2,20,24,1224,4.7, 5    , 1.50    , 2    ,-4.6,-5,-13.00    ,-13    
2,21,1,1225,4.8, 5    , 1.80    , 2    ,-4.6,-5,-12.90    ,-13    
2,21,2,1226,5, 5    , 1.40    , 1    ,-4.8,-5,-13.10    ,-13    
2,21,3,1227,5.1, 5    , 0.80    , 1    ,-4.8,-5,-13.30    ,-13    
2,21,4,1228,5.2, 5    , 1.00    , 1    ,-4.9,-5,-13.40    ,-13    
2,21,5,1229,5.3, 5    , 0.60    , 1    ,-4.8,-5,-13.70    ,-14    
2,21,6,1230,5.4, 5    , 0.50    , 1    ,-4.8,-5,-14.40    ,-14    
2,21,7,1231,5.4, 5    , 0.90    , 1    ,-4.9,-5,-15.20    ,-15    
2,21,8,1232,5.6, 6    , 0.90    , 1    ,-5.1,-5,-15.30    ,-15    
2,21,9,1233,5.9, 6    , 1.20    , 1    ,-5.3,-5,-15.10    ,-15    
2,21,10,1234,6.3, 6    , 1.70    , 2    ,-5.2,-5,-15.00    ,-15    
2,21,11,1235,6.7, 7    , 2.50    , 3    ,-4.8,-5,-14.30    ,-14    
2,21,12,1236,7, 7    , 2.90    , 3    ,-4.3,-4,-13.70    ,-14    
2,21,13,1237,7.3, 7    , 2.90    , 3    ,-4.2,-4,-13.20    ,-13    
2,21,14,1238,7.4, 7    , 2.80    , 3    ,-4.2,-4,-12.70    ,-13    
2,21,15,1239,7.5, 8    , 2.80    , 3    ,-4.2,-4,-12.60    ,-13    
2,21,16,1240,7.4, 7    , 2.20    , 2    ,-4.2,-4,-13.10    ,-13    
2,21,17,1241,7.1, 7    , 1.60    , 2    ,-5.3,-5,-13.50    ,-14    
2,21,18,1242,7, 7    , 0.90    , 1    ,-6.5,-7,-13.90    ,-14    
2,21,19,1243,6.8, 7    , 0.30    , -      ,-8.7,-9,-14.50    ,-15    
2,21,20,1244,5.9, 6    ,-0.10    , -      ,-10,-10,-16.60    ,-17    
2,21,21,1245,6.6, 7    ,-0.10    , -      ,-11.1,-11,-17.50    ,-18    
2,21,22,1246,6.3, 6    ,-0.20    , -      ,-7.4,-7,-21.30    ,-21    
2,21,23,1247,6.1, 6    , -      , -      ,-7.1,-7,-22.00    ,-22    
2,21,24,1248,6.2, 6    , -      , -      ,-7.1,-7,-22.20    ,-22    
2,22,1,1249,5.7, 6    , 0.10    , -      ,-7.1,-7,-22.70    ,-23    
2,22,2,1250,5, 5    , 0.20    , -      ,-7.4,-7,-21.60    ,-22    
2,22,3,1251,4.4, 4    , 0.60    , 1    ,-7.5,-8,-21.40    ,-21    
2,22,4,1252,4, 4    , 0.80    , 1    ,-7.8,-8,-22.50    ,-23    
2,22,5,1253,3.7, 4    , 0.90    , 1    ,-7.7,-8,-21.70    ,-22    
2,22,6,1254,3.5, 4    , 0.80    , 1    ,-7.8,-8,-23.90    ,-24    
2,22,7,1255,3.3, 3    , 0.60    , 1    ,-7.8,-8,-22.20    ,-22    
2,22,8,1256,3.4, 3    , 0.30    , -      ,-7.6,-8,-23.90    ,-24    
2,22,9,1257,4.4, 4    , 0.90    , 1    ,-7.4,-7,-22.60    ,-23    
2,22,10,1258,5.4, 5    , 1.30    , 1    ,-6.6,-7,-20.60    ,-21    
2,22,11,1259,6.5, 7    , 1.80    , 2    ,-6.1,-6,-18.90    ,-19    
2,22,12,1260,7.5, 8    , 2.10    , 2    ,-5.7,-6,-12.80    ,-13    
2,22,13,1261,8.2, 8    , 2.30    , 2    ,-5.4,-5,-11.00    ,-11    
2,22,14,1262,8.8, 9    , 2.60    , 3    ,-5.1,-5,-10.10    ,-10    
2,22,15,1263,8.8, 9    , 2.80    , 3    ,-4.9,-5,-9.60    ,-10    
2,22,16,1264,8.5, 9    , 2.90    , 3    ,-5.2,-5,-9.90    ,-10    
2,22,17,1265,7.8, 8    , 2.30    , 2    ,-6.1,-6,-10.00    ,-10    
2,22,18,1266,7.1, 7    , 1.60    , 2    ,-7,-7,-10.10    ,-10    
2,22,19,1267,6.3, 6    , 1.10    , 1    ,-7.4,-7,-10.20    ,-10    
2,22,20,1268,5.4, 5    , 0.90    , 1    ,-7.8,-8,-10.60    ,-11    
2,22,21,1269,4.6, 5    , 0.30    , -      ,-7.4,-7,-10.60    ,-11    
2,22,22,1270,3.8, 4    , 0.50    , 1    ,-8,-8,-9.90    ,-10    
2,22,23,1271,2.9, 3    , 0.70    , 1    ,-8.6,-9,-8.90    ,-9    
2,22,24,1272,2.1, 2    , 0.70    , 1    ,-8.4,-8,-8.30    ,-8    
2,23,1,1273,1.1, 1    , 0.10    , -      ,-9.7,-10,-7.60    ,-8    
2,23,2,1274,0, -      , 0.30    , -      ,-10.1,-10,-6.90    ,-7    
2,23,3,1275,-1.1,-1    , 0.60    , 1    ,-10.1,-10,-6.80    ,-7    
2,23,4,1276,-1.7,-2    , 0.70    , 1    ,-9.6,-10,-6.50    ,-7    
2,23,5,1277,-2.3,-2    , 1.00    , 1    ,-9.9,-10,-6.30    ,-6    
2,23,6,1278,-2.8,-3    , 0.80    , 1    ,-10.7,-11,-6.60    ,-7    
2,23,7,1279,-3.2,-3    , 0.90    , 1    ,-12.3,-12,-7.20    ,-7    
2,23,8,1280,-3,-3    , 1.00    , 1    ,-13.4,-13,-7.50    ,-8    
2,23,9,1281,-0.7,-1    , 1.10    , 1    ,-12.2,-12,-8.50    ,-9    
2,23,10,1282,1.5, 2    , 1.30    , 1    ,-11.3,-11,-9.40    ,-9    
2,23,11,1283,3.5, 4    , 1.80    , 2    ,-7.3,-7,-9.20    ,-9    
2,23,12,1284,5.3, 5    , 2.20    , 2    ,-6,-6,-8.50    ,-9    
2,23,13,1285,6.4, 6    , 1.50    , 2    ,-4.9,-5,-7.90    ,-8    
2,23,14,1286,6.9, 7    , 1.50    , 2    ,-3.6,-4,-7.40    ,-7    
2,23,15,1287,6.9, 7    , 1.70    , 2    ,-2.4,-2,-7.40    ,-7    
2,23,16,1288,6.1, 6    , 1.60    , 2    ,-2,-2,-7.70    ,-8    
2,23,17,1289,4.6, 5    , 1.70    , 2    ,-2.1,-2,-8.10    ,-8    
2,23,18,1290,3.1, 3    , 1.90    , 2    ,-2.2,-2,-8.90    ,-9    
2,23,19,1291,2.5, 3    , 1.90    , 2    ,-2.3,-2,-12.10    ,-12    
2,23,20,1292,1.9, 2    , 1.70    , 2    ,-2.5,-3,-14.40    ,-14    
2,23,21,1293,1.3, 1    , 1.80    , 2    ,-2.5,-3,-14.70    ,-15    
2,23,22,1294,0.7, 1    , 2.00    , 2    ,-2.5,-3,-14.60    ,-15    
2,23,23,1295,0.1, -      , 1.60    , 2    ,-2.6,-3,-12.80    ,-13    
2,23,24,1296,-0.5,-1    , 1.80    , 2    ,-2.9,-3,-9.40    ,-9    
2,24,1,1297,-0.8,-1    , 0.90    , 1    ,-3,-3,-9.60    ,-10    
2,24,2,1298,-0.9,-1    , 0.60    , 1    ,-3.2,-3,-8.40    ,-8    
2,24,3,1299,-1.1,-1    ,-0.70    ,-1    ,-3.3,-3,-7.30    ,-7    
2,24,4,1300,-1.1,-1    ,-0.20    , -      ,-3.5,-4,-6.40    ,-6    
2,24,5,1301,-1.1,-1    , 0.60    , 1    ,-3.8,-4,-6.60    ,-7    
2,24,6,1302,-1.1,-1    , 0.40    , -      ,-4.1,-4,-6.80    ,-7    
2,24,7,1303,-1.1,-1    , 0.20    , -      ,-4.3,-4,-7.30    ,-7    
2,24,8,1304,0, -      , 0.60    , 1    ,-4.6,-5,-8.70    ,-9    
2,24,9,1305,1.1, 1    , 0.90    , 1    ,-4.6,-5,-9.80    ,-10    
2,24,10,1306,3.6, 4    , 1.10    , 1    ,-4.4,-4,-9.10    ,-9    
2,24,11,1307,5.5, 6    , 1.90    , 2    ,-4,-4,-6.80    ,-7    
2,24,12,1308,6.7, 7    , 4.00    , 4    ,-3.4,-3,-5.20    ,-5    
2,24,13,1309,7.4, 7    , 3.90    , 4    ,-2.4,-2,-2.00    ,-2    
2,24,14,1310,6.5, 7    , 4.60    , 5    ,-1.5,-2,-3.30    ,-3    
2,24,15,1311,5.2, 5    , 4.40    , 4    ,-0.8,-1,-2.80    ,-3    
2,24,16,1312,4.2, 4    , 3.70    , 4    ,-0.7,-1,-4.10    ,-4    
2,24,17,1313,3.3, 3    , 3.80    , 4    ,-1,-1,-6.10    ,-6    
2,24,18,1314,2.6, 3    , 3.50    , 4    ,-2.3,-2,-7.80    ,-8    
2,24,19,1315,2.2, 2    , 3.60    , 4    ,-3.7,-4,-8.10    ,-8    
2,24,20,1316,1.8, 2    , 3.50    , 4    ,-4.4,-4,-7.70    ,-8    
2,24,21,1317,1.4, 1    , 3.70    , 4    ,-4.8,-5,-8.90    ,-9    
2,24,22,1318,1, 1    , 3.30    , 3    ,-5.4,-5,-12.00    ,-12    
2,24,23,1319,0.5, 1    , 3.50    , 4    ,-6.4,-6,-12.20    ,-12    
2,24,24,1320,0.1, -      , 3.20    , 3    ,-5.4,-5,-11.90    ,-12    
2,25,1,1321,-0.7,-1    , 3.20    , 3    ,-5.8,-6,-13.20    ,-13    
2,25,2,1322,-1.6,-2    , 2.70    , 3    ,-5.6,-6,-12.20    ,-12    
2,25,3,1323,-2.4,-2    , 2.60    , 3    ,-5.8,-6,-11.90    ,-12    
2,25,4,1324,-2.9,-3    , 3.10    , 3    ,-5.4,-5,-10.40    ,-10    
2,25,5,1325,-3.3,-3    , 3.20    , 3    ,-5.5,-6,-9.70    ,-10    
2,25,6,1326,-3.6,-4    , 3.30    , 3    ,-5.9,-6,-9.60    ,-10    
2,25,7,1327,-3.9,-4    , 3.10    , 3    ,-6.4,-6,-9.30    ,-9    
2,25,8,1328,-3.6,-4    , 3.20    , 3    ,-6.6,-7,-11.00    ,-11    
2,25,9,1329,-1.5,-2    , 3.90    , 4    ,-6.8,-7,-7.60    ,-8    
2,25,10,1330,1.1, 1    , 4.70    , 5    ,-6.8,-7,-5.90    ,-6    
2,25,11,1331,3.1, 3    , 5.00    , 5    ,-6.8,-7,-4.20    ,-4    
2,25,12,1332,5.2, 5    , 5.70    , 6    ,-5.7,-6,-2.30    ,-2    
2,25,13,1333,6.4, 6    , 5.70    , 6    ,-4.4,-4,-1.70    ,-2    
2,25,14,1334,7.1, 7    , 5.70    , 6    ,-4.3,-4,-1.20    ,-1    
2,25,15,1335,7.3, 7    , 4.70    , 5    ,-2.4,-2,-0.90    ,-1    
2,25,16,1336,6.5, 7    , 5.10    , 5    ,-2.8,-3,-1.20    ,-1    
2,25,17,1337,4.9, 5    , 3.00    , 3    ,-3.5,-4,-1.50    ,-2    
2,25,18,1338,3.4, 3    , 3.00    , 3    ,-5.3,-5,-1.40    ,-1    
2,25,19,1339,2.5, 3    , 2.00    , 2    ,-6.6,-7,-1.20    ,-1    
2,25,20,1340,1.7, 2    , 1.50    , 2    ,-10.3,-10,-0.80    ,-1    
2,25,21,1341,0.8, 1    , -      , -      ,-9.4,-9,-0.60    ,-1    
2,25,22,1342,0, -      , 0.30    , -      ,-11.9,-12,-0.50    ,-1    
2,25,23,1343,-0.8,-1    , -      , -      ,-12.2,-12,-0.50    ,-1    
2,25,24,1344,-1.7,-2    ,-0.60    ,-1    ,-12.9,-13,-0.10    , -      
2,26,1,1345,-2.4,-2    ,-0.30    , -      ,-13.3,-13,-0.10    , -      
2,26,2,1346,-3.2,-3    , 0.80    , 1    ,-14,-14, -      , -      
2,26,3,1347,-3.9,-4    , 0.60    , 1    ,-13.6,-14, -      , -      
2,26,4,1348,-4.4,-4    ,-0.10    , -      ,-13.6,-14, 0.10    , -      
2,26,5,1349,-4.8,-5    ,-0.40    , -      ,-12.6,-13, 0.20    , -      
2,26,6,1350,-5.1,-5    ,-1.00    ,-1    ,-12.5,-13, 0.30    , -      
2,26,7,1351,-5.4,-5    ,-0.70    ,-1    ,-12.2,-12, 0.30    , -      
2,26,8,1352,-4.9,-5    ,-1.00    ,-1    ,-12,-12, 0.60    , 1    
2,26,9,1353,-2.6,-3    , -      , -      ,-10.8,-11, 0.80    , 1    
2,26,10,1354,-0.4, -      , 1.00    , 1    ,-8.3,-8, 0.80    , 1    
2,26,11,1355,1.5, 2    , 2.10    , 2    ,-6.1,-6, 1.30    , 1    
2,26,12,1356,3.1, 3    , 3.10    , 3    ,-3.8,-4, 1.90    , 2    
2,26,13,1357,4.2, 4    , 3.50    , 4    ,-2,-2, 2.40    , 2    
2,26,14,1358,4.9, 5    , 4.30    , 4    ,-0.1,0, 2.80    , 3    
2,26,15,1359,4.9, 5    , 5.10    , 5    ,0.3,0, 2.70    , 3    
2,26,16,1360,4.2, 4    , 5.10    , 5    ,0.9,1, 1.90    , 2    
2,26,17,1361,2.8, 3    , 3.80    , 4    ,0.9,1, 1.70    , 2    
2,26,18,1362,1.3, 1    , 2.80    , 3    ,0.7,1, 1.40    , 1    
2,26,19,1363,0.9, 1    , 2.40    , 2    ,0.9,1, 1.10    , 1    
2,26,20,1364,0.4, -      , 1.90    , 2    ,0.3,0, 0.90    , 1    
2,26,21,1365,0, -      , 1.60    , 2    ,0.1,0, 0.60    , 1    
2,26,22,1366,-0.4, -      , 0.80    , 1    ,-0.3,0, 0.20    , -      
2,26,23,1367,-0.8,-1    , -      , -      ,-0.4,0, 0.10    , -      
2,26,24,1368,-1.3,-1    ,-0.20    , -      ,-0.1,0, 0.10    , -      
2,27,1,1369,-1.4,-1    ,-0.60    ,-1    ,-0.3,0, 0.20    , -      
2,27,2,1370,-1.5,-2    , 0.30    , -      ,-0.6,-1, 0.30    , -      
2,27,3,1371,-1.6,-2    , 0.50    , 1    ,-0.8,-1, 0.20    , -      
2,27,4,1372,-1.6,-2    , 0.60    , 1    ,-0.9,-1, 0.20    , -      
2,27,5,1373,-1.7,-2    , 0.80    , 1    ,-1.2,-1, 0.20    , -      
2,27,6,1374,-1.6,-2    , 1.00    , 1    ,-1.5,-2, 0.10    , -      
2,27,7,1375,-1.6,-2    , 0.90    , 1    ,-1.7,-2, 0.10    , -      
2,27,8,1376,-0.9,-1    , 1.00    , 1    ,-1.4,-1, 0.20    , -      
2,27,9,1377,1.6, 2    , 1.40    , 1    ,-1.4,-1, 0.30    , -      
2,27,10,1378,4.1, 4    , 2.00    , 2    ,0.3,0, 0.40    , -      
2,27,11,1379,6.2, 6    , 2.50    , 3    ,0.9,1, 0.70    , 1    
2,27,12,1380,7.9, 8    , 2.90    , 3    ,2,2, 0.70    , 1    
2,27,13,1381,9.1, 9    , 3.10    , 3    ,2.6,3, 0.20    , -      
2,27,14,1382,8.6, 9    , 3.40    , 3    ,3.5,4, 0.20    , -      
2,27,15,1383,8.6, 9    , 4.10    , 4    ,3.9,4, 0.40    , -      
2,27,16,1384,9.1, 9    , 3.30    , 3    ,4,4, 1.10    , 1    
2,27,17,1385,7.9, 8    , 2.60    , 3    ,3.9,4, 1.50    , 2    
2,27,18,1386,6.5, 7    , 1.70    , 2    ,2.7,3, 1.30    , 1    
2,27,19,1387,6.3, 6    , 1.80    , 2    ,1.9,2, 1.40    , 1    
2,27,20,1388,6.2, 6    , 1.40    , 1    ,2.3,2, 1.70    , 2    
2,27,21,1389,6, 6    , 1.40    , 1    ,0.9,1, 1.50    , 2    
2,27,22,1390,5.8, 6    , 1.20    , 1    ,-0.2,0, 1.30    , 1    
2,27,23,1391,5.7, 6    , 1.50    , 2    ,-0.7,-1, 1.50    , 2    
2,27,24,1392,5.5, 6    , 1.80    , 2    ,-1.6,-2, 1.40    , 1    
